"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
TSM,Taiwan Semiconductor Manufactur,Technology,Taiwan,0.03336,42969903199.304,15657450577.24267,12792449181.81467,4965544069.444,10311497323.34333,27881176190.55933,42969903199.304,15657450577.24267,12792449181.81467,4965544069.444,10311497323.34333,27881176190.55933,0.058,0.058,32.04022,26.20833,30.58224,0.40941,10.19408,0.087,0.38861,2.03178,5.625,2.42604,6.25,2.03234,0.18908,4.56,3.73,116.82,0.03193,0.31931,5186079744,540588376064,104.23835,10000000,81006960640,569517735936,54058.83761,0.194,0.07294,0.11313,0.07294,0.11313,0.07294,0.17378,1.91891,0.07294,1.41472,1.89,1.89,25673498972.07467,8103788432.75143,3.15528,9.99618,6.57573,0.42313,0.49137,0.45725,0.6762,TWD,0.03574,0.43985,0.44643,0.43502,0.42387,116.82,54.52,142.2,116.70949,0.09469,114.26999,-17.8481,1.42108,8.23579,3.49993,3.03974,0.025,0.02552,1.76269,2.59799,1.83551,1.70038,3.27983,0.03526,2.19034,1.77794,2.52889,None
BMA,Banco Macro S.A.,Financial Services,Argentina,0.0359,933503016.18,272900795.508,249209771.724,85620990.924,179260893.216,591356393.952,933503016.18,272900795.508,249209771.724,85620990.924,179260893.216,591356393.952,-2.854,3.20422,3.49603,3.12966,3.40444,0.02026,6.80888,10.57028,0.32365,1.99226,6.875,0.8544,2.5,1.43878,0.08967,5.63,5.04,17.27,0.29184,0.00761,63941300,30268991488,473.38718,8561,1894837248,1894837248,3535684.08924,-0.038,-0.66875,0.1755,0.06249,0.1755,0.06249,0.01537,1.12687,0.06249,1.36245,0.19,0.19,339079295.772,217775267.688,5.58818,8.70088,7.14453,4.05301,4.2112,4.1321,2.03276,ARS,0.01062,2.202,2.23454,0.002,0.753,17.27,11.45,26.79,14.5003,19.10101,50.82969,-35.53565,0.7588,0.7598,1.25279,1.23872,1.3634,1.02069,46.22336,40.54663,0.59065,0.63728,1.25575,1.20205,43.395,0.62397,0.93986,None
SUPV,Grupo Supervielle S.A.,Financial Services,Argentina,0.04819,397683608.496,599270.316,122860636.884,9693865.908,5146568.112,260272122.69,397683608.496,599270.316,122860636.884,9693865.908,5146568.112,260272122.69,-0.894,1.33607,5.68293,6.47222,5.88025,0.00848,11.7605,67.56752,0.08538,-0.01126,0.0,0.2008,2.5,0.14753,0.02688,0.36,0.41,2.18,0.18807,0.00597,91344496,3499881984,38.31519,4943,347740832,347740832,708048.14566,38.649,-0.66763,0.5075,0.07373,0.5075,0.07373,29.11363,146.61813,26.20964,132.09818,-0.43,4.3,148312558.62,78739450.404,2.34465,4.41635,3.3805,5.87768,6.19433,6.03601,2.45683,ARS,0.01062,0.027,0.04092,0.075,0.115,2.18,1.53,3.68,1.90266,1.40782,42.48366,-40.76087,0.60465,0.60565,1.17228,1.16211,3.06273,6.2972,22.99537,31.50595,0.34149,0.42984,1.1772,4.68996,27.26066,0.39567,0.78643,None
QDEL,Quidel Corporation,Healthcare,United States,0.06819,1117014466.66667,460945400.0,597067800.0,324376866.66667,392661133.33333,857041133.33333,1117014466.66667,460945400.0,597067800.0,324376866.66667,392661133.33333,857041133.33333,2.575,2.575,5.59546,9.05744,6.46096,2.66445,6.46096,3.842,0.48763,0.70516,2.25,15.03996,30.07812,8.8754,0.87692,11.49,18.599,107.84,0.17247,3.30245,42542800,810286976,19.0464,1370,4278427904,4427429376,591450.34745,14.351,0.3402,0.61748,0.3402,0.61748,0.3402,10.91762,55.63809,0.3402,2.75101,1.02,1.02,391762866.66667,264936133.33333,10.92096,16.1489,13.53493,0.70988,0.45969,0.58478,0.76471,USD,1.0,0,0,0,0,107.84,103.31,306.72,164.60365,-34.48505,4.38486,-64.8409,0.04454,0.04554,2.91567,3.2234,0.20021,0.01554,0.40734,0.48424,2.61237,2.88431,3.07953,0.11788,0.45579,2.75834,2.91894,None
FKWL,Franklin Wireless Corp.,Technology,United States,0.08697,57010078.26667,2399299.6,58039238.53333,6065174.93333,4232237.26667,57524658.4,57010078.26667,2399299.6,58039238.53333,6065174.93333,4232237.26667,57524658.4,0.349,0.349,5.80703,5.60345,5.75613,0.62099,1.91871,2.589,0.10175,0.02202,1.0,0.6389,6.25,0.4073,0.27761,1.74,1.679,9.28,0.18093,2.7762,11576300,18492772,1.59747,71,63500612,112868928,260461.57746,10.804,0.19165,0.49781,0.19165,0.49781,0.19165,8.22745,42.18726,0.19165,2.00826,1,1,11773717.8,19909566.8,5.39342,3.18945,4.29144,1.38209,1.62115,1.50162,1.22541,USD,1.0,0,0,0,0,9.28,5.06,28.14,18.64667,-50.23239,83.39921,-67.02203,0.36568,0.36668,2.31951,1.66936,0.23542,0.03986,0.0,0.0,2.03783,1.61482,2.00444,0.14764,0.01,1.83632,1.92038,None
KT,KT Corporation,Communication Services,South Korea,0.08864,21068409765.33333,556160528.0,5353187488.0,113383248.0,334771888.0,13210798626.66667,21068409765.33333,556160528.0,5353187488.0,113383248.0,334771888.0,13210798626.66667,0.264,0.264,12.59507,10.18243,11.99191,0.0003,11.99191,1.47,0.02751,0.066,2.5,0.13384,6.25,0.10927,0.27768,1.48,1.1965,15,0.07977,0.00053,475596992,658025021440,1383.57692,10000000,6302252138496,7258992640,65802.50214,2.316,4e-05,0.03595,4e-05,0.03595,4e-05,1.74599,9.77993,4e-05,1.05022,1,1,3801481786.66667,1020930944.0,1657.84094,6173.04449,3915.44271,1.34257,1.33829,1.34043,1.15777,KRW,0.00088,0.60637,0.44444,0.46733,0.35094,15,9.17,15.35,11.94489,25.5767,63.57688,-2.28013,1.88673,45.10871,1.82943,1.83185,0.27887,0.48009,1.77365,1.79951,1.2015,1.22271,1.84064,0.38948,1.79658,1.22211,1.53137,None
LAKE,"Lakeland Industries, Inc.",Consumer Cyclical,United States,0.22729,133149666.66667,19822000.0,38466400.0,8488000.0,14155000.0,85808033.33333,133149666.66667,19822000.0,38466400.0,8488000.0,14155000.0,85808033.33333,0.964,0.964,5.81206,12.58794,7.50603,1.24497,7.50603,3.347,0.22079,4.45994,34.80469,0.55344,2.5,2.7482,0.70108,1.99,4.31,24.66,0.17478,1.62715,8027180,35106000,4.37339,2000,153354208,197950096,17553.0,5.53,0.12401,0.66023,0.12401,0.66023,0.12401,4.31256,22.61279,0.12401,1.67003,1.49,1.49,22927066.66667,10553933.33333,6.68878,14.53053,10.60966,0.14662,0.15119,0.1489,0.38588,USD,1.0,0,0,0,0,0.60886,14.76,47.95,27.80964,-11.3257,67.07317,-48.57143,0.59657,0.59757,7.87263,7.67508,2.26662,1.61346,0.0,0.0,7.39237,7.34552,7.78385,1.95004,0.01,7.37894,7.5814,None
ESGR,Enstar Group Limited,Financial Services,Bermuda,0.41905,2160909200.0,1186914933.33333,893196400.0,683666933.33333,935290933.33333,1527052800.0,2160909200.0,1186914933.33333,893196400.0,683666933.33333,935290933.33333,1527052800.0,0.274,0.274,3.15736,16.58667,6.51469,2.06738,13.02937,0.436,0.65966,0.45336,1.0,3.43599,4.375,2.22666,0.84394,15,78.8,249.95,0.31526,0.813,18597500,1703092992,91.57645,1189,728424192,5500271616,1432374.25736,3.101,0.17439,0.3162,0.17439,0.3162,0.17439,2.4048,13.074,0.17439,1.92193,2.13,2.13,1969526200.0,918607866.66667,0.36985,0.79297,0.58141,2.61013,2.54703,2.57858,1.6058,USD,1.0,3.0,0,0,0,249.95,147.04,269.12,228.16689,9.54701,69.98776,-7.12322,1.68594,22.96457,1.42701,1.43304,4.88659,4.52576,0.23941,0.27059,9.60564,7.87775,1.44003,4.71618,0.265,8.7517,5.09586,None
EVK,"Ever-Glory International Group,",Consumer Cyclical,China,0.54603,332255533.33333,4519666.66667,74012733.33333,3935933.33333,4227800.0,203134133.33333,332255533.33333,4519666.66667,74012733.33333,3935933.33333,4227800.0,203134133.33333,0.219,0.219,10.67568,0,10.67568,0.13129,10.67568,6.199,0.01227,0.03249,2.5,0.04523,1.0,0.04688,0.00585,0,0.222,2.23,0.09955,0.26104,14810700,3280000,0.22146,4700,58484784,35101356,697.87234,6.483,-0.68687,0.01874,0.005,0.01874,0.005,4.86694,25.38468,4.36837,22.93934,1,1,23975733.33333,11107933.33333,2.43933,5.26514,3.85223,1.43907,1.40495,1.42201,1.19248,USD,1.0,0,0,0,0,2.23,0.69,8.3,2.97526,-25.04855,223.18841,-73.13253,0.40473,0.40573,1.69413,1.71087,1.96881,2.35433,0.0,0.0,1.33973,1.33444,1.7125,2.17157,0.01,1.34709,1.52979,None
GGAL,Grupo Financiero Galicia S.A.,Financial Services,Argentina,0.57728,1855046998.332,233899707.144,522182705.352,62228879.784,148064293.464,1188614851.842,1855046998.332,233899707.144,522182705.352,62228879.784,148064293.464,1188614851.842,-0.901,2.06941,5.09231,4.965,5.06048,0.01323,10.12096,16.61259,0.14226,0.11564,1.0,0.30436,2.5,0.24108,0.07396,2,1.95,9.37,0.20811,0.00814,147468992,26439047168,179.28547,9271,2459730688,2459730688,2851801.01046,0.298,-0.66871,0.10903,0.06286,0.10903,0.06286,0.25076,2.30378,0.06286,1.36431,-0.09,0.9,723501679.116,250839648.612,3.39976,9.80599,6.60287,5.53031,5.01381,5.27206,2.2961,ARS,0.01062,0.064,0.082,0.313,0.362,9.37,5.86,14.94,8.0962,15.73324,59.89761,-37.28246,0.77313,0.77413,1.18961,1.20183,3.74322,4.32429,24.55986,21.53642,0.58212,0.60783,1.20572,4.04375,23.05814,0.60498,0.90535,None
SVA,None,Healthcare,China,0.59493,380190000.0,75469266.66667,213432466.66667,60126800.0,67798033.33333,296811233.33333,380190000.0,75469266.66667,213432466.66667,60126800.0,67798033.33333,296811233.33333,-0.047,1.55065,6.66323,0,6.66323,0.90135,6.66323,6.78853,0.21614,1.04898,5.625,2.02198,12.03125,1.496,0.31865,0,0.971,6.47,0.15008,0.8606,99294704,104354000,1.05095,1959,460249280,460249280,53269.0148,3.692,0.22921,0.32784,0.22921,0.32784,0.22921,2.85096,15.3048,0.22921,2.19604,1,1,271094000.0,259442000.0,1.69775,1.774,1.73587,0.74376,0.91629,0.83002,0.91106,USD,1.0,0,0,0,0,6.47,6.47,6.47,6.47,0.0,0.0,0.0,1.0,1.0,3.29964,2.59903,0.07459,0.06775,5.17337,5.97513,3.09146,2.47588,2.95933,0.08117,5.58425,2.79367,2.8765,None
VALE,VALE S.A.,Basic Materials,Brazil,0.92554,30101066193.33333,2918080438.0,11701712670.66667,3423973620.66667,3171027029.33333,20901389432.0,30101066193.33333,2918080438.0,11701712670.66667,3423973620.66667,3171027029.33333,20901389432.0,0.544,0.544,11.13039,6.46974,9.96523,0.46714,9.96523,0.914,0.2283,0.20839,2.25,0.74048,2.5,0.52813,0.23158,3.47,2.017,22.4,0.09004,0.55516,5130800128,56292999168,10.97158,74316,134033735680,115186466816,757481.55401,30.061,-0.66246,0.31222,0.12536,0.31222,0.12536,22.6238,114.16902,20.37396,102.9198,0.12,0.12,10551818629.33333,5746506033.33333,12.70243,23.32439,18.01341,1.41891,1.46009,1.4395,1.19979,BRL,0.17101,0.75882,0.42676,0.26078,0.398,22.4,10.06,23.02,18.0073,24.394,122.66402,-7.61946,1.90432,47.69149,1.71471,1.66755,0.19238,0.07629,0.65842,0.66204,1.54036,1.83125,1.70113,0.14434,0.67023,1.6958,1.69847,None
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Taiwan,1.16047,763271734.06267,82738190.54133,213654024.98133,21414307.208,52076248.87467,488462879.522,763271734.06267,82738190.54133,213654024.98133,21414307.208,52076248.87467,488462879.522,0.234,0.234,14.39565,32.78218,18.99228,0.05275,6.33076,0.708,0.10288,0.61151,5.625,0.2494,2.5,0.44539,0.06969,1.01,2.3,33.35,0.06897,0.05779,36362000,2367482880,65.10871,10000000,5395118080,1213918592,236.74829,0.295,-0.6699,0.01597,0.05103,0.01597,0.05103,0.22524,2.17621,0.05103,1.30516,1,1,199927267.87467,59625892.612,26.9854,90.48281,58.73411,0.73118,0.72021,0.72569,0.85188,TWD,0.03574,1.209,0.773,0.969,0.194,33.35,18.2,36.31,27.91029,19.48997,83.24176,-8.15202,1.67311,21.93538,2.3761,2.3978,0.0,0.0,0.39963,0.37004,2.25136,2.49712,2.39695,0.01,0.39484,2.38424,2.3906,None
VIPS,Vipshop Holdings Limited,Consumer Cyclical,China,1.22683,14622398485.562,711572199.842,4563686724.114,289241137.01,500406668.426,9593042604.838,14622398485.562,711572199.842,4563686724.114,289241137.01,500406668.426,9593042604.838,0.039,0.039,17.6475,11.43628,16.0947,0.15544,16.0947,0.586,0.05799,0.73613,15.46875,0.15408,2.5,0.48295,0.59262,2.04,1.322,23.24,0.05688,0.5556,678668992,5906956800,8.70374,7567,3970816512,15833347072,780620.69512,0.677,0.05016,0.20289,0.05016,0.20289,0.05016,0.55847,3.84236,0.05016,1.30082,40.99,40.99,1598520415.254,399630103.8135,2.48406,9.93623,6.21014,1.18906,1.01376,1.10141,1.04948,CNY,0.15351,0,0,0,0,23.24,14.87,46,30.00015,-22.53371,56.28783,-49.47826,0.53774,0.53874,1.88271,2.01649,0.46501,0.43662,1.12824,0.67513,1.11256,1.12372,1.9596,0.46081,0.91169,1.12814,1.54387,None
HOLI,Hollysys Automation Technologie,Industrials,China,1.40251,521430600.0,94631866.66667,161313200.0,23371866.66667,59001866.66667,341371900.0,521430600.0,94631866.66667,161313200.0,23371866.66667,59001866.66667,341371900.0,0.251,0.251,11.71147,6.56784,10.42556,1.48728,10.42556,1.2,0.12634,0.4494,2.5,0.88286,6.25,0.66094,0.87257,1.99,1.116,13.15,0.08487,0.73217,60855100,67480000,1.10886,3598,134374416,795376128,18754.86381,-0.079,-0.01208,-0.07481,-0.01208,-0.07481,-0.01208,-0.07795,0.97205,-0.01208,1.03792,0.49,0.49,139798466.66667,31800333.33333,0.9612,4.22557,2.59338,0.39276,0.4159,0.40433,0.63587,USD,1.0,0.2,0.21,0.18,0.12,13.15,9.83,16.31,13.84051,-4.98906,33.77416,-19.37462,1.02469,1.1576,3.56468,3.42718,0.20623,0.14697,1.91653,2.36302,3.37128,3.27696,3.50593,0.1866,2.14977,3.33412,3.42002,None
