"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
HOLI,Hollysys Automation Technologie,Industrials,China,1.40251,521430600.0,94631866.66667,161313200.0,23371866.66667,59001866.66667,341371900.0,521430600.0,94631866.66667,161313200.0,23371866.66667,59001866.66667,341371900.0,0.251,0.251,11.71147,6.56784,10.42556,1.48728,10.42556,1.2,0.12634,0.4494,2.5,0.88286,6.25,0.66094,0.87257,1.99,1.116,13.15,0.08487,0.73217,60855100,67480000,1.10886,3598,134374416,795376128,18754.86381,-0.079,-0.01208,-0.07481,-0.01208,-0.07481,-0.01208,-0.07795,0.97205,-0.01208,1.03792,0.49,0.49,139798466.66667,31800333.33333,0.9612,4.22557,2.59338,0.39276,0.4159,0.40433,0.63587,USD,1.0,0.2,0.21,0.18,0.12,13.15,9.83,16.31,13.84051,-4.98906,33.77416,-19.37462,1.02469,1.1576,3.56468,3.42718,0.20623,0.14697,1.91653,2.36302,3.37128,3.27696,3.50593,0.1866,2.14977,3.33412,3.42002,None
CAJ,"Canon, Inc.",Technology,Japan,1.62557,31603085748.0,1170881460.0,7781717700.0,363815028.0,767348244.0,19692401724.0,31603085748.0,1170881460.0,7781717700.0,363815028.0,767348244.0,19692401724.0,0.086,0.086,25.75298,18.14504,23.851,0.00771,7.95033,0.713,0.03287,0.08951,2.5,0.0453,1.0,0.07879,0.01345,1.31,0.923,23.59,0.03913,0.00931,1045769984,105866002432,101.23259,181897,276304166912,24843216896,582010.71173,1.029,-0.0525,-0.20772,-0.0525,-0.20772,-0.0525,0.71982,4.64909,-0.0525,0.9975,17.37,17.37,3320361324.0,1087446888.0,83.21509,254.08521,168.65015,0.70643,0.71829,0.71236,0.84402,JPY,0.00918,0.712,0.447,0.412,0.423,0.07865,15.46,25.94,21.75206,8.44951,52.58732,-9.05937,1.55153,13.9494,2.52569,2.50779,0.00266,0.00097,0.91169,0.98191,1.62559,1.43244,2.52674,0.01182,0.9568,1.53901,2.03288,None
KEP,Korea Electric Power Corporatio,Utilities,South Korea,1.66991,51969114618.66666,306139914.66667,13001834032.0,576531706.66667,441335810.66667,32485474325.33333,51969114618.66666,306139914.66667,13001834032.0,576531706.66667,441335810.66667,32485474325.33333,1.212,1.212,8.44236,2.24184,6.89223,0.00026,6.89223,4.552,0.034,0.00613,1.0,0.1083,2.5,0.08248,0.03752,5.21,1.3835,11.61,0.11916,0.00022,1283929984,1991347011584,1550.97789,10000000,71006882365440,15023050752,199134.70116,0.34809,-0.00486,0.34809,-0.00486,0.34809,-0.00486,0.34809,2.79047,-0.00486,1.04514,1,1,9570390368.0,2856676064.0,7419.43428,24856.46982,16137.95205,1.84753,1.91556,1.88155,1.3717,KRW,0.00088,0.54314,0.36916,0.86439,1.36744,11.61,7.77,12.98,10.8019,7.48111,49.42085,-10.5547,1.47409,10.25985,1.55496,1.53251,0.11385,0.10923,0.14813,0.17367,0.81281,0.83322,1.55374,0.12154,0.1709,0.83301,1.19338,None
CYD,China Yuchai International Limi,Industrials,Singapore,1.94644,2921172645.51,93029321.714,821195870.684,20564486.152,56796903.933,1871184258.097,2921172645.51,93029321.714,821195870.684,20564486.152,56796903.933,1871184258.097,-0.02,0.34391,7.48574,6.37652,7.20844,0.03127,7.20844,11.33016,0.02667,0.18302,5.625,0.06122,2.5,0.13588,0.22532,2.47,2.104,15.65,0.13444,0.07139,40858300,548902976,13.43431,8927,643518208,643518208,61487.95519,-0.42,0.05287,-0.06505,0.05287,-0.06505,0.05287,-0.33126,0.71874,0.05287,1.31437,1,1,208941202.218,52235300.5545,3.0799,12.3196,7.69975,1.47625,1.60387,1.54006,1.24099,CNY,0.15351,0.85,0.85,2.21,0.9,0.08455,13.01,20.49,16.45,-4.86322,20.29208,-23.62128,0.70588,0.70688,1.9019,1.81841,0.03642,0.03103,1.47527,1.82943,1.54331,1.47573,1.87015,0.04373,1.66235,1.51952,1.69484,None
ECF,27623,Financial Services,United States,2.36347,4059756.66667,25612277.06667,996385.2,17525949.6,21569113.33333,2528070.93333,4059756.66667,25612277.06667,996385.2,17525949.6,21569113.33333,2528070.93333,53.544,53.544,5.56827,0,5.56827,46.94188,11.13654,10.07317,8.63518,15.82072,2.5,17.87302,1.0,15.97696,0.34128,0,2.534,14.13,0.17933,1.07333,13499500,33464316,2.47893,10000000,217269280,190477936,3.34643,3.574,0.00238,0.22944,0.00238,0.22944,0.00238,2.73786,14.7393,0.00238,1.0619,1,1,21569113.33333,21569113.33333,10.07317,10.07317,10.07317,0.00251,0.00199,0.00225,0.04742,USD,1.0,0.13,0.94,0.13,0.13,14.13,10.72,17.34,14.1037,0.18645,31.8097,-18.51211,1.03021,1.19552,562.4395,597.13601,0.0,0.0,0.0,0.0,6.33158,3.59871,579.79776,0.01,0.01,4.97515,292.38645,None
TGS,Transportadora de Gas del Sur S,Energy,Argentina,2.87037,599614085.4,99113623.752,162608034.42,-9574531.8,44769545.976,381111059.91,599614085.4,99113623.752,162608034.42,-9574531.8,44769545.976,381111059.91,0.675,0.675,23.43478,53.9,31.05109,0.01452,31.05109,1.28,0.05882,0.41397,2.5,-0.03808,0.0,0.25792,0.11104,0.1,0.23,5.31,0.04331,0.01229,150552000,3286190080,21.82761,1099,37737865216,811475264,2990163.85805,-0.34407,-0.67276,-0.34407,-0.30742,-0.34407,-0.30742,-0.34407,0.70593,-0.30742,1.16202,1,1,247474548.684,82380593.868,152.4919,458.09169,305.2918,0.9541,0.92593,0.94002,0.96954,ARS,0.01062,1.04281,0.24642,0.24921,0.002,5.31,3.91,6.77,4.97861,-8.35242,35.80563,-21.56573,0.97902,0.98002,2.05187,2.08072,0.6385,0.44217,0.00312,0.00291,2.27575,2.70158,2.07629,0.55034,0.01301,2.49866,2.28748,None
TDF,"Templeton Dragon Fund, Inc.",Financial Services,Singapore,2.9338,12886914.53333,205222730.26667,1926912.0,95893030.2,150557880.23333,7406913.26667,12886914.53333,205222730.26667,1926912.0,95893030.2,150557880.23333,7406913.26667,90.513,90.513,2.65219,0,2.65219,92.04952,5.30438,5.2037,34.70685,21.51502,1.0,131.99664,2.5,88.42647,0.62857,0,8.887,23.53,0.37769,0.94556,33804100,300415680,8.88696,10000000,783458496,796762624,30.04157,1.939,-0.69454,0.30832,0.25795,0.30832,0.25795,1.53133,8.70665,1.35866,7.92144,1,1,150557880.23333,150557880.23333,5.2037,5.2037,5.2037,0.00843,0.01699,0.01271,0.11272,USD,1.0,3.1975,2.422,0.6804,1.4114,23.53,18.79,27.64,23.87285,-2.89883,25.22618,-14.86975,1.07119,1.51074,332.0411,63.91751,0.0,0.0,0.0,0.0,2.32241,1.00318,197.9893,0.01,0.01,1.6728,99.83105,None
ASX,"ASE Technology Holding Co., Ltd",Technology,Taiwan,3.86485,15490155520.98933,861704740.55067,4539474105.5,307516118.97067,584610429.76067,10014814813.24467,15490155520.98933,861704740.55067,4539474105.5,307516118.97067,584610429.76067,10014814813.24467,0.345,0.345,15.46817,11.6338,14.50957,0.03587,4.83652,1.924,0.06464,0.31546,5.625,0.16949,2.5,0.24792,0.05281,0.71,0.534,8.06,0.06625,0.07742,2153240064,32259934208,14.98204,101785,172385910784,17901568000,316941.92865,1.197,0.0737,0.08779,0.0737,0.08779,0.0737,0.9197,5.64849,0.0737,1.41852,0.34,0.34,2476253729.44267,680191344.93467,69.61561,253.43738,161.52649,1.56637,1.61224,1.5893,1.26068,TWD,0.03574,0.136,0.164,0.231,0.251,0.81124,3.88,9,7.16294,12.52361,107.73196,-10.44444,1.63281,18.95038,1.70431,1.66462,0.13413,0.14914,1.30374,1.00095,1.31223,1.37284,1.69446,0.15163,1.16235,1.35253,1.5235,None
LOMA,Loma Negra Compania Industrial ,Basic Materials,Argentina,4.482,446969254.87316,85499716.32818,127718646.852,40699113.792,63099415.06009,287343950.86258,446969254.87316,85499716.32818,127718646.852,40699113.792,63099415.06009,287343950.86258,0.086,0.086,6.88976,8.53659,7.30147,0.03422,7.30147,0.281,0.27271,0.48251,2.5,2.12186,6.25,1.39931,0.24576,0.82,1.016,6.85,0.14832,0.01849,119205000,6222423040,52.19935,10000000,3561089792,1424178048,622.2423,1.123,-0.67328,0.28208,0.25559,0.28208,0.25559,0.91277,5.61384,0.82321,1.13591,288.16,288.16,103608057.90106,41320748.412,34.37078,86.18164,60.27621,0.78227,0.69291,0.73759,0.85883,ARS,0.01062,0.26011,0,0,0,6.85,3.7,7.1,5.89365,16.22679,85.13514,-3.52113,1.85294,40.47341,2.4412,2.54799,0.01334,0.00893,0.33646,0.33378,0.85297,0.86,2.5046,0.02113,0.34512,0.86649,1.68554,None
PAI,Western Asset Investment Grade ,Financial Services,United States,5.46724,6924690.46667,12371839.66667,1682802.6,4703006.4,8537423.03333,4303746.53333,6924690.46667,12371839.66667,1682802.6,4703006.4,8537423.03333,4303746.53333,21.974,21.974,11.3363,0,11.3363,21.34025,22.67261,17.25333,1.91147,1.80408,1.0,6.97054,2.5,4.79703,0.22509,0,1.347,15.21,0.08856,0.94114,9509300,12813239,1.34744,10000000,147298976,143050896,1.28132,0.791,-0.02109,0.00955,-0.02109,0.00955,-0.02109,0.59564,4.02818,-0.02109,1.02891,1,1,8537423.03333,8537423.03333,17.25333,17.25333,17.25333,0.0011,0.00226,0.00168,0.04094,USD,1.0,0.047,0.0465,0.0465,0.0465,15.21,14.72,17.32,15.3581,-0.96432,3.3288,-12.18245,0.37692,0.37792,935.82078,736.57114,6.76699,1.35876,1.09605,1.09605,13.22307,10.02941,836.20596,4.07287,1.10605,11.63624,423.9211,None
SKM,"SK Telecom Co., Ltd.",Communication Services,South Korea,5.54293,15912042960.0,1434119045.33333,4183179146.66667,337795626.66667,885957336.0,10047611053.33333,15912042960.0,1434119045.33333,4183179146.66667,337795626.66667,885957336.0,10047611053.33333,0.538,0.538,16.01964,16.225,16.07098,0.00113,16.07098,1.973,0.08077,0.22761,2.5,0.50485,6.25,0.37506,0.0955,2,2.02564,32.5,0.06233,0.00088,641081984,1489585963008,2323.54987,10000000,10019865100288,20981618688,148958.5963,0.0009,0.01836,0.0009,0.01836,0.0009,0.01836,0.0009,1.05449,0.01836,1.1418,1,1,4413840874.66667,1274851189.33333,2270.10112,7859.63506,5064.86809,0.96453,0.96688,0.96571,0.9827,KRW,0.00088,0.89324,0.09376,0.81026,0.0918,32.5,18.05,33.26,26.62693,22.05686,80.0554,-2.28503,1.90007,47.05565,2.05213,2.05881,0.39132,0.40033,0.44311,0.4492,1.06012,1.10561,2.06547,0.40582,0.45615,1.09286,1.57917,None
QIWI,QIWI plc,Financial Services,Cyprus,5.68281,494672464.0,90445194.66667,145180464.0,33056400.0,61750797.33333,319926464.0,494672464.0,90445194.66667,145180464.0,33056400.0,61750797.33333,319926464.0,-0.965,2.14253,5.80149,6.74691,6.03784,0.01687,12.07569,11.10031,0.21767,2.75378,15.46875,1.41813,6.25,2.01986,3.65494,1.62,1.884,10.79,0.17461,0.02152,62713000,11150000128,177.79408,2865,685453120,685453120,3891797.6014,2.609,0.08722,0.21997,0.08722,0.21997,0.08722,2.01174,11.10871,0.08722,1.48609,1426.88,1426.88,121339296.0,70567189.33333,5.64906,9.71348,7.68127,1.71586,1.52499,1.62042,1.27296,RUB,0.01352,0.31,0.34,0.33,0.14,10.79,9.69,20.84,11.18029,-3.49089,11.35191,-48.22457,0.19731,0.19831,1.59559,1.66159,0.20697,0.22999,0.56895,0.48843,1.3642,1.43068,1.63859,0.22848,0.53869,1.40744,1.52302,None
