"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
ADC,Agree Realty Corporation,Real Estate,United States,5580818112,208281133.3,81721866.67,72896466.67,26878266.67,54300066.67,140588800,208281133.3,81721866.67,72896466.67,26878266.67,54300066.67,140588800,21.647,21.647,39.70622,35.85714,38.74395,16.66058,38.74395,25.473,0.37054,6.20731,15.46875,2.30161,6.25,4.26757,1.10875,1.96,1.77,69.77,0.02537,1.60644,64145600,99945000,1.5581,49,5857365504,4508152832,2039693.878,0.418,-0.75,0.08301,0.08301,0.08301,0.08301,0.33425,2.72126,0.33425,2.72126,-40.79,407.9,127944866.7,43999933.33,45.78039,133.12214,89.45127,0.56888,0.52926,0.54907,0.74099,USD,1,0.217,0.217,0.207,0.207,62.24331,61.23,73,66.61854,4.73061,13.94741,-4.42466,1.45115,9.33831,2.76757,2.89834,0.40521,0.4416,14.38413,17.15464,1.04829,2.15561,2.84296,0.43341,15.77939,1.61195,2.22745,None
ADM,Archer-Daniels-Midland Company,Consumer Defensive,United States,2.07515E+14,64198266667,1660466667,17972600000,611933333.3,1136200000,41085433333,64198266667,1660466667,17972600000,611933333.3,1136200000,41085433333,0.714,0.714,18.07389,14.98423,17.30148,0.5444,17.30148,14.654,0.03032,0.06468,2.5,0.08386,2.5,0.08073,0.80508,4.44,3.681,66.6,0.05527,1.78446,558702016,2070000000,3.70502,37575,48781561856,37170446336,55089.82036,0.762,-0.75,0.04168,0.04168,0.04168,0.04168,0.58192,3.95959,0.58192,3.95959,1.78,1.78,-3762000000,-202466666.7,2231104.593,14003840359,7003035732,1.36469,1.43764,1.40117,1.18371,USD,1,0.37,0.37,0.36,0.36,59.59725,37.54,68.68,55.84964,19.24876,77.41076,-3.02854,1.86641,42.27095,1.74317,1.70064,0.93227,0.96337,0.38671,0.38964,1.55365,1.5767,1.7319,0.95782,0.39818,1.57517,1.65354,None
ADNT,Adient plc,Consumer Cyclical,Ireland,1.65239E+11,14570333333,-588866666.7,3650933333,50333333.33,-269266666.7,9110633333,14570333333,-588866666.7,3650933333,50333333.33,-269266666.7,9110633333,0.63,0.63,-17.51449,8.95528,17848.28674,0.36587,17848.28674,16.406,-0.01102,-0.04023,0,0.00537,1,0.00417,0.91928,5.59,-1.511,49.87,-0.0303,3.16735,94208304,-142000000,-1.5073,77000,8121168384,4716067840,-1844.15584,-0.01691,-0.75,-0.01691,-0.01691,-0.01691,-0.01691,-0.01691,1.03309,-0.01691,1.03309,0.35,0.35,353600000,51800000,22.96711,156.77931,89.87321,5.57593,5.87742,5.72668,2.39305,USD,1,0.275,0.275,0.275,0.275,1.8223,15,50.98,39.0008,27.86917,232.46667,-2.17732,1.9383,53.03038,1.25174,1.21836,0.31385,0.63985,1.27802,1.28394,1.11848,1.16163,1.24505,0.48685,1.29098,1.15006,1.19755,None
ADS,Alliance Data Systems Corporati,Financial Services,United States,1114614.092,5020286667,369100000,1079940000,176173333.3,272636666.7,3050113333,5020286667,369100000,1079940000,176173333.3,272636666.7,3050113333,4.751,4.751,12.48324,8.32531,11.44376,1.42479,22.88752,18.957,0.11123,0.17689,2.5,0.40778,2.5,0.30945,0.99923,14.54,9.697,121.87,0.07957,3.40996,49723600,551200000,11.08528,8000,20072019968,6019041792,68900,8.54,-0.75,-0.21822,-0.21822,-0.21822,-0.21822,6.35044,32.80222,6.35044,32.80222,0.41,0.41,1869420000,470080000,10.73703,42.69916,26.71809,14.19123,12.79763,13.49443,3.67348,USD,1,0.21,0.21,0.21,0.21,105.21023,38.88,127.99,92.33015,31.99372,213.45165,-4.78162,1.86264,41.76148,1.07098,1.08026,0.9553,1.06794,2.06855,1.72425,1.99563,1.76351,1.08562,1.02162,1.9064,1.88957,1.48759,None
ADSK,"Autodesk, Inc.",Technology,United States,17981629094,3374440000,653006666.7,989006666.7,538806666.7,595906666.7,2181723333,3374440000,653006666.7,989006666.7,538806666.7,595906666.7,2181723333,16.673,16.673,52.54779,41.54942,49.7982,16.59646,16.5994,85.172,0.31875,2.29574,13.92188,15.76254,30.07812,9.71863,0.91742,6.88,5.44,286.67,0.01898,65.01251,220063008,1208199936,5.49025,11500,63197921280,62907207680,105060.864,5.914,-0.75,0.79205,0.79205,0.79205,0.79205,4.63351,24.21756,4.63351,24.21756,1.5,1.5,1194206667,480993333.3,52.92042,131.39043,92.15543,-12.88606,34.62515,26727.58379,163.48573,USD,1,0.015,0.015,0.015,0.015,253.07473,209.06,321.13,285.14417,-0.72771,37.12331,-10.73086,1.38503,7.05911,1.06608,1.08464,0.00167,0.00234,0.69724,0.69688,0.81542,0.82874,1.08536,0.012,0.70706,0.83208,0.95872,None
ADTN,"ADTRAN, Inc.",Technology,United States,3.56E+16,526518533.3,-13849866.67,129052066.7,2889200,-5480333.333,327785300,526518533.3,-13849866.67,129052066.7,2889200,-5480333.333,327785300,1.74,1.74,72.03636,30.95312,61.76555,1.84539,20.58852,54.773,0.02549,-0.02664,0,0.05539,2.5,0.04513,0.939,0.64,0.275,20.08,0.0137,2.58819,48395700,13243000,0.27364,1405,903916864,958718784,9425.62278,0.29568,-0.75,0.29568,0.29568,0.29568,0.29568,0.29568,2.52839,0.29568,2.52839,14.72,14.72,-4900200,1892333.333,6287096990,477.67317,3143548734,0.41108,0.42755,0.41932,0.64755,USD,1,0.09,0.09,0.09,0.09,0.71039,9.66,20.6,16.51,21.62326,107.86749,-2.52427,1.90494,47.78398,3.43957,3.34047,0.08095,0.02144,1.19132,0.98424,3.2145,3.19823,3.40002,0.06119,1.09778,3.21636,3.30819,None
AE,"Adams Resources & Energy, Inc.",Energy,United States,4294357.878,1349790000,3079733.333,285936133.3,3699800,3389766.667,817863066.7,1349790000,3079733.333,285936133.3,3699800,3389766.667,817863066.7,0.081,0.081,7.59451,10.97976,8.44082,0.11593,8.44082,2.141,0.01531,0.00193,1,0.03478,2.5,0.03452,0.41385,2.47,3.571,27,0.13226,0.76341,4251020,15230000,3.58267,726,80263408,115287664,20977.96143,-0.17018,-0.75,-0.17018,-0.17018,-0.17018,-0.17018,-0.17018,0.87982,-0.17018,0.87982,1,1,-5084800,10833133.33,4008289.459,7.40907,2004148.434,1.02307,1.06343,1.04325,1.0214,USD,1,0.24,0.24,0.24,0.24,-0.01244,18.36,37.7,27.44124,-1.60794,47.05882,-28.38196,0.89349,0.89449,1.98634,1.96472,0.96839,1.14868,0.40664,0.18294,1.66108,1.62235,1.98553,1.06854,0.30479,1.65172,1.81862,None
AEE,Ameren Corporation,Utilities,United States,29206038.54,5655400000,828866666.7,1433733333,220066666.7,524466666.7,3544566667,5655400000,828866666.7,1433733333,220066666.7,524466666.7,3544566667,6.028,6.028,22.05343,20.84158,21.75047,3.80102,21.75047,13.273,0.16923,2.27302,15.46875,0.37682,2.5,1.44071,0.77333,4.04,3.818,83.67,0.04563,2.35169,255552992,958000000,3.74873,9183,34124087296,21517561856,104323.2059,0.596,-0.75,0.0479,0.0479,0.0479,0.0479,0.45897,3.34487,0.45897,3.34487,2.91,2.91,1930266667,199066666.7,17.67843,171.4204,94.54941,2.56793,2.57465,2.57129,1.60352,USD,1,0.55,0.515,0.495,0.495,0.12505,67.14,86.9,78.4408,6.66643,24.6202,-3.71692,1.67308,21.93287,1.39603,1.39429,0.35816,0.60038,0.27695,0.29725,0.66936,0.77836,1.40516,0.48927,0.2971,0.73386,1.06951,None
AEF,27762,Financial Services,United Kingdom,47230.02165,16654691.47,37559035.4,4855717,42773266.4,40166150.9,10755204.23,16654691.47,37559035.4,4855717,42773266.4,40166150.9,10755204.23,28.807,28.807,8.71345,0,8.71345,26.83297,17.4269,12.12713,3.08036,2.8122,1,7.19583,1,5.40375,0.63619,0,1.026,8.88,0.11554,0.95026,50751800,52086112,1.02629,10000000,487100128,453721056,5.20861,4.244,-0.75,0.02727,0.02727,0.02727,0.02727,3.18982,16.99909,3.18982,16.99909,1,1,40166150.9,40166150.9,12.12713,12.12713,12.12713,0.10428,0.10752,0.1059,0.32542,USD,1,0.063,0.134,0.044,0.043,7.99137,5.67,9.15,8.43628,5.2597,56.61376,-2.95082,1.84483,39.42164,11.6734,10.31609,0,0,0,0,0.13942,0.09717,11.00475,0.01,0.01,0.12829,5.56652,None
AEG,AEGON N.V.,Financial Services,Netherlands,512417.8692,63839345857,739976714.3,12897536427,-25758439.33,526473750.5,38368441142,58172681773,606831880,12897536427,-25758439.33,459901333.3,35535109100,0.022,0.022,18.88229,3.4963,15.03579,0.1271,30.07158,3.29213,-0.00404,0.0103,1,-0.00046,0.1,0.02421,0.07953,1.35,-0.1606,4.73,-0.03409,0.39471,2112409984,-272600000,-0.12904,22000,1733221760,9941027840,-12282.32645,-0.698,-0.75,-0.77772,-0.77772,-0.57289,-0.57289,-0.71793,0.33207,-0.71793,0.33207,1,1,631412813.3,-1284789880,2.74499,525.67604,263.37867,16.84816,17.19809,17.02313,4.12591,EUR,1.1894,0.071,0.166,0.167,0.165,0.66549,2.31,5.11,4.3535,8.64812,104.7619,-7.4364,1.72857,26.6762,1.05951,1.05834,1.7405,0.96779,0.73906,0.74557,14.14633,1.47485,1.06893,1.36415,0.75232,7.82059,4.44476,None
AEL,American Equity Investment Life,Financial Services,United States,135230.9926,2685711733,496447800,955587333.3,225560733.3,361004266.7,1820649533,2685711733,496447800,955587333.3,225560733.3,361004266.7,1820649533,-2.05,1.59864,4.23905,6.42105,4.78455,0.7844,9.56911,8.06241,0.19167,0.52243,2.5,0.2524,1,0.40803,0.97492,4.75,7.195,30.47,0.23613,0.49121,95428304,673374016,7.05633,655,2910563328,2910563328,1028051.933,0.164,-0.75,0.2429,0.2429,0.2429,0.2429,0.18373,1.96863,0.18373,1.96863,-1.88,18.8,1723714200,651808400,1.68854,4.46537,3.07695,13.73374,10.83328,12.28351,3.50478,USD,1,0.32,0.3,0.28,0.26,0.42917,19.06,34.25,29.57007,3.04337,59.86359,-11.0365,1.5023,11.49601,1.08142,1.09278,0.16488,0.18937,0.19735,0.18981,0.7394,1.12496,1.0971,0.18713,0.20358,0.94218,1.01964,None
AEP,American Electric Power Company,Utilities,United States,14595505.63,15293993333,2069693333,4021200000,557333333.3,1313513333,9657596667,15293993333,2069693333,4021200000,557333333.3,1313513333,9657596667,5.103,5.103,18.81838,17.26908,18.43105,2.7814,18.43105,13.68,0.14755,0.3392,2.5,0.3457,2.5,0.32553,0.75383,4.98,4.57,85.55,0.05342,2.04718,499750016,2279899904,4.56208,16787,78848647168,42978500608,135813.4213,0.161,-0.75,0.0389,0.0389,0.0389,0.0389,0.13048,1.70238,0.13048,1.70238,3.03,3.03,4164026667,412513333.3,18.93567,191.14206,105.03887,2.83342,2.92055,2.87699,1.69617,USD,1,0.74,0.74,0.74,0.7,-0.00685,74.8,94.21,83.45358,2.51209,14.37166,-9.19223,1.10768,1.84705,1.35765,1.34658,0.14308,0.11668,0.49011,0.57908,0.43708,0.4312,1.36212,0.13988,0.54459,0.44414,0.90313,None
AFCG,"AFC Gamma, Inc.",Real Estate,United States,9704118571,11483306,10352717,3610859.667,1635920,5994318.5,7547082.833,11483306,10352717,3610859.667,1635920,5994318.5,7547082.833,15.731,15.731,51.28835,0,51.28835,26.77266,51.28835,30.1359,0.90154,0,0,0,0,0.52517,0.44193,0,0,23,0,1000,13366900,10352717,0.7745,10000000,180644192,307438688,1.03527,-0.9,-0.75,-0.9,-0.9,0,0,-0.9,0.15,-0.9,0.15,1,1,3645254,1561714,49.556,115.67047,82.61323,0.02525,0.02362,0.02444,0.15632,USD,1,0,0,0,0,0,19.75,24.95,22.2049,3.58075,16.4557,-7.81563,1.25,3.8147,40.6061,43.34478,0.00364,0.01456,0,0,40.6061,43.20241,41.98544,0.0191,0.01,41.91425,41.94984,None
AFG,"American Financial Group, Inc.",Financial Services,United States,7831281.899,7647333333,731933333.3,1873000000,441666666.7,586800000,4760166667,7647333333,731933333.3,1873000000,441666666.7,586800000,4760166667,1.421,1.421,8.08974,16.3867,10.16398,1.3762,20.32796,5.411,0.17647,0.23767,2.5,0.60046,2.5,0.44624,0.66274,8.12,16.448,132.71,0.12394,1.69436,85099600,1140000000,13.39607,7300,11692572672,11323352064,156164.3836,2.05434,-0.75,0.02342,0.02342,0.02342,0.02342,1.54661,1.1671,1.54661,1.1671,5.94,5.94,2217200000,582466666.7,5.27358,20.07423,12.67391,10.22335,10.11785,10.1706,3.18914,USD,1,0.5,0.5,2,0.5,118.63201,56.73,133.979,105.43029,25.87464,133.93266,-0.94716,1.96715,57.94534,1.09816,1.09889,1.20134,1.14506,0.16138,0.27648,1.43702,1.29868,1.10853,1.1832,0.22893,1.37785,1.24319,None
AFL,AFLAC Incorporated,Financial Services,United States,586060.2594,22105800000,4125600000,5822733333,1324600000,2725100000,13964266667,22105800000,4125600000,5822733333,1324600000,2725100000,13964266667,1.852,1.852,7.28441,11.02724,8.22012,1.68564,16.44023,7.937,0.24088,0.46655,2.5,0.57041,2.5,0.50366,0.61538,5.14,7.781,56.82,0.13694,1.20184,679667008,5504999936,8.09955,12003,42317692928,38523527168,458635.3358,1.284,-0.75,0.08987,0.08987,0.08987,0.08987,0.98547,5.97734,0.98547,5.97734,1.64,1.64,5842666667,1436200000,7.24287,29.46504,18.35396,4.20018,3.95602,4.0781,2.01943,USD,1,0.33,0.33,0.28,0.28,50.13869,33.37,57.35,48.76942,16.50744,70.2727,-2.76024,1.9558,55.96828,1.23976,1.25294,0.24066,0.27466,0.10026,0.11546,0.60401,0.63932,1.25635,0.26766,0.11786,0.63166,0.94401,None
AFYA,Afya Limited,Consumer Defensive,Brazil,72753506.01,153862553.7,36144251.78,54956845.26,11109790.06,23627020.92,104409699.5,153862553.7,36144251.78,54956845.26,11109790.06,23627020.92,104409699.5,1.883,1.883,92.83647,5.69586,71.05132,1.82606,71.05132,5.143,0.24315,3.60191,15.46875,1.2881,6.25,2.471,0.68345,4.11,0,22.69,0,1000,45662800,292075008,6.39634,5260,2261386240,2193449216,55527.56806,0.14,-0.75,0.30177,0.30177,0.30177,0.30177,0.18044,1.95222,0.18044,1.95222,11.47,11.47,49814905.18,14321084.24,45.39578,157.90608,101.65093,0.64808,0.5891,0.61859,0.7865,BRL,0.17101,0,0,0,0,20.54536,18.48,29.015,23.27923,-2.53116,22.78139,-21.79907,0.79924,0.80024,2.77182,2.81471,0.12643,0.13021,0.38355,0.20552,2.33679,2.54557,2.80327,0.13832,0.30453,2.45118,2.62722,None
