Symbol,Name
RPM,RPM International Inc
RPRX,Royalty Pharma Plc Cl
RS,Reliance Steel & Alum
SAIC,Science Applications 
SBUX,Starbucks Corp
SCHW,The Charles Schwab Co
SJM,J.M. Smucker Company
SLGN,Silgan Holdings
SNA,Snap-On Inc
SPG,Simon Property Group
SRPT,Sarepta Therapeutics
STLD,Steel Dynamics Inc
STOR,Store Capital Corp
STT,State Street Corp
SWCH,Switch Inc
SYK,Stryker Corp
TJX,TJX Companies
TMUS,T-Mobile US
TPL,Texas Pacific Land Tr
TPX,Tempur-Pedic Internat
TRV,The Travelers Compani
TSCO,Tractor Supply Compan
TT,Trane Technologies Pl
TTC,Toro Company
TTEK,Tetra Tech Inc
UHAL,Amerco Inc
ULTA,Ulta Beauty Inc
UNH,Unitedhealth Group In
URI,United Rentals
UTHR,United Therapeutic
VICI,Vici Properties Inc
VMC,Vulcan Materials Comp
VMI,Valmont Industries
VRSN,Verisign Inc
VRT,Vertiv Holdings Llc.
VRTX,Vertex Pharmaceutic
WAB,Wabtec Corp
WEN,Wendys Company
WIX,Wix.com Ltd
WM,Waste Management
WMT,Walmart Inc
WRB,W.R. Berkley Corp
WSC,Willscot Corp
WTW,Willis Towers Watson 
WWE,World Wrestling Enter
WYNN,Wynn Resorts Ltd
XYL,Xylem Inc
YUM,Yum! Brands
