"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
TLV:AICS,AI CONVERSATION,Technology,Israel,1e+50,196800.0,-9587600.0,93600.0,-1230500.0,-5409050.0,145200.0,196800.0,-9587600.0,93600.0,-1230500.0,-5409050.0,145200.0,18.56011,18.56011,751166.10048,751166.10048,751166.10048,19.51456,250388.70016,-1.26614,0,0.0,0.0,0.0,0.0,0.01,0.01,0,-0.597,270,-0.00221,3.06007,8879980,-5300000,-0.59685,6,6848633,7200870,-883333.33333,0.19093,0.0,0.19093,0.0,0.19093,0.0,0.19093,2.00463,0.0,1.05,1,1,-5480800.0,-966900.0,2458.01529,370623.38027,186540.69778,0.28923,0.32797,0.3086,0.55552,USD,ILS,1.0,0.30034,0,0,0,0,0.05965,207.2,384.8,277.98126,-2.87115,30.30888,-29.83368,0.70721,0.70821,8.27533,4.46844,0.54465,0.37304,0.0,0.0,5.96018,2.27,6.38189,0.46884,0.01,4.12509,5.25349,None
TLV:AILN,AXILION,Technology,Israel,1e+50,0.0,-572200.0,0.0,-216400.0,-394300.0,0.0,0.0,-572200.0,0.0,-216400.0,-394300.0,0.0,0,0,4088.26766,4088.26766,4088.26766,25814861291508.49,1362.75589,-85.9257,0,0.0,0.0,0.0,0.0,0.01,0.04964,0,-0.08,1190,-7e-05,10000.0,28493800,-754000,-0.02646,10000000,33880502,96446718,-0.0754,0.0775,0.0,0.0775,0.0,0.0775,0.0,0.0775,1.43748,0.0,1.05,1,1,-132933.33333,-9100.0,16575206201.89398,51613147376815.086,25814861291508.49,-1.01379,-1.01182,11.12807,3.33588,USD,ILS,1.0,0.30034,0,0,0,0,-0.99858,1.25,800000,2879.1667,-58.6686,95100.0,-99.85125,0.00297,0.00397,0.01358,0.01168,0.0,0.0,0.0,0.0,0.01566,0.01168,0.02263,0.01,0.01,0.02367,0.02315,None
TLV:ALBA,ALBAAD MASSUOT YIT,Consumer Defensive,Israel,3.40334,444076677.15467,10048535.448,118259916.17867,6853478.48267,8451006.96533,281168296.66667,444076677.15467,10048535.448,118259916.17867,6853478.48267,8451006.96533,281168296.66667,0.25138,0.25138,1.7212,1.7212,1.7212,0.12445,1.7212,4.909,0.07228,0.0187,1.0,0.14394,2.5,0.11557,0.13035,0,10.611,6150,0.00173,0.37751,10530700,119788000,11.37512,1822,388352748,192329278,65745.3348,0.478,0.03957,0.32726,0.03957,0.32726,0.03957,0.44032,3.25158,0.03957,1.24785,1,1,42183834.224,10558773.06267,9.2062,36.7801,22.99315,1.97121,1.84849,1.90985,1.38197,ILS,ILS,0.30034,0.30034,237.4,189.92,189.92,170.928,0.37641,4163,9691,7528.5625,-18.3111,47.73,-36.53906,0.71889,0.71989,1.51669,1.55472,0.78421,0.40325,0.43873,0.38253,1.3178,1.29225,1.5457,0.60373,0.42063,1.31502,1.43036,None
TLV:ALD,A.L.D. ADVANCED,Industrials,Israel,1212.35222,34514251.87067,687378.14667,8627717.01,585092.354,636235.25033,21570984.44033,34514251.87067,687378.14667,8627717.01,585092.354,636235.25033,21570984.44033,0.24688,0.24688,6.94536,6.94536,6.94536,0.04378,6.94536,18.099,0.03627,0.02047,1.0,0.06656,1.0,0.06132,0.15632,0,0.48,1099,0.00044,1.30993,6469730,4076000,0.63001,603,27734152,4919983,6759.53566,3.772,-0.0055,0.24568,-0.0055,0.24568,-0.0055,2.89042,15.50211,-0.0055,1.0445,1,1,2367880.56,1125313.912,11.71265,24.6457,18.17918,2.26432,1.90787,2.0861,1.44433,ILS,ILS,0.30034,0.30034,3.9208,1.7464,2.47,2.47,1099,149.7,1160,746.21466,47.27666,634.13494,-5.25862,1.87924,44.04522,1.59139,1.67987,0.60419,0.33515,0.64493,0.7706,1.71122,1.81678,1.64563,0.47967,0.71777,1.774,1.70982,None
TLV:ALGS,ALON NATURAL GAS E,Energy,Israel,165788.41485,54355266.66667,18071666.66667,12671466.66667,6197400.0,12134533.33333,33513366.66667,54355266.66667,18071666.66667,12671466.66667,6197400.0,12134533.33333,33513366.66667,2.07805,2.07805,3.77152,3.77152,3.77152,1.63744,3.77152,8.162,0.43406,0.0,0.0,0.0,0.0,0.25803,0.05252,0,1.435,1793,0.0008,1.06454,14038000,20140000,1.43468,10000000,96416021,75975438,2.014,0.06638,-0.08963,0.06638,-0.08963,0.06638,-0.08963,0.06638,1.38191,-0.08963,0.96037,1,1,16131666.66667,6315266.66667,5.97682,15.26713,10.62198,3.2556,2.29417,2.77489,1.6658,USD,ILS,1.0,0.30034,356.178,356.178,178.234,357.285,1793,1005,1830,1449.3776,23.70827,78.40796,-2.02186,1.9103,48.59746,1.38182,1.47117,0.32865,1.72709,0.51107,0.52429,1.59493,2.26743,1.4365,1.03787,0.52768,1.94118,1.68884,None
TLV:ALHE,ALONY HETZ,Real Estate,Israel,3555319.15288,438293029.77467,157594765.208,103553928.26,20874010.43067,89234387.81933,270923479.01733,438293029.77467,157594765.208,103553928.26,20874010.43067,89234387.81933,270923479.01733,4.82887,4.82887,7.89796,7.89796,7.89796,1.65838,7.89796,19.372,0.21067,0.88253,2.5,0.45709,2.5,0.675,0.40999,0,1.739,4572,0.00038,0.37085,173662000,302998016,1.74476,10000000,6945058084,2385169149,30.2998,-0.932,-0.00498,-0.22083,-0.00498,-0.22083,-0.00498,-0.75421,0.29579,-0.00498,1.04502,1,1,212869779.30667,70792500.67467,32.62585,98.10443,65.36514,2.43854,2.55984,2.49919,1.58088,ILS,ILS,0.30034,0.30034,30.0,50.0,29.0,29.0,4572,3126,4838,4375.07,4.50119,46.2572,-5.49814,1.68925,23.23631,1.61947,1.60046,0.91081,1.00607,0.09764,0.09712,1.11413,1.50899,1.61996,0.96844,0.10738,1.32156,1.47076,None
TLV:ALLT,ALLOT LTD,Technology,Israel,1e+50,120096133.33333,-9888133.33333,36440333.33333,-2127200.0,-6007666.66667,78268233.33333,120096133.33333,-9888133.33333,36440333.33333,-2127200.0,-6007666.66667,78268233.33333,4.35913,4.35913,9127.10953,5984.50303,8734.28372,4.84265,2911.42791,-98.62548,-0.06877,-0.08684,0.0,-0.05977,0.0,-0.05621,0.72795,-0.11,-0.27,6201,-4e-05,4.9975,35623200,-9348000,-0.26241,504,592509022,658222260,-18547.61905,0.04284,0.09089,0.04284,0.09089,0.04284,0.09089,0.04284,1.26419,0.09089,1.50443,1,1,-2106800.0,-3603733.33333,22267843547.09223,4452656120.61588,13360249833.85405,0.53349,0.55896,0.54623,0.73907,USD,ILS,1.0,0.30034,0,0,0,0,6201,2950,6630,4868.343,27.37393,110.20339,-6.47059,1.76685,30.4225,2.95997,2.79018,0.27084,0.2116,0.79107,0.29605,2.63904,2.46838,2.88508,0.25122,0.55356,2.56371,2.72439,None
TLV:ALMA,ALMOGIM HOLDINGS,Real Estate,Israel,7072484.67089,169875933.33333,12547400.0,50062933.33333,2057133.33333,7302266.66667,109969433.33333,169875933.33333,12547400.0,50062933.33333,2057133.33333,7302266.66667,109969433.33333,1.01365,1.01365,7.0938,7.0938,7.0938,0.36427,7.0938,24.123,0.05138,0.0,0.0,0.0,0.0,0.03936,0.01,0,0.239,572.4,0.00042,0.45441,37333400,8928000,0.23914,87,176128660,63295765,102620.68966,-0.83,0.01743,-0.17329,0.01743,-0.17329,0.01743,-0.66582,0.38418,0.01743,1.13713,1,1,1230400.0,10735600.0,143.14748,16.40604,79.77676,4.425,3.71794,4.07147,2.01779,USD,ILS,1.0,0.30034,16.071,0,0,0,572.4,279.6,599,462.85385,23.66755,104.72103,-4.44073,1.83344,37.98367,1.23092,1.2695,0.96631,0.56346,25.23995,26.8532,1.6117,1.62241,1.26021,0.77489,26.05657,1.62706,1.44363,None
TLV:ALMD,ALLMED SOLUTIONS,Healthcare,Israel,1e+50,2975388.28933,-887825.06267,781965.224,-931924.986,-909875.02433,1878676.75667,2975388.28933,-887825.06267,781965.224,-931924.986,-909875.02433,1878676.75667,1.31399,1.31399,61305.93083,61305.93083,61305.93083,1.52707,61305.93083,-14.03682,-0.89083,-0.43528,0.0,-1.15294,0.0,-0.65796,0.04961,0,-0.11,61.8,-0.00178,0.30231,80613104,-8658000,-0.1074,40,12771755,14841549,-216450.0,-0.27737,0.00028,-0.27737,0.00028,-0.27737,0.00028,-0.27737,0.77263,0.00028,1.0514,1,1,-3410200.51867,-587014.53,56851.78846,10441906.862,5249379.32523,0.19661,0.15481,0.17571,0.41918,ILS,ILS,0.30034,0.30034,0,0,0,0,61.8,38.2,87,60.71818,1.78171,61.7801,-28.96552,0.96721,0.96821,6.47272,7.42268,57.16394,75.26388,0.37586,0.47814,6.05922,7.03769,6.9577,66.22391,0.437,6.55846,6.75808,None
TLV:ALRPR,ALROV PROPERTIES,Real Estate,Israel,173448860.63202,265531254.748,22536572.53467,44732959.96267,6781316.792,14658944.66333,155132107.35533,265531254.748,22536572.53467,44732959.96267,6781316.792,14658944.66333,155132107.35533,5.3881,5.3881,71.7957,71.7957,71.7957,1.63399,71.7957,49.916,-0.25791,0.00467,1.0,1.07691,4.8125,0.58987,0.00498,0,-7.141,15000,-0.00048,0.23653,23053900,-166116992,-7.20559,1042,3470461088,1052449255,-159421.2975,-0.605,-0.16006,-0.60975,-0.16006,-0.60975,-0.16006,-0.60619,0.44381,-0.16006,0.88994,1,1,52821857.00133,6489186.08533,65.70123,534.80684,300.25403,2.02418,2.11034,2.06726,1.4378,ILS,ILS,0.30034,0.30034,42.0,62.5,103.4,101.0,15000,7650,17340,13786.573,8.80151,96.07843,-13.49481,1.51703,12.18881,1.54538,1.52355,0.07847,0.09747,7.12237,7.5603,0.45426,0.324,1.54446,0.09797,7.35134,0.39913,0.9718,None
TLV:AMAN,AMANET MANAGEMENT,Industrials,Israel,60.48063,336122400.0,14323133.33333,84132900.0,1127500.0,7725316.66667,210127650.0,336122400.0,14323133.33333,84132900.0,1127500.0,7725316.66667,210127650.0,0.06397,0.06397,8.17034,8.17034,8.17034,0.11639,8.17034,7.181,0.01323,0.0,0.0,0.0,0.0,0.01756,0.183,0,0.658,1798,0.00037,0.3189,7137850,4363000,0.61125,1493,21112763,38373427,2922.30409,-0.31968,-0.01055,-0.31968,-0.01055,-0.31968,-0.01055,-0.31968,0.73032,-0.01055,1.03945,1,1,16939400.0,9817700.0,1.24637,2.15048,1.69842,0.74291,0.71672,0.72981,0.85429,USD,ILS,1.0,0.30034,105.974,60.4586,150.321,60.1286,1798,1306,1986,1666.5454,7.88785,37.67228,-9.46626,1.44706,9.18157,2.41798,2.47328,0.16202,0.19309,1.0883,0.79433,2.07055,2.20636,2.45563,0.18756,0.95131,2.14845,2.30204,None
TLV:AMDA-L,ALMEDA VENTURES LI,,Israel,1e+50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5000000000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.01,0.28321,0,0,749.7,0.0,10000.0,100000000,0,0.0,10000000,0,0,0.0,-0.9,-0.9,-0.9,-0.9,0,0,-0.9,0.15,-0.9,0.15,1,1,0,10000000000000.0,10000000000000.0,0.0,5000000000000.0,10000000000000.0,10000000000000.0,0.0,0.0,USD,ILS,1.0,0.30034,0,0,0,0,742.4,749.7,775.4,742.4,0.9833,0.0,-3.31442,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,None
TLV:AMOT,AMOT INVESTMENTS,Real Estate,Israel,1679749.27141,225503661.49733,163371765.06267,56659681.612,23069115.4,93220440.23133,141081671.55467,225503661.49733,163371765.06267,56659681.612,23069115.4,93220440.23133,141081671.55467,5.77103,5.77103,8.67739,8.67739,8.67739,3.4419,8.67739,22.375,0.37663,4.08835,5.625,0.99715,2.5,2.68491,0.20832,0,0.74,2134,0.00035,0.41642,411945984,289456992,0.70266,93,4435177541,2645216188,3112440.77419,-0.898,0.01826,-0.22039,0.01826,-0.22039,0.01826,-0.7286,0.3214,0.01826,1.14128,1,1,140764332.31067,36970832.844,31.50782,119.96423,75.73603,1.3078,1.36463,1.33621,1.15595,ILS,ILS,0.30034,0.30034,25.0,25.0,25.0,25.0,2134,1445,2335,1889.7483,12.92509,47.68166,-8.60814,1.54831,13.77702,1.76623,1.73394,0.05741,0.05174,0.02287,0.03141,0.50651,0.63691,1.76009,0.06458,0.03714,0.58171,1.1709,None
TLV:AMRK,AMIR MARKETING AND,Basic Materials,Israel,1011.08897,989802000.0,22388400.0,256106800.0,4249266.66667,13318833.33333,622954400.0,989802000.0,22388400.0,256106800.0,4249266.66667,13318833.33333,622954400.0,0.15047,0.15047,5.10439,5.10439,5.10439,0.12343,5.10439,7.385,0.02417,0.0,0.0,0.0,0.0,0.02381,0.06966,0,1.947,3303,0.00059,0.38305,12526300,24383000,1.94654,213,151834969,124489507,114474.1784,0.12659,0.01337,0.12659,0.01337,0.12659,0.01337,0.12659,1.68297,0.01337,1.11687,1,1,71176066.66667,23046866.66667,2.13323,6.5881,4.36066,1.33243,1.32102,1.32672,1.15184,USD,ILS,1.0,0.30034,80.0,6.0,23.0,80.0,3303,1851,3349,2554.4475,29.30389,78.44408,-1.37354,1.93858,53.0773,1.75239,1.75801,0.32349,0.25683,1.6695,1.0684,1.38914,1.37976,1.7652,0.30016,1.37895,1.39445,1.57982,None
TLV:AMX,AUTOMAX MOTORS LTD,Consumer Cyclical,Israel,6.367832494401603e+18,44536666.66667,-14541200.0,0.0,-134000.0,-7337600.0,22268333.33333,44536666.66667,-14541200.0,0.0,-134000.0,-7337600.0,22268333.33333,0,0.59402,486954.25884,486954.25884,486954.25884,0.67667,486954.25884,746.493,0,0.0,0.0,0.0,0.0,0.01,0.1,0,-0.01,51.8,-0.00019,3.46756,98761800,-1010000,-0.01023,10000000,13227907,15068355,-0.101,0.60296,-0.07913,0.60296,-0.07913,0.60296,-0.07913,0.60296,4.06479,-0.07913,0.97087,1,1,-648066.66667,-292900.0,8629425.88243,92725038.04169,50677231.96206,2.54322,0.74418,1.6437,1.28207,USD,ILS,1.0,0.30034,0,0,0,0,51.8,1,65.1,48.17133,7.53284,5080.0,-20.43011,1.58502,15.85675,1.85151,2.34392,2.80083,0.22215,3.01997,0.75499,1.67978,2.39336,2.10772,1.52149,1.89748,2.04657,2.07714,None
