pi,ev,pe,evr / pm,0.01247,11.92178,20.69789,35.38352,57.78343,96.90124,171.70314,360.90761
0.000010,3.000000,38.906693,2.494000,1040.000000,769.000000,579.000000,401.000000,288.000000,208.000000,131.000000,49.000000
0.000010,3.000000,38.906693,1.585000,711.000000,479.000000,340.000000,222.000000,165.000000,121.000000,80.000000,30.000000
0.000010,3.000000,38.906693,0.883000,353.000000,215.000000,151.000000,100.000000,75.000000,50.000000,33.000000,14.000000
0.000010,3.000000,29.462106,41547.050000,1779.000000,1508.000000,1301.000000,1069.000000,857.000000,658.000000,438.000000,224.000000
0.000010,3.000000,29.462106,10.350000,1534.000000,1273.000000,1067.000000,839.000000,643.000000,458.000000,283.000000,127.000000
0.000010,3.000000,29.462106,5.636000,1380.000000,1129.000000,926.000000,703.000000,526.000000,373.000000,232.000000,102.000000
0.000010,3.000000,29.462106,3.663000,1162.000000,918.000000,726.000000,529.000000,392.000000,283.000000,176.000000,76.000000
0.000010,3.000000,29.462106,2.494000,927.000000,698.000000,528.000000,362.000000,259.000000,188.000000,119.000000,45.000000
0.000010,3.000000,29.462106,1.585000,648.000000,445.000000,319.000000,206.000000,150.000000,112.000000,73.000000,28.000000
0.000010,3.000000,29.462106,0.883000,325.000000,197.000000,140.000000,91.000000,67.000000,45.000000,30.000000,14.000000
0.000010,3.000000,23.447494,41547.050000,1420.000000,1194.000000,1018.000000,823.000000,661.000000,513.000000,338.000000,172.000000
0.000010,3.000000,23.447494,10.350000,1210.000000,993.000000,817.000000,626.000000,477.000000,339.000000,204.000000,85.000000
0.000010,3.000000,23.447494,5.636000,1088.000000,878.000000,704.000000,518.000000,379.000000,265.000000,160.000000,63.000000
0.000010,3.000000,23.447494,3.663000,954.000000,748.000000,581.000000,411.000000,302.000000,215.000000,133.000000,54.000000
0.000010,3.000000,23.447494,2.494000,785.000000,589.000000,441.000000,298.000000,207.000000,146.000000,92.000000,30.000000
0.000010,3.000000,23.447494,1.585000,569.000000,393.000000,276.000000,177.000000,124.000000,91.000000,57.000000,18.000000
0.000010,3.000000,23.447494,0.883000,299.000000,180.000000,125.000000,80.000000,58.000000,37.000000,23.000000,8.000000
0.000010,3.000000,18.711401,41547.050000,1062.000000,883.000000,740.000000,601.000000,483.000000,376.000000,257.000000,128.000000
0.000010,3.000000,18.711401,10.350000,894.000000,723.000000,580.000000,444.000000,337.000000,237.000000,146.000000,55.000000
0.000010,3.000000,18.711401,5.636000,801.000000,636.000000,494.000000,361.000000,260.000000,180.000000,114.000000,39.000000
0.000010,3.000000,18.711401,3.663000,718.000000,555.000000,418.000000,294.000000,212.000000,149.000000,96.000000,34.000000
0.000010,3.000000,18.711401,2.494000,607.000000,451.000000,328.000000,221.000000,149.000000,105.000000,71.000000,18.000000
0.000010,3.000000,18.711401,1.585000,456.000000,313.000000,213.000000,135.000000,92.000000,66.000000,43.000000,11.000000
0.000010,3.000000,18.711401,0.883000,249.000000,148.000000,99.000000,60.000000,41.000000,25.000000,17.000000,0.000000
0.000010,3.000000,13.556429,41547.050000,704.000000,583.000000,492.000000,405.000000,320.000000,249.000000,171.000000,86.000000
0.000010,3.000000,13.556429,10.350000,585.000000,467.000000,376.000000,291.000000,214.000000,148.000000,90.000000,33.000000
0.000010,3.000000,13.556429,5.636000,524.000000,411.000000,320.000000,237.000000,164.000000,110.000000,68.000000,22.000000
0.000010,3.000000,13.556429,3.663000,478.000000,366.000000,277.000000,198.000000,137.000000,92.000000,57.000000,18.000000
0.000010,3.000000,13.556429,2.494000,419.000000,312.000000,229.000000,157.000000,101.000000,69.000000,44.000000,9.000000
0.000010,3.000000,13.556429,1.585000,319.000000,222.000000,151.000000,98.000000,66.000000,46.000000,31.000000,7.000000
0.000010,3.000000,13.556429,0.883000,188.000000,111.000000,70.000000,43.000000,27.000000,15.000000,11.000000,0.000000
0.000010,3.000000,8.461782,41547.050000,351.000000,290.000000,244.000000,200.000000,154.000000,118.000000,85.000000,52.000000
0.000010,3.000000,8.461782,10.350000,290.000000,230.000000,184.000000,142.000000,102.000000,67.000000,43.000000,19.000000
0.000010,3.000000,8.461782,5.636000,271.000000,215.000000,169.000000,127.000000,87.000000,56.000000,34.000000,14.000000
0.000010,3.000000,8.461782,3.663000,244.000000,188.000000,143.000000,103.000000,70.000000,44.000000,26.000000,10.000000
0.000010,3.000000,8.461782,2.494000,216.000000,164.000000,121.000000,84.000000,53.000000,35.000000,21.000000,7.000000
0.000010,3.000000,8.461782,1.585000,171.000000,125.000000,88.000000,58.000000,40.000000,29.000000,18.000000,0.000000
0.000010,3.000000,8.461782,0.883000,95.000000,59.000000,38.000000,21.000000,15.000000,8.000000,0.000000,0.000000
0.000010,1338.000000,29046.813085,41547.050000,1905.000000,1505.000000,1284.000000,1035.000000,775.000000,545.000000,330.000000,141.000000
0.000010,1338.000000,29046.813085,10.350000,1553.000000,1193.000000,982.000000,752.000000,531.000000,344.000000,187.000000,72.000000
0.000010,1338.000000,29046.813085,5.636000,1275.000000,952.000000,757.000000,555.000000,377.000000,242.000000,130.000000,49.000000
0.000010,1338.000000,29046.813085,3.663000,991.000000,700.000000,532.000000,370.000000,243.000000,159.000000,83.000000,29.000000
0.000010,1338.000000,29046.813085,2.494000,730.000000,487.000000,352.000000,227.000000,140.000000,90.000000,51.000000,16.000000
0.000010,1338.000000,29046.813085,1.585000,460.000000,283.000000,192.000000,115.000000,71.000000,48.000000,27.000000,8.000000
0.000010,1338.000000,29046.813085,0.883000,191.000000,106.000000,73.000000,45.000000,27.000000,15.000000,9.000000,0.000000
0.000010,1338.000000,59.714971,41547.050000,1521.000000,1285.000000,1099.000000,888.000000,658.000000,463.000000,271.000000,108.000000
0.000010,1338.000000,59.714971,10.350000,1316.000000,1091.000000,908.000000,704.000000,497.000000,326.000000,175.000000,65.000000
0.000010,1338.000000,59.714971,5.636000,1105.000000,895.000000,722.000000,532.000000,360.000000,234.000000,125.000000,45.000000
0.000010,1338.000000,59.714971,3.663000,860.000000,665.000000,509.000000,354.000000,231.000000,154.000000,79.000000,25.000000
0.000010,1338.000000,59.714971,2.494000,632.000000,462.000000,334.000000,215.000000,131.000000,86.000000,48.000000,13.000000
0.000010,1338.000000,59.714971,1.585000,405.000000,270.000000,183.000000,108.000000,66.000000,45.000000,25.000000,0.000000
0.000010,1338.000000,59.714971,0.883000,167.000000,102.000000,69.000000,42.000000,24.000000,14.000000,8.000000,0.000000
0.000010,1338.000000,38.906693,41547.050000,1295.000000,1108.000000,949.000000,764.000000,559.000000,402.000000,232.000000,99.000000
0.000010,1338.000000,38.906693,10.350000,1143.000000,964.000000,807.000000,625.000000,438.000000,294.000000,159.000000,63.000000
0.000010,1338.000000,38.906693,5.636000,986.000000,814.000000,662.000000,486.000000,328.000000,216.000000,117.000000,44.000000
0.000010,1338.000000,38.906693,3.663000,783.000000,618.000000,478.000000,329.000000,212.000000,143.000000,77.000000,25.000000
0.000010,1338.000000,38.906693,2.494000,593.000000,442.000000,323.000000,206.000000,124.000000,83.000000,47.000000,13.000000
0.000010,1338.000000,38.906693,1.585000,384.000000,261.000000,176.000000,103.000000,63.000000,44.000000,25.000000,0.000000
0.000010,1338.000000,38.906693,0.883000,162.000000,101.000000,68.000000,42.000000,24.000000,14.000000,8.000000,0.000000
0.000010,1338.000000,29.462106,41547.050000,1061.000000,919.000000,790.000000,628.000000,470.000000,339.000000,195.000000,84.000000
0.000010,1338.000000,29.462106,10.350000,936.000000,800.000000,672.000000,513.000000,366.000000,244.000000,130.000000,51.000000
0.000010,1338.000000,29.462106,5.636000,823.000000,692.000000,566.000000,410.000000,281.000000,187.000000,100.000000,35.000000
0.000010,1338.000000,29.462106,3.663000,671.000000,543.000000,423.000000,288.000000,189.000000,128.000000,68.000000,23.000000
0.000010,1338.000000,29.462106,2.494000,519.000000,398.000000,292.000000,185.000000,110.000000,74.000000,41.000000,11.000000
0.000010,1338.000000,29.462106,1.585000,347.000000,242.000000,165.000000,97.000000,58.000000,41.000000,22.000000,0.000000
0.000010,1338.000000,29.462106,0.883000,149.000000,93.000000,63.000000,39.000000,22.000000,13.000000,7.000000,0.000000
0.000010,1338.000000,23.447494,41547.050000,837.000000,723.000000,615.000000,484.000000,364.000000,267.000000,153.000000,63.000000
0.000010,1338.000000,23.447494,10.350000,732.000000,624.000000,516.000000,388.000000,276.000000,186.000000,99.000000,33.000000
0.000010,1338.000000,23.447494,5.636000,647.000000,541.000000,434.000000,309.000000,207.000000,138.000000,74.000000,19.000000
0.000010,1338.000000,23.447494,3.663000,549.000000,445.000000,343.000000,230.000000,149.000000,101.000000,56.000000,15.000000
0.000010,1338.000000,23.447494,2.494000,440.000000,340.000000,250.000000,161.000000,94.000000,63.000000,37.000000,8.000000
0.000010,1338.000000,23.447494,1.585000,303.000000,217.000000,146.000000,88.000000,51.000000,37.000000,21.000000,0.000000
0.000010,1338.000000,23.447494,0.883000,137.000000,86.000000,56.000000,36.000000,20.000000,11.000000,0.000000,0.000000
0.000010,1338.000000,18.711401,41547.050000,623.000000,532.000000,448.000000,363.000000,277.000000,205.000000,124.000000,54.000000
0.000010,1338.000000,18.711401,10.350000,539.000000,453.000000,369.000000,287.000000,208.000000,141.000000,79.000000,27.000000
0.000010,1338.000000,18.711401,5.636000,472.000000,387.000000,303.000000,223.000000,150.000000,101.000000,59.000000,15.000000
0.000010,1338.000000,18.711401,3.663000,417.000000,333.000000,252.000000,177.000000,116.000000,80.000000,47.000000,14.000000
0.000010,1338.000000,18.711401,2.494000,343.000000,263.000000,191.000000,130.000000,75.000000,53.000000,34.000000,8.000000
0.000010,1338.000000,18.711401,1.585000,245.000000,174.000000,114.000000,73.000000,42.000000,30.000000,19.000000,0.000000
0.000010,1338.000000,18.711401,0.883000,116.000000,72.000000,45.000000,29.000000,15.000000,8.000000,0.000000,0.000000
0.000010,1338.000000,13.556429,41547.050000,398.000000,341.000000,289.000000,243.000000,183.000000,138.000000,84.000000,35.000000
0.000010,1338.000000,13.556429,10.350000,340.000000,285.000000,233.000000,189.000000,134.000000,92.000000,53.000000,18.000000
0.000010,1338.000000,13.556429,5.636000,295.000000,241.000000,189.000000,147.000000,96.000000,65.000000,39.000000,10.000000
0.000010,1338.000000,13.556429,3.663000,268.000000,214.000000,162.000000,121.000000,77.000000,54.000000,33.000000,10.000000
0.000010,1338.000000,13.556429,2.494000,226.000000,175.000000,128.000000,93.000000,51.000000,37.000000,24.000000,0.000000
0.000010,1338.000000,13.556429,1.585000,162.000000,117.000000,75.000000,52.000000,30.000000,23.000000,17.000000,0.000000
0.000010,1338.000000,13.556429,0.883000,83.000000,53.000000,30.000000,22.000000,11.000000,7.000000,0.000000,0.000000
0.000010,1338.000000,8.461782,41547.050000,183.000000,151.000000,125.000000,107.000000,77.000000,56.000000,35.000000,16.000000
0.000010,1338.000000,8.461782,10.350000,155.000000,124.000000,98.000000,82.000000,57.000000,37.000000,24.000000,8.000000
0.000010,1338.000000,8.461782,5.636000,145.000000,115.000000,89.000000,73.000000,48.000000,32.000000,21.000000,0.000000
0.000010,1338.000000,8.461782,3.663000,130.000000,100.000000,74.000000,58.000000,37.000000,25.000000,17.000000,0.000000
0.000010,1338.000000,8.461782,2.494000,110.000000,83.000000,59.000000,45.000000,24.000000,17.000000,13.000000,0.000000
0.000010,1338.000000,8.461782,1.585000,82.000000,58.000000,37.000000,27.000000,16.000000,13.000000,10.000000,0.000000
0.000010,1338.000000,8.461782,0.883000,39.000000,23.000000,12.000000,8.000000,0.000000,0.000000,0.000000,0.000000
0.000010,4391.000000,29046.813085,41547.050000,1276.000000,1031.000000,888.000000,719.000000,521.000000,347.000000,204.000000,79.000000
0.000010,4391.000000,29046.813085,10.350000,1045.000000,827.000000,690.000000,532.000000,364.000000,224.000000,123.000000,45.000000
0.000010,4391.000000,29046.813085,5.636000,828.000000,637.000000,512.000000,377.000000,243.000000,144.000000,78.000000,27.000000
0.000010,4391.000000,29046.813085,3.663000,628.000000,455.000000,351.000000,245.000000,150.000000,90.000000,51.000000,16.000000
0.000010,4391.000000,29046.813085,2.494000,452.000000,313.000000,232.000000,152.000000,89.000000,51.000000,34.000000,9.000000
0.000010,4391.000000,29046.813085,1.585000,283.000000,183.000000,123.000000,75.000000,49.000000,30.000000,20.000000,0.000000
0.000010,4391.000000,29046.813085,0.883000,125.000000,73.000000,50.000000,32.000000,20.000000,10.000000,0.000000,0.000000
0.000010,4391.000000,59.714971,41547.050000,1021.000000,880.000000,763.000000,618.000000,440.000000,293.000000,168.000000,59.000000
0.000010,4391.000000,59.714971,10.350000,882.000000,750.000000,635.000000,495.000000,338.000000,211.000000,115.000000,39.000000
0.000010,4391.000000,59.714971,5.636000,715.000000,594.000000,487.000000,360.000000,230.000000,138.000000,74.000000,23.000000
0.000010,4391.000000,59.714971,3.663000,540.000000,429.000000,334.000000,233.000000,141.000000,86.000000,47.000000,12.000000
0.000010,4391.000000,59.714971,2.494000,388.000000,295.000000,219.000000,143.000000,82.000000,48.000000,31.000000,0.000000
0.000010,4391.000000,59.714971,1.585000,247.000000,174.000000,118.000000,71.000000,46.000000,28.000000,18.000000,0.000000
0.000010,4391.000000,59.714971,0.883000,107.000000,70.000000,47.000000,30.000000,18.000000,9.000000,0.000000,0.000000
0.000010,4391.000000,38.906693,41547.050000,860.000000,755.000000,655.000000,529.000000,370.000000,253.000000,140.000000,52.000000
0.000010,4391.000000,38.906693,10.350000,762.000000,663.000000,565.000000,441.000000,298.000000,193.000000,105.000000,38.000000
0.000010,4391.000000,38.906693,5.636000,640.000000,545.000000,450.000000,332.000000,211.000000,130.000000,69.000000,23.000000
0.000010,4391.000000,38.906693,3.663000,491.000000,400.000000,315.000000,219.000000,132.000000,83.000000,46.000000,12.000000
0.000010,4391.000000,38.906693,2.494000,364.000000,284.000000,213.000000,139.000000,79.000000,47.000000,30.000000,0.000000
0.000010,4391.000000,38.906693,1.585000,234.000000,169.000000,114.000000,69.000000,45.000000,28.000000,18.000000,0.000000
0.000010,4391.000000,38.906693,0.883000,103.000000,69.000000,46.000000,30.000000,18.000000,9.000000,0.000000,0.000000
0.000010,4391.000000,29.462106,41547.050000,699.000000,620.000000,541.000000,433.000000,313.000000,209.000000,112.000000,41.000000
0.000010,4391.000000,29.462106,10.350000,623.000000,548.000000,470.000000,364.000000,253.000000,157.000000,81.000000,29.000000
0.000010,4391.000000,29.462106,5.636000,534.000000,463.000000,386.000000,283.000000,186.000000,112.000000,57.000000,17.000000
0.000010,4391.000000,29.462106,3.663000,419.000000,350.000000,278.000000,193.000000,119.000000,74.000000,40.000000,11.000000
0.000010,4391.000000,29.462106,2.494000,318.000000,255.000000,192.000000,125.000000,71.000000,42.000000,26.000000,0.000000
0.000010,4391.000000,29.462106,1.585000,210.000000,155.000000,106.000000,64.000000,41.000000,25.000000,15.000000,0.000000
0.000010,4391.000000,29.462106,0.883000,92.000000,62.000000,42.000000,27.000000,16.000000,8.000000,0.000000,0.000000
0.000010,4391.000000,23.447494,41547.050000,555.000000,491.000000,423.000000,337.000000,250.000000,173.000000,95.000000,32.000000
0.000010,4391.000000,23.447494,10.350000,487.000000,427.000000,359.000000,275.000000,195.000000,125.000000,66.000000,20.000000
0.000010,4391.000000,23.447494,5.636000,420.000000,361.000000,294.000000,213.000000,141.000000,87.000000,47.000000,10.000000
0.000010,4391.000000,23.447494,3.663000,345.000000,288.000000,225.000000,154.000000,97.000000,61.000000,37.000000,9.000000
0.000010,4391.000000,23.447494,2.494000,271.000000,217.000000,162.000000,106.000000,60.000000,36.000000,25.000000,0.000000
0.000010,4391.000000,23.447494,1.585000,186.000000,139.000000,93.000000,57.000000,36.000000,23.000000,15.000000,0.000000
0.000010,4391.000000,23.447494,0.883000,87.000000,59.000000,39.000000,25.000000,15.000000,7.000000,0.000000,0.000000
0.000010,4391.000000,18.711401,41547.050000,402.000000,350.000000,303.000000,248.000000,187.000000,128.000000,75.000000,28.000000
0.000010,4391.000000,18.711401,10.350000,349.000000,300.000000,253.000000,200.000000,145.000000,91.000000,52.000000,17.000000
0.000010,4391.000000,18.711401,5.636000,296.000000,247.000000,200.000000,149.000000,99.000000,59.000000,36.000000,8.000000
0.000010,4391.000000,18.711401,3.663000,259.000000,211.000000,166.000000,118.000000,75.000000,47.000000,30.000000,8.000000
0.000010,4391.000000,18.711401,2.494000,208.000000,163.000000,123.000000,83.000000,45.000000,28.000000,22.000000,0.000000
0.000010,4391.000000,18.711401,1.585000,146.000000,105.000000,69.000000,44.000000,28.000000,17.000000,13.000000,0.000000
0.000010,4391.000000,18.711401,0.883000,75.000000,49.000000,32.000000,20.000000,11.000000,0.000000,0.000000,0.000000
0.000010,4391.000000,13.556429,41547.050000,253.000000,221.000000,191.000000,160.000000,118.000000,83.000000,48.000000,17.000000
0.000010,4391.000000,13.556429,10.350000,217.000000,185.000000,155.000000,125.000000,88.000000,56.000000,32.000000,11.000000
0.000010,4391.000000,13.556429,5.636000,181.000000,149.000000,119.000000,91.000000,58.000000,35.000000,21.000000,0.000000
0.000010,4391.000000,13.556429,3.663000,163.000000,131.000000,101.000000,74.000000,45.000000,29.000000,19.000000,0.000000
0.000010,4391.000000,13.556429,2.494000,135.000000,105.000000,77.000000,54.000000,26.000000,17.000000,14.000000,0.000000
0.000010,4391.000000,13.556429,1.585000,96.000000,68.000000,42.000000,28.000000,18.000000,12.000000,11.000000,0.000000
0.000010,4391.000000,13.556429,0.883000,51.000000,34.000000,20.000000,13.000000,7.000000,0.000000,0.000000,0.000000
0.000010,4391.000000,8.461782,41547.050000,114.000000,94.000000,80.000000,69.000000,49.000000,33.000000,20.000000,8.000000
0.000010,4391.000000,8.461782,10.350000,95.000000,75.000000,61.000000,51.000000,36.000000,21.000000,13.000000,0.000000
0.000010,4391.000000,8.461782,5.636000,89.000000,69.000000,55.000000,45.000000,30.000000,18.000000,11.000000,0.000000
0.000010,4391.000000,8.461782,3.663000,80.000000,60.000000,46.000000,36.000000,24.000000,15.000000,10.000000,0.000000
0.000010,4391.000000,8.461782,2.494000,66.000000,48.000000,34.000000,26.000000,14.000000,9.000000,8.000000,0.000000
0.000010,4391.000000,8.461782,1.585000,50.000000,33.000000,21.000000,15.000000,11.000000,8.000000,7.000000,0.000000
0.000010,4391.000000,8.461782,0.883000,27.000000,16.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,29046.813085,41547.050000,636.000000,539.000000,477.000000,400.000000,290.000000,192.000000,117.000000,40.000000
0.000010,17181.000000,29046.813085,10.350000,527.000000,437.000000,377.000000,306.000000,211.000000,130.000000,73.000000,23.000000
0.000010,17181.000000,29046.813085,5.636000,394.000000,315.000000,264.000000,201.000000,125.000000,70.000000,38.000000,8.000000
0.000010,17181.000000,29046.813085,3.663000,277.000000,207.000000,168.000000,124.000000,73.000000,42.000000,26.000000,0.000000
0.000010,17181.000000,29046.813085,2.494000,205.000000,145.000000,113.000000,81.000000,46.000000,22.000000,19.000000,0.000000
0.000010,17181.000000,29046.813085,1.585000,127.000000,82.000000,56.000000,37.000000,25.000000,14.000000,12.000000,0.000000
0.000010,17181.000000,29046.813085,0.883000,60.000000,37.000000,24.000000,14.000000,9.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,59.714971,41547.050000,521.000000,460.000000,411.000000,344.000000,245.000000,161.000000,95.000000,27.000000
0.000010,17181.000000,59.714971,10.350000,457.000000,399.000000,350.000000,285.000000,196.000000,122.000000,68.000000,19.000000
0.000010,17181.000000,59.714971,5.636000,348.000000,295.000000,253.000000,192.000000,117.000000,67.000000,36.000000,0.000000
0.000010,17181.000000,59.714971,3.663000,247.000000,198.000000,162.000000,119.000000,68.000000,40.000000,24.000000,0.000000
0.000010,17181.000000,59.714971,2.494000,180.000000,139.000000,109.000000,78.000000,43.000000,21.000000,18.000000,0.000000
0.000010,17181.000000,59.714971,1.585000,113.000000,79.000000,55.000000,37.000000,25.000000,14.000000,12.000000,0.000000
0.000010,17181.000000,59.714971,0.883000,52.000000,36.000000,23.000000,14.000000,9.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,38.906693,41547.050000,442.000000,400.000000,359.000000,298.000000,208.000000,137.000000,80.000000,23.000000
0.000010,17181.000000,38.906693,10.350000,398.000000,357.000000,316.000000,256.000000,173.000000,109.000000,62.000000,18.000000
0.000010,17181.000000,38.906693,5.636000,317.000000,276.000000,238.000000,180.000000,109.000000,61.000000,33.000000,0.000000
0.000010,17181.000000,38.906693,3.663000,225.000000,187.000000,154.000000,112.000000,63.000000,37.000000,23.000000,0.000000
0.000010,17181.000000,38.906693,2.494000,168.000000,135.000000,106.000000,75.000000,41.000000,20.000000,17.000000,0.000000
0.000010,17181.000000,38.906693,1.585000,105.000000,77.000000,53.000000,35.000000,24.000000,14.000000,12.000000,0.000000
0.000010,17181.000000,38.906693,0.883000,51.000000,36.000000,23.000000,14.000000,9.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,29.462106,41547.050000,360.000000,329.000000,299.000000,247.000000,177.000000,113.000000,65.000000,20.000000
0.000010,17181.000000,29.462106,10.350000,325.000000,295.000000,265.000000,214.000000,149.000000,89.000000,48.000000,15.000000
0.000010,17181.000000,29.462106,5.636000,267.000000,237.000000,208.000000,158.000000,100.000000,55.000000,29.000000,0.000000
0.000010,17181.000000,29.462106,3.663000,193.000000,164.000000,138.000000,102.000000,58.000000,34.000000,20.000000,0.000000
0.000010,17181.000000,29.462106,2.494000,146.000000,119.000000,96.000000,69.000000,38.000000,18.000000,15.000000,0.000000
0.000010,17181.000000,29.462106,1.585000,94.000000,70.000000,51.000000,34.000000,23.000000,13.000000,11.000000,0.000000
0.000010,17181.000000,29.462106,0.883000,47.000000,34.000000,23.000000,14.000000,9.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,23.447494,41547.050000,294.000000,267.000000,238.000000,195.000000,145.000000,98.000000,57.000000,17.000000
0.000010,17181.000000,23.447494,10.350000,260.000000,234.000000,205.000000,163.000000,118.000000,75.000000,41.000000,12.000000
0.000010,17181.000000,23.447494,5.636000,213.000000,187.000000,159.000000,118.000000,78.000000,45.000000,25.000000,0.000000
0.000010,17181.000000,23.447494,3.663000,166.000000,141.000000,115.000000,82.000000,50.000000,29.000000,19.000000,0.000000
0.000010,17181.000000,23.447494,2.494000,131.000000,107.000000,84.000000,60.000000,34.000000,17.000000,15.000000,0.000000
0.000010,17181.000000,23.447494,1.585000,86.000000,65.000000,46.000000,30.000000,21.000000,13.000000,11.000000,0.000000
0.000010,17181.000000,23.447494,0.883000,46.000000,33.000000,22.000000,13.000000,9.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,18.711401,41547.050000,207.000000,185.000000,165.000000,141.000000,104.000000,71.000000,44.000000,13.000000
0.000010,17181.000000,18.711401,10.350000,182.000000,161.000000,141.000000,118.000000,86.000000,56.000000,33.000000,9.000000
0.000010,17181.000000,18.711401,5.636000,145.000000,124.000000,104.000000,81.000000,52.000000,30.000000,19.000000,0.000000
0.000010,17181.000000,18.711401,3.663000,118.000000,97.000000,78.000000,57.000000,34.000000,21.000000,14.000000,0.000000
0.000010,17181.000000,18.711401,2.494000,100.000000,80.000000,62.000000,45.000000,24.000000,14.000000,13.000000,0.000000
0.000010,17181.000000,18.711401,1.585000,66.000000,48.000000,33.000000,22.000000,16.000000,10.000000,9.000000,0.000000
0.000010,17181.000000,18.711401,0.883000,41.000000,29.000000,19.000000,11.000000,7.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,13.556429,41547.050000,130.000000,116.000000,105.000000,92.000000,65.000000,44.000000,27.000000,7.000000
0.000010,17181.000000,13.556429,10.350000,113.000000,99.000000,88.000000,75.000000,52.000000,33.000000,19.000000,0.000000
0.000010,17181.000000,13.556429,5.636000,89.000000,75.000000,64.000000,51.000000,30.000000,17.000000,10.000000,0.000000
0.000010,17181.000000,13.556429,3.663000,75.000000,61.000000,50.000000,38.000000,21.000000,14.000000,9.000000,0.000000
0.000010,17181.000000,13.556429,2.494000,65.000000,52.000000,42.000000,31.000000,14.000000,9.000000,9.000000,0.000000
0.000010,17181.000000,13.556429,1.585000,43.000000,31.000000,22.000000,15.000000,10.000000,7.000000,7.000000,0.000000
0.000010,17181.000000,13.556429,0.883000,24.000000,18.000000,11.000000,7.000000,0.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,8.461782,41547.050000,50.000000,42.000000,37.000000,34.000000,21.000000,14.000000,9.000000,0.000000
0.000010,17181.000000,8.461782,10.350000,41.000000,33.000000,28.000000,25.000000,16.000000,9.000000,0.000000,0.000000
0.000010,17181.000000,8.461782,5.636000,36.000000,28.000000,23.000000,20.000000,11.000000,7.000000,0.000000,0.000000
0.000010,17181.000000,8.461782,3.663000,31.000000,23.000000,18.000000,15.000000,9.000000,7.000000,0.000000,0.000000
0.000010,17181.000000,8.461782,2.494000,27.000000,20.000000,15.000000,12.000000,0.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,8.461782,1.585000,20.000000,14.000000,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000
0.000010,17181.000000,8.461782,0.883000,11.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020720,3.000000,29046.813085,41547.050000,1635.000000,1194.000000,1006.000000,838.000000,685.000000,525.000000,360.000000,188.000000
0.020720,3.000000,29046.813085,10.350000,1404.000000,1003.000000,821.000000,665.000000,526.000000,387.000000,252.000000,123.000000
