"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,skip_reason
TLV:IBI,IBI INV HOUSE,Financial Services,Israel,3.39917,414378066.66667,71005866.66667,137399200.0,53756733.33333,62381300.0,275888633.33333,414378066.66667,71005866.66667,137399200.0,53756733.33333,62381300.0,275888633.33333,0.1436,0.1436,1.64324,1.64324,1.64324,0.52725,1.64324,0.3573,0.32091,0.0,0.0,0.0,0.0,0.19338,0.01,0,12.992,6965,0.00187,0.46851,12660300,164507008,12.99393,426,73599630,27028513399,386166.68545,0.10446,0.06692,0.10446,0.06692,0.10446,0.06692,0.10446,1.57229,0.06692,1.38459,1,1,61830933.33333,21810933.33333,1.19034,3.37444,2.28239,0.76459,1.09699,0.93079,0.96477,USD,ILS,1.0,0.30749,284.3534,131.1184,126.379,102.683,1.60179,2525,9215,6580.097,5.8495,175.84158,-24.41671,1.32735,5.46917,2.42575,2.00102,0.02188,0.00648,0.92346,1.1309,2.38688,1.88904,2.22338,0.02418,1.03718,2.14796,2.18567,892455866.66667,1180201733.33333,1036328800.0,0.08019,None
TLV:SALG,SHALAG INDUSTRIES,Consumer Cyclical,Israel,7.9517,170414012.40067,13932822.88533,53339408.82867,6532235.56267,10232529.224,111876710.61467,170414012.40067,13932822.88533,53339408.82867,6532235.56267,10232529.224,111876710.61467,0.28812,0.28812,2.13269,2.13269,2.13269,0.23575,2.13269,1.43844,0.1105,0.19626,2.5,0.30455,2.5,0.25589,0.25944,0,2.056,1434,0.00143,0.41527,36755000,75538000,2.05518,138,196884184,16116359288,547376.81159,1.046,0.11371,0.25111,0.11371,0.25111,0.11371,0.84728,5.28639,0.11371,1.61854,1,1,24974973.27933,7913931.628,7.88326,24.87818,16.38072,0.99222,1.02119,1.00671,1.00335,ILS,ILS,0.30749,0.30749,76.5,61.0,61.0,68.5,0.15738,1089,1717,1267.1666,13.16586,31.68044,-16.48224,1.09873,1.75929,2.16397,2.00935,0.00273,0.00068,0.06376,0.06284,2.34116,2.27131,2.09666,0.01171,0.0733,2.31623,2.20645,215558115.752,237876006.44333,226717061.09767,0.06513,None
TLV:NISA,NISSAN,Healthcare,Israel,8.2196,206937838.59533,11900211.48867,53381760.45133,5345406.16,8622808.82433,130159799.52333,206937838.59533,11900211.48867,53381760.45133,5345406.16,8622808.82433,130159799.52333,0.24261,0.24261,1.23522,1.23522,1.23522,0.11539,1.23522,1.11773,0.09348,0.13868,2.5,0.25117,2.5,0.20651,0.03938,0,7.366,2958,0.00249,0.35542,9083520,66960000,7.37159,402,173692392,8264758137,166567.16418,1.297,0.0465,0.30505,0.0465,0.30505,0.0465,1.04901,6.29506,0.0465,1.28252,1,1,29203883.24933,10822910.024,5.94758,16.04859,10.99808,2.19733,1.79243,1.99488,1.4124,ILS,ILS,0.30749,0.30749,100.0,110.0,120.0,50.0,0.23869,2203,3349,3006.6667,-1.61863,34.27145,-11.67513,1.31763,5.23304,1.74413,1.84673,0.0,0.0,0.00751,0.00188,0.83058,1.04761,1.80543,0.01,0.01469,0.94909,1.37726,215966851.95933,224383201.748,220175026.85367,0.05916,None
TLV:RLCO,RALCO AGENCIES,Consumer Cyclical,Israel,9.15366,69308471.49267,6274661.43933,20344952.854,2539129.424,4406895.43167,44826712.17333,69308471.49267,6274661.43933,20344952.854,2539129.424,4406895.43167,44826712.17333,0.18757,0.18757,2.17691,2.17691,2.17691,0.23124,2.17691,1.05346,0.10654,1.38065,15.46875,0.30397,2.5,0.90101,0.12477,0,6.28,4443,0.00141,0.67541,4082590,25714000,6.29845,47,45264185,5581310834,547106.38298,0.912,0.04094,0.17399,0.04094,0.17399,0.04094,0.7275,4.68748,0.04094,1.25468,1,1,12667932.02133,6205763.18,3.57313,7.2939,5.43351,0.82412,0.73795,0.78104,0.88376,ILS,ILS,0.30749,0.30749,538.8738,221.0992,293.9367,220.0939,1.33473,1830,4614,3484.986,27.48975,142.78689,-3.70611,1.87716,43.75232,2.30013,2.3973,32.039,0.04719,12.08312,8.68366,2.1664,2.23977,2.35871,16.0531,10.39339,2.21308,2.2859,40368599.15733,41774422.938,41071511.04767,0.1273,None
TLV:PIU,POALIM I.B.I,Financial Services,Israel,14.83665,74697266.66667,29036000.0,31936200.0,12345600.0,20690800.0,53316733.33333,74697266.66667,29036000.0,31936200.0,12345600.0,20690800.0,53316733.33333,0.64142,0.64142,2.71385,2.71385,2.71385,1.07516,2.71385,3.3824,0.39123,0.0,0.0,0.0,0.0,0.23356,0.42295,0,2.061,1807,0.00114,0.79858,20976800,42693000,2.03525,14,69984620,11732834432,3049500.0,14.068,0.05889,0.04997,0.05889,0.04997,0.05889,10.56349,53.86746,0.05889,1.34445,1,1,39448933.33333,13461133.33333,1.77406,5.19901,3.48654,0.26014,0.26356,0.26185,0.51171,USD,ILS,1.0,0.30749,59.3746,71.8241,47.9697,31.035,0.84576,886,1999,1746.6805,3.45338,103.95034,-9.6048,1.65499,20.54787,5.38385,5.00879,0.0,0.0,0.65909,0.76796,5.96652,5.46246,5.20632,0.01,0.72353,5.72449,5.46541,177769466.66667,181709066.66667,179739266.66667,0.13512,None
TLV:FRSM,FRESHMARKET LTD,Consumer Defensive,Israel,28.55081,1362931466.66667,87950800.0,404256800.0,30060866.66667,59005833.33333,883594133.33333,1362931466.66667,87950800.0,404256800.0,30060866.66667,59005833.33333,883594133.33333,0.50428,0.50428,5.14244,5.14244,5.14244,0.00371,5.14244,4.30609,0.07209,0.0,0.0,0.0,0.0,0.05119,0.20421,0,0.757,1233,0.00061,1.6977,153360000,116081000,0.75692,2350,811908364,597003376,49396.17021,0.827,0.12222,0.20653,0.12222,0.20653,0.12222,0.67188,4.40942,0.12222,1.66108,1,1,177158000.0,48662933.33333,4.58296,16.68433,10.63365,2.13514,2.44067,2.2879,1.51258,USD,ILS,1.0,0.30749,26.0824,19.5618,19.5618,143.453,1233,983.2,1555,1316.3264,-6.33022,25.40683,-20.7074,0.87373,0.87473,1.56372,1.41077,371.1479,1.03356,0.26982,0.73079,1.02033,0.90916,1.49724,186.10073,0.5103,0.97474,1.23599,1004214666.66667,1151723200.0,1077968933.33333,0.07474,None
TLV:EMDV,EMILIA DEV (O.F.G),Financial Services,Israel,31.76138,545641783.97467,10483933.048,140393538.208,3754739.89067,7119336.46933,343017661.09133,545641783.97467,10483933.048,140393538.208,3754739.89067,7119336.46933,343017661.09133,0.29458,0.29458,3.70709,3.70709,3.70709,0.00106,3.70709,2.69515,0.02863,0.04324,2.25,0.06664,2.5,0.06452,0.01,0,1.858,2240,0.00083,0.30924,27993000,52007000,1.85786,10000000,535209635,192809513,5.2007,0.31651,0.01916,0.31651,0.01916,0.31651,0.01916,0.31651,2.63256,0.01916,1.14578,1,1,53353450.872,19435499.93067,10.0314,27.53773,18.78457,2.21684,2.28439,2.25061,1.5002,ILS,ILS,0.30749,0.30749,36.793,27.5061,33.2216,51.7972,2240,1272,2575,2250.0068,-0.44475,76.10063,-13.00971,1.4858,10.75884,1.66331,1.63892,0.19926,0.21623,0.77782,0.76932,1.44611,1.4843,1.66111,0.21775,0.78357,1.4752,1.56816,683002691.808,711230048.31533,697116370.06167,0.03021,None
TLV:CLBV,CLAL INDUSTRI.&.B,Consumer Defensive,Israel,50.92208,8766933.33333,33500600.0,0.0,9591133.33333,21545866.66667,4383466.66667,8766933.33333,33500600.0,0.0,9591133.33333,21545866.66667,4383466.66667,3.4731,3.4731,3.79012,3.79012,3.79012,0.11924,3.79012,5.73607,0.96897,0.0,0.0,0.0,0.0,0.5637,0.67373,0,3.448,4278,0.00081,0.57167,32467500,34480000,1.06199,10000000,123588535,424295857,3.448,0.066,0.0,0.01229,0.0,0.01229,0.0,0.05257,1.31286,0.0,1.05,1,1,13496066.66667,932666.66667,9.15737,132.51094,70.83416,0.10912,0.10187,0.1055,0.3248,USD,ILS,1.0,0.30749,434.0,174.0,120.0,160.0,4278,3451,4480,3858.1807,10.88128,23.96407,-4.50893,1.60739,17.24729,922.34242,1032.66296,0.0,0.0,0.0,0.0,42.25945,25.79364,977.51269,0.01,0.01,34.03654,505.77462,260325600.0,264871666.66667,262598633.33333,0.10205,None
TLV:AFHL,AFCON HOLDINGS LTD,Technology,Israel,54.066,517509503.37533,3020023.28467,146624741.06067,16490811.696,9755417.49033,332067122.218,517509503.37533,3020023.28467,146624741.06067,16490811.696,9755417.49033,332067122.218,0.20725,0.20725,3.13537,3.13537,3.13537,0.18044,1.04512,2.30464,0.05863,0.01379,2.25,0.26916,2.5,0.18252,0.22939,0,20.595,20870,0.00099,0.6043,5057400,106122000,20.98351,1209,375267368,32657097521,87776.67494,34.738,0.02158,0.28124,0.02158,0.28124,0.02158,26.12381,131.66905,0.02158,1.15789,1,1,19410941.72933,15060655.20667,19.33277,24.91707,22.12492,2.69749,2.64146,2.66948,1.63385,ILS,ILS,0.30749,0.30749,949.1046,215.99013,323.9852,323.9852,1.48246,8320,21720,16215.348,28.70522,150.84135,-3.91344,1.87313,43.19302,1.37493,1.38267,0.28935,0.16303,3.3487,3.31462,1.57707,1.65345,1.3888,0.23619,3.34166,1.62526,1.50703,538296893.34067,577717972.31267,558007432.82667,0.03748,None
TLV:ATRY,ATREYU CAPITAL,Financial Services,Israel,69.03012,92283000.0,76056333.33333,23820333.33333,19802133.33333,47929233.33333,58051666.66667,92283000.0,76056333.33333,23820333.33333,19802133.33333,47929233.33333,58051666.66667,2.62996,2.62996,3.14839,3.14839,3.14839,2.62792,3.14839,5.06193,0.83528,0.0,0.0,0.0,0.0,0.4873,0.22792,0,5.23,5383,0.00097,1.07055,14723500,77059000,5.23374,16,242614293,24243848064,4816187.5,0.152,-0.008,-0.00787,-0.008,-0.00787,-0.008,0.11203,1.61016,-0.008,1.042,1,1,52928066.66667,8250666.66667,4.58385,29.40542,16.99463,0.0197,0.06421,0.04196,0.20483,USD,ILS,1.0,0.30749,142.629,135.837,105.274,115.462,5383,4680,6340,5077.3613,6.01964,15.02137,-15.09464,0.84699,0.84799,62.73005,35.39434,0.04411,0.01103,0.0,0.0,6.57072,3.07953,49.07219,0.03757,0.01,4.83513,26.95366,217490066.66667,241577133.33333,229533600.0,0.22881,None
TLV:TREN,TRENDLINE INFO & C,Communication Services,Israel,107.48887,75397733.33333,8480200.0,18734466.66667,2077933.33333,5279066.66667,47066100.0,75397733.33333,8480200.0,18734466.66667,2077933.33333,5279066.66667,47066100.0,0.41942,0.41942,3.64692,3.64692,3.64692,0.53545,3.64692,2.20163,0.14831,0.0,0.0,0.0,0.0,0.09475,0.22103,0,1.274,1557,0.00082,0.36463,8591090,12464000,1.45081,132,31272345,3991569941,94424.24242,0.077,0.00052,0.31899,0.00052,0.31899,0.00052,0.1375,1.73749,0.00052,1.05262,1,1,11540000.0,2736800.0,2.70991,11.42661,7.06826,0.35819,0.32778,0.34299,0.58565,USD,ILS,1.0,0.30749,34.9198,22.6115,33.9173,33.9173,0.33533,1166,1913,1634.4305,-4.73746,33.53345,-18.60951,1.04685,1.31618,3.84174,4.09409,0.33331,0.41091,1.18695,0.89333,2.93077,2.80084,3.97791,0.38211,1.05014,2.8758,3.42686,144713066.66667,147578133.33333,146145600.0,0.05612,None
TLV:PPIL,PLASTOPIL HAZOREA,Consumer Cyclical,Israel,110.67726,54181377.94667,545979.244,13126420.11067,526094.89067,536037.06733,33653899.02867,54181377.94667,545979.244,13126420.11067,526094.89067,536037.06733,33653899.02867,0.20725,0.20725,3.92705,3.92705,3.92705,0.15322,3.92705,1.9049,0.04607,0.06386,6.1875,0.09962,2.5,0.09175,0.04921,0,0.516,659,0.00078,0.26419,13125400,7998000,0.60935,174,35958591,2659677469,45965.51724,1.316,-0.00328,0.67263,-0.00328,0.67263,-0.00328,1.15516,6.82579,-0.00328,1.04672,1,1,5014218.93067,1199928.47667,7.17132,29.96728,18.5693,0.88235,0.93073,0.90654,0.95212,ILS,ILS,0.30749,0.30749,38.0942,19.0471,19.0471,21.3327,0.06652,450,784.7,680.4361,-3.15035,46.44444,-16.01886,1.24888,3.79423,2.1488,2.08093,0.25395,0.14936,0.25951,0.21362,1.95828,1.94779,2.12487,0.21166,0.24656,1.96303,2.04395,61444066.254,66344595.882,63894331.068,0.02839,None
TLV:KLIL,KLIL INDUSTRIES,Basic Materials,Israel,165.06368,114805429.86867,15387148.08867,31838703.56133,4652877.182,10020012.63533,73322066.715,114805429.86867,15387148.08867,31838703.56133,4652877.182,10020012.63533,73322066.715,0.46001,0.46001,4.05164,4.05164,4.05164,0.59735,4.05164,2.14813,0.14702,0.33514,2.5,0.91423,6.25,0.64917,0.18707,0,24.612,31760,0.00077,0.6675,2309420,56678000,24.54209,343,177288303,23029307236,165241.98251,1.103,-0.0177,-0.02672,-0.0177,-0.02672,-0.0177,0.82057,5.15285,-0.0177,1.0323,1,1,21144590.84867,4530188.672,8.38457,39.13486,23.75972,0.29072,0.28246,0.28659,0.53534,ILS,ILS,0.30749,0.30749,1039.223,783.479,1536.805,762.157,0.40531,21670,35050,30541.041,3.99122,46.56207,-9.38659,1.50822,11.77037,4.4916,4.59013,0.50926,0.64534,0.1302,0.14653,3.91669,4.1292,4.55087,0.5873,0.14837,4.03295,4.29191,124132565.03733,133794351.82267,128963458.43,0.0977,None
