Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,skip_reason
BDX,"Becton, Dickinson and Company",Healthcare,United States,3211.6987903,0.1308698484086511,16677000000.0,1.0,909733333.3333334,12818866666.666666,1.0,19896000000.0,1.0,1955000000.0,1.0,80536500000.0,1.5,1955000000.0,80536500000.0,19896000000.0,16677000000.0,1.0,909733333.3333334,19896000000.0,1.0,1955000000.0,1.0,1955000000.0,19896000000.0,4.509,4.509,0.069510390331134,44.433357,19.020596,41.2567619,3.6446886,0.06088798810402661,41.2567619,0.00047147197649250177,15.208,15.1668861,5930932155.707522,5963000000.0,4727933333.333333,5963000000.0,0.09826,0.2558106,4.75,0.276248,2.75,0.2111062,2.003002001884001e-09,0.87789,0.00673,13.11,5.612,249.86,0.0224606,2.9213088,290817984,1864000000,6.4095073,72000,89709928448,72518369280,25888.8888889,0.836,0.268,0.5781927,0.0635999,0.5781927,0.0635999,0.7715482,9.0337814,0.2169,4.9072522,1.96,1.96,6654933333.333333,2.0,5177000000.0,1.0,13.4802144,17.3285548,17.3285548,1.403707,1.0,1.238174,1.0,1.238174,1.1137327,USD,USD,1.0,1.0,0,0,0,0,249.86,226.15,267.37,247.1309,1.1043135,10.4841919,-6.5489771,1.1504124,2.3180424,5.1663919,3.0,1.8079158,1.0,0.5766381,1.0,0.0170382,0.25,0.3716775,2.0,0.2575083,1.0,1.6425252,1.0,1.4360648,1.0,1.8179158,0.0270382,0.2675083,1.4460648,1.6319903,52313200000.0,1.0,54523733333.333336,1.0,54523733333.333336,43913333333.333336,2.0,24363000000.0,1.0,24363000000.0,0.1358559,0.1802446,2985400000.0,2731533333.333333,2731533333.333333,30354533333.33333,1.0,30158733333.33333,1.0,30158733333.33333,2.0723533,None
EXP,Eagle Materials Inc,Basic Materials,United States,638.9856698,0.133281452464603,1506953066.6666667,1.0,226232000.0,1197325066.6666667,1.0,1671423000.0,1.0,338565000.0,1.0,7604401500.0,1.5,338565000.0,7604401500.0,1671423000.0,1506953066.6666667,1.0,226232000.0,1671423000.0,1.0,338565000.0,1.0,338565000.0,1671423000.0,4.217,4.217,0.065008941234507,19.794233,17.05414,19.4517214,4.0734124,0.0680502267749279,19.4517214,0.0002222894166262596,13.544,13.5445589,520333946.5445954,520291000.0,445558533.3333333,520291000.0,0.20256,0.8154073,4.75,0.5477698,2.75,0.5229124,4.961458185548163e-09,0.97721,0.0104,9.42,8.116,160.33,0.0506206,5.0087295,42380300,332401984,7.8433136,2200,7047984640,6808394752,151091.8109091,-0.009,0.114,2.0685139,0.1015634,2.0685139,0.1015634,0.5103785,7.3940778,0.1108909,3.5800279,2.15,2.15,1037336133.3333334,2.0,579457000.0,1.0,6.7943113,12.1630848,12.1630848,1.2803585,1.0,1.1171225,1.0,1.1171225,1.0579401,USD,USD,1.0,1.0,0,0,0,0,160.33,90.85,165.69,141.2885,13.4770346,76.4777105,-3.2349568,1.8567611,40.9766226,1.8868111,1.0,3.8007327,2.0,2.5040688,3.0,0.4538853,1.0,0.1095233,1.0,0.1841138,2.0,3.6380469,1.0,3.8026579,1.0,3.8107327,0.4638853,0.1941138,3.8126579,3.8116953,2750657133.333333,1.0,2853514866.6666665,1.0,2853514866.6666665,1238663733.3333333,1.0,2025701100.0,1.5,2025701100.0,0.2186484,0.2671347,449916133.3333333,501598400.0,501598400.0,1511993400.0,1.0,1503047466.6666667,1.0,1503047466.6666667,2.8012785,None
MIDD,The Middleby Corporation,Industrials,United States,708.1117868,0.13362930596075417,2648349600.0,1.0,266649600.0,4761597333.333333,2.0,7781568000.0,3.0,222778000.0,1.0,15307728000.0,1.5,222778000.0,15307728000.0,7781568000.0,2648349600.0,1.0,266649600.0,7781568000.0,3.0,222778000.0,1.0,222778000.0,7781568000.0,4.224,4.224,0.06511685268545354,47.13931,21.522676,43.9372307,4.071026,0.06801035969415413,43.9372307,0.000502103704841073,21.192,21.1920819,516996993.7712344,516993000.0,555737066.6666666,516993000.0,0.08589,0.4345768,4.75,2.6774907,27.4725,1.0669858,1.0123694583019366e-08,0.97398,0.01091,8.82,4.027,192.33,0.020938,5.2926087,55626900,222778000,4.004861,9289,10956284928,10559654912,23982.9906341,0.21,0.119,-0.1944158,-0.0376405,-0.1944158,-0.0376405,0.1088961,3.5499402,0.0798399,3.0755952,0.79,0.79,900035066.6666666,2.0,497343000.0,1.0,12.1731756,22.0296353,22.0296353,1.6167644,1.0,1.6315233,1.0,1.6315233,1.278311,USD,USD,1.0,1.0,0,0,0,0,192.33,123.93,196.49,172.36525,11.5828161,55.1924473,-2.1171561,1.8853363,44.908954,1.619554,1.0,1.6142036,1.0,0.0,1.0,0.0,1.0,0.133558,1.0,0.1199124,0.5,1.8956746,1.0,1.0095883,0.5,1.6242036,0.01,0.1299124,1.0195883,1.3218959,9875685200.0,2.0,5238951266.666667,1.0,5238951266.666667,3772266933.3333335,2.0,1991363533.3333333,1.0,1991363533.3333333,0.1425234,0.2118721,565975733.3333334,676360866.6666666,676360866.6666666,6103418266.666667,2.0,3247587733.333333,1.0,3247587733.333333,2.8297526,None
NYT,New York Times Company (The),Communication Services,United States,5837.9221187,0.13426906115378612,1751445533.3333333,1.0,107756800.0,3220461866.6666665,2.0,1880795000.0,1.0,139013000.0,1.0,6803277000.0,1.0,139013000.0,6803277000.0,1880795000.0,1751445533.3333333,1.0,107756800.0,1880795000.0,1.0,139013000.0,1.0,139013000.0,1880795000.0,4.098,4.098,0.06317444656841587,74.015625,38.20161,69.5388731,4.208078,0.07029994365082826,69.5388731,0.0007946728835138723,26.72,26.5290466,292649188.0239521,296832000.0,231202466.6666667,296832000.0,0.07391,0.2907249,4.75,0.2486,2.75,0.2054117,1.9489718743949533e-09,0.96651,0.01543,1.24,0.64,47.68,0.0134228,5.876442,167079008,139012992,0.8320195,4700,7707821568,7914532352,29577.2323404,1.296,0.239,3.9063001,0.0064547,3.9063001,0.0064547,1.948575,14.2091369,0.1808637,4.5028071,4.44,4.44,472533600.0,2.0,289777000.0,1.0,16.3116899,26.5991489,26.5991489,0.8396324,1.0,1.3559323,2.0,1.3559323,1.1654451,USD,USD,1.0,1.0,0,0,0,0,47.68,39.73,58.73,47.77495,-0.1987443,20.010068,-18.8149157,0.8368421,0.8378421,6.7058082,3.0,2.4798917,1.0,0.1655046,0.5,0.287407,1.0,2.1042568,3.0,1.5823043,2.0,1.6498313,1.0,3.7407579,2.0,2.4898917,0.297407,1.5923043,3.7507579,3.1203248,2220806000.0,1.0,2311334866.6666665,1.0,2311334866.6666665,2436131866.6666665,2.0,2065215600.0,1.5,2065215600.0,0.160144,0.1673116,312304400.0,390318800.0,390318800.0,1000607000.0,1.0,932293533.3333334,1.0,932293533.3333334,3.2632203,None
BR,"Broadridge Financial Solutions,",Technology,United States,157.8463457,0.13432523884466366,17728853333.333332,4.0,454066666.6666667,4226000000.0,2.0,4824000000.0,1.0,516800000.0,1.0,9286700000.0,1.0,516800000.0,9286700000.0,4824000000.0,17728853333.333332,4.0,454066666.6666667,4824000000.0,1.0,516800000.0,1.0,516800000.0,4824000000.0,4.191,4.191,0.06460812727384843,39.35396,27.635782,37.8891877,4.1645517,0.06957279542844999,12.6297292,0.00014432939266833403,20.231,20.2304218,999442867.3817408,999500000.0,892066666.6666666,999500000.0,0.10713,3.8115142,36.9075,0.2678991,2.75,1.3965144,1.325030311217688e-08,0.8958,0.00701,6.26,4.396,174.65,0.0251703,12.615766,116126000,516800000,4.4503384,12000,20218572800,20089798656,43066.6666667,-0.011,0.112,0.0571531,0.0304404,0.0571531,0.0304404,0.0060383,1.0270638,0.0916101,3.2767162,2.26,2.26,610446666.6666666,1.0,316050000.0,0.5,33.1209488,63.9727031,63.9727031,2.4664721,1.0,4.6681185,2.0,4.6681185,2.1615829,USD,USD,1.0,1.0,0,0,0,0,174.65,137.91,185.0,163.44365,6.8563997,26.6405627,-5.5945946,1.5604162,14.4358627,1.4090726,1.0,1.4291306,1.0,0.346475,1.0,0.4283967,1.0,1.1454332,1.0,3.0604115,2.0,1.1330781,1.0,1.3656278,1.0,1.4391306,0.4383967,3.0704115,1.3756278,1.4073792,8586720000.0,2.0,5021120000.0,1.0,5021120000.0,2463253333.333333,2.0,2262450000.0,1.5,2262450000.0,0.2029252,0.3284249,101833333.3333333,332640000.0,332640000.0,6123466666.666667,2.0,3512820000.0,1.0,3512820000.0,2.7780988,None
ON,ON Semiconductor Corporation,Technology,United States,2665.7569621,0.13459315056524923,5427420000.0,1.0,319060000.0,2463986666.6666665,2.0,12424500000.0,3.0,88750000.0,0.5,8179950000.0,1.5,88750000.0,8179950000.0,12424500000.0,5427420000.0,1.0,319060000.0,16376400000.0,3.0,84525000.0,0.25,84525000.0,16376400000.0,3.333,3.333,0.05138126657211569,80.73791,27.47186,74.0796537,4.9640813,0.08292969751704467,24.6932179,0.00028218793024745414,15.832,15.9010595,1139238766.0434563,1129300000.0,1146660000.0,1129300000.0,0.06194,0.2257273,4.75,0.1691154,3.24675,0.1532609,1.45415856810716e-09,0.97215,0.01456,2.31,0.786,62.4,0.0125962,7.3415084,427008000,338100000,0.7917884,31000,18193778688,27097927680,10906.4516129,-0.1608746,0.159,-0.1608746,-0.0361041,-0.1608746,-0.0361041,-0.1608746,0.2339125,0.110224,3.5699996,0.36,0.36,899720000.0,1.0,936800000.0,1.0,20.2216008,19.4211984,19.4211984,2.9446458,2.0,2.9445328,2.0,2.9445328,1.7169641,USD,USD,1.0,1.0,0,0,0,0,62.4,27.62,63.96,42.5609,46.613441,125.923244,-2.4390244,1.9141442,49.1867245,3.3691199,2.0,3.3805835,2.0,0.6653053,1.0,0.6800618,1.0,0.8459392,0.5,7.9746912,4.0,1.8832852,1.0,0.9641337,0.5,3.3905835,0.6900618,7.9846912,0.9741337,2.1823586,16722173333.333334,2.0,5855600000.0,0.6666667,5855600000.0,6751573333.333333,2.0,5327370000.0,1.5,5327370000.0,0.1144349,0.1158662,1453633333.3333333,1606533333.3333333,1606533333.3333333,4964393333.333333,1.0,3474137777.7777777,0.6666667,3474137777.7777777,3.119093,None
USB,U.S. Bancorp,Financial Services,United States,418.3921184,0.13488052800052674,20000333333.33333,1.0,5849200000.0,125136000000.0,2.0,22641000000.0,1.0,7361000000.0,1.0,390537000000.0,1.5,7361000000.0,390537000000.0,22641000000.0,20000333333.33333,1.0,5849200000.0,22641000000.0,1.0,7361000000.0,1.0,7361000000.0,22641000000.0,4.532,4.532,0.0698649565271012,15.479018,13.421053,15.2217724,3.8778784,0.06478364540884557,20.2956965,0.00023193415339624484,0.0,100000.0,0.0,513000000.0,508400000.0,513000000.0,0.32512,1.3078334,4.75,0.9216064,2.75,0.85252,8.08881627657619e-09,0.76192,0.00084,4.37,3.789,59.32,0.0638739,1.9208096,1496999936,7008000000,4.6813629,70000,102608871424,87799046144,100114.2857143,1.877,0.465,-0.1487331,-0.0401333,-0.1487331,-0.0401333,1.3705667,11.9571205,0.3387167,6.069937,0.93,0.93,5125600000.0,1.0,4367500000.0,0.5,20.0188995,23.4937313,23.4937313,10.0981885,1.0,5.3801813,0.5,5.3801813,2.3205218,USD,USD,1.0,1.0,0,0,0,0,59.32,42.47,63.01,57.31405,3.4999272,39.6750648,-5.8562133,1.6407011,19.506384,1.1134799,1.0,0.5530497,0.5,0.0,1.0,0.0,1.0,21.013055,1.0,19.4755869,1.0,0.7673656,6.0,0.0650796,0.5,0.5630497,0.01,19.4855869,0.0750796,0.3190647,1041297600000.0,2.0,555523533333.3334,1.0,555523533333.3334,92544400000.0,2.0,46680866666.66666,1.0,46680866666.66666,0.1132506,0.2576877,-357499866666.6667,-389640866666.6667,-389640866666.6667,935602666666.6666,2.0,753358400000.0,1.5,753358400000.0,0.0633049,None
PXD,Pioneer Natural Resources Compa,Energy,United States,432209.0569909,0.1350339598717816,7931600000.0,1.0,285400000.0,3565266666.6666665,1.0,33618000000.0,3.0,65000000.0,0.25,13918000000.0,1.0,65000000.0,13918000000.0,33618000000.0,7931600000.0,1.0,285400000.0,33618000000.0,3.0,65000000.0,0.25,65000000.0,33618000000.0,4.082,4.082,0.06292779182339521,674.4709908,11.086368,591.5479129,3.9115467,0.06534610636912701,591.5479129,0.006760061886606212,17.368,17.2929449,2657035452.7867346,2680000000.0,2481666666.6666665,2680000000.0,0.02391,9e-06,0.025,0.038641,0.999,0.0218533,2.073468408212153e-10,0.88618,0.00621,16.21,-3.182,180.25,-0.0176533,2.1462011,243952000,267000000,1.0944776,1853,45748543488,43840614400,144090.6637885,-0.6064505,2.741,-0.6064505,-0.0372411,-0.6064505,-0.0372411,-0.6064505,0.189355,2.0464397,14.5553826,0.2,0.2,2513800000.0,1.0,2772000000.0,1.0,18.1989591,16.5038036,16.5038036,0.3017494,0.5,0.3214008,0.5,0.3214008,0.5679222,USD,USD,1.0,1.0,0,0,0,0,180.25,97.3,196.64,159.612,12.9301055,85.2517986,-8.3350285,1.6700221,21.6936876,2.6811797,1.0,2.5574407,1.0,0.2538011,1.0,0.0122663,0.125,0.0477476,0.5,0.1244123,2.0,1.2436324,1.0,0.1953484,0.25,2.5674407,0.0222663,0.1344123,0.2053484,1.3863945,37732400000.0,2.0,47311100000.0,1.5,47311100000.0,11772800000.0,1.0,19232000000.0,1.0,19232000000.0,0.1013739,0.1033798,446333333.3333333,-1064400000.0,-1064400000.0,14186133333.333334,2.0,18463100000.0,1.5,18463100000.0,1.3527294,None
WBS,Webster Financial Corporation,Financial Services,United States,561.1497514,0.13503949460610024,1095419400.0,1.0,284809000.0,4015726933.3333335,2.0,1207583000.0,1.0,331438000.0,1.0,12725607000.0,1.5,331438000.0,12725607000.0,1207583000.0,1095419400.0,1.0,284809000.0,1207583000.0,1.0,331438000.0,1.0,331438000.0,1207583000.0,4.023,4.023,0.06201825245113153,18.563677,11.494071,17.6799762,4.354847,0.07275185933054912,23.5733017,0.0002693898074670046,0.0,100000.0,0.0,43751000.0,44315866.6666667,43751000.0,0.27446,1.1283142,4.75,0.8021585,2.75,0.7359776,6.983047424195891e-09,0.9383,0.01069,5.06,3.133,58.46,0.0535922,1.6810706,90420200,321792992,3.5588618,3345,4857658368,5258839040,96201.193423,0.771,0.289,-0.1656355,-0.0453614,-0.1656355,-0.0453614,0.5368411,7.5769442,0.2054097,4.7822143,0.54,0.54,376238266.6666667,1.0,652901000.0,1.0,12.9111225,7.4401148,7.4401148,9.2568025,1.0,19.1280269,2.0,19.1280269,4.37456,USD,USD,1.0,1.0,0,0,0,0,58.46,37.8,63.81,54.12015,8.0189172,54.6560847,-8.3842658,1.5886198,16.0738445,1.1133757,1.0,1.1093763,1.0,0.0,1.0,0.0,1.0,1157.0455461,2.0,323.6297896,1.0,0.087005,3.0,0.2500775,4.0,1.1193763,0.01,323.6397896,0.2600775,0.6897269,61865489466.66666,2.0,33416132466.666668,1.0,33416132466.666668,6000999200.0,2.0,4724273700.0,1.5,4724273700.0,0.1099185,0.1701564,-25960460066.666668,-27171927600.0,-27171927600.0,55574413733.333336,2.0,30121579666.666668,1.0,30121579666.666668,1e-05,None
WMS,"Advanced Drainage Systems, Inc.",Industrials,United States,5887.9312764,0.13578132608286553,7108608000.0,4.0,82579666.6666667,-446971200.0,0.25,2143441000.0,1.0,229751000.0,1.0,-810085333.3333334,0.375,229751000.0,-810085333.3333334,2143441000.0,7108608000.0,4.0,82579666.6666667,2143441000.0,1.0,229751000.0,1.0,229751000.0,2143441000.0,4.008,4.008,0.061787013627674664,50.44788,28.843267,47.7473034,4.3965573,0.07344866954643844,47.7473034,0.0005456442645874529,18.17,18.1699743,472803664.1166759,472805000.0,371173000.0,472805000.0,0.10719,0.0517608,0.777,0.2667436,2.75,0.1428981,1.3558350269457751e-09,0.92044,0.10122,4.53,2.59,127.78,0.0202692,11.407369,72124304,190951008,2.6475265,5000,8590818304,9423761408,38190.2016,0.078,0.316,0.3220351,0.1709666,0.3220351,0.1709666,0.1390088,3.978388,0.2797416,5.5390608,0.59,0.59,704394666.6666666,2.0,422831000.0,1.0,12.1960297,20.3173805,20.3173805,3.7605948,2.0,1.7643376,1.0,1.7643376,1.3292837,USD,USD,1.0,1.0,0,0,0,0,127.78,68.16,133.13,111.8945,14.1968551,87.4706573,-4.0186284,1.8353086,38.216825,1.9161212,1.0,1.7501484,1.0,5.9704494,2.0,1.0630531,1.0,0.0521528,0.5,0.3575916,1.0,4.8609854,2.0,1.0739967,0.5,1.7601484,1.0730531,0.3675916,1.0839967,1.4220725,2127851200.0,1.0,2434034400.0,1.0,2434034400.0,1298321866.6666667,2.0,790286533.3333334,1.0,790286533.3333334,0.194391,0.3907186,391154800.0,399602533.3333333,399602533.3333333,1207210733.3333333,1.0,1391994000.0,1.0,1391994000.0,2.3053581,None
MRK,"Merck & Company, Inc.",Healthcare,United States,250.1673334,0.1359490679573375,185605866666.66663,4.0,7382800000.0,92241600000.0,2.0,16182666666.666666,0.3333333,1392750000.0,0.25,147357000000.0,1.0,1392750000.0,147357000000.0,16182666666.666666,185605866666.66663,4.0,7382800000.0,16182666666.666666,0.3333333,1392750000.0,0.25,1392750000.0,16182666666.666666,4.275,4.275,0.06590306468520689,29.992777,12.432635,27.7977593,4.1738634,0.06972835622967408,27.7977593,0.00031766585441194843,10.811,11.7318223,17021618019.42466,14122000000.0,17860600000.0,14122000000.0,0.11056,5.833135,36.9075,0.0013576,0.01,1.9826842,1.8811955412506973e-08,0.75429,0.00075,6.68,2.769,82.6,0.033523,7.801785,2532059904,6213000192,2.4537335,73000,215368482816,210287575040,85109.5916712,-0.485,0.049,0.2335718,0.0525221,0.2335718,0.0525221,-0.3053571,0.2194643,0.0498805,2.4833947,1.09,1.09,10938600000.0,1.0,7970000000.0,1.0,19.6888526,27.0223943,27.0223943,1.1886196,0.5,2.3963851,1.0,2.3963851,1.5490262,USD,USD,1.0,1.0,0,0,0,0,82.6,68.43511,91.4,75.911934,8.8102959,20.698279,-9.6280088,1.2336127,3.524301,0.238495,0.1666667,1.4208946,1.0,0.5840401,0.5,1.1898145,1.0,0.5379248,1.0,2.7139818,4.0,1.1157548,1.0,1.0596587,1.0,1.4308946,1.1998145,2.7239818,1.0696587,1.2502767,88229200000.0,1.0,90909142857.14284,1.0,90909142857.14284,13130066666.666666,0.5,26877333333.33333,1.0,26877333333.33333,0.1153202,0.1518188,2535866666.6666665,1319714285.7142856,1319714285.7142856,123715866666.66669,2.0,64018571428.57143,1.0,64018571428.57143,2.2479957,None
IR,Ingersoll Rand Inc.,Industrials,United States,200055.7111122,0.13603796079262437,3789613333.3333335,1.0,61813333.3333333,-844373333.3333334,0.25,5254500000.0,1.0,81150000.0,0.25,-3205200000.0,0.25,81150000.0,-3205200000.0,5254500000.0,3789613333.3333335,1.0,61813333.3333333,5254500000.0,1.0,81150000.0,0.25,81150000.0,5254500000.0,3.741,3.741,0.057670962570142446,314.7835812,29.852943,279.1672514,4.499998,0.07517674478202159,279.1672514,0.0031902536633525067,19.093,19.3084076,1087641585.3977897,1063100000.0,683326666.6666666,1063100000.0,0.05718,0.0011912,0.1,0.0091037,0.1,0.0234917,2.2289218472815291e-10,0.95967,0.00349,2.04,-0.21,59.34,-0.0035389,2.8513906,419452992,388300000,0.9257295,15900,21234913280,25544687616,24421.3836478,1.2603497,0.247,1.2603497,0.5665582,1.2603497,0.5665582,1.2603497,11.4765296,0.3268895,5.9674255,1.64,1.64,651806666.6666666,1.0,862800000.0,1.0,32.5785457,24.6116287,24.6116287,1.1606872,1.0,0.7481308,1.0,0.7481308,0.8659455,USD,USD,1.0,1.0,0,0,0,0,59.34,40.64,62.06,50.36005,17.8314954,46.0137795,-4.3828553,1.7460317,28.3343213,6.0151941,3.0,2.3470628,1.0,0.7982995,2.0,0.731355,1.0,0.4184114,2.0,0.3204048,1.0,2.5622717,1.0,5.7952413,2.0,2.3570628,0.741355,0.3304048,5.8052413,4.0811521,10705186666.666666,1.0,16039260000.0,1.0,16039260000.0,11368800000.0,2.0,9137406666.666666,1.0,9137406666.666666,0.1050595,0.1088811,1677106666.6666667,3223106666.6666665,3223106666.6666665,4983560000.0,1.0,6833733333.333333,1.0,6833733333.333333,1.3777845,None
IDA,"IDACORP, Inc.",Utilities,United States,22.3368544,0.1364898566144145,1352156933.3333333,1.0,233118200.0,3320071733.333333,2.0,4316298000.0,3.0,500516000.0,2.0,10639395000.0,1.5,500516000.0,10639395000.0,4316298000.0,1352156933.3333333,1.0,233118200.0,4316298000.0,3.0,500516000.0,2.0,500516000.0,4316298000.0,4.79,4.79,0.07384226429055929,21.979338,21.49091,21.9182845,3.7350333,0.06239728220911473,21.9182845,0.0002504766840303084,13.824,13.8233864,498536740.7407408,498581000.0,466945466.6666667,498581000.0,0.17394,13.2130023,75.703125,39.2767196,200.8926563,17.555554,1.6656928979908067e-07,0.80087,0.0058,4.95,4.84,106.26,0.0455487,2.0914595,50515500,250259008,4.9541034,1943,6891160064,5373838848,128800.3129182,-0.041,0.051,0.0284953,-0.0009836,0.0284953,-0.0009836,-0.0236262,0.2476374,0.0380041,2.1994638,6.85,6.85,399330733.3333333,1.0,407508000.0,1.0,17.2567736,16.9104903,16.9104903,3.4647129,2.0,3.4700215,2.0,3.4700215,1.8637994,USD,USD,1.0,1.0,0,0,0,0,106.26,85.3,110.21,100.93665,5.2739515,24.5720985,-3.5840668,1.6828583,22.7135637,0.5263176,0.3333333,1.5779289,1.0,1.5443999,2.0,0.121457,0.25,2.1160547,3.0,0.7263819,1.0,2.0489051,1.0,2.0484481,1.0,1.5879289,0.131457,0.7363819,2.0584481,1.8231885,13618355866.666666,2.0,7206007333.333333,1.0,7206007333.333333,4977394266.666667,2.0,3948932800.0,1.5,3948932800.0,0.1694582,0.2267472,301382400.0,337964133.3333333,337964133.3333333,8628809733.333334,2.0,4566707733.333333,1.0,4566707733.333333,1.9122406,None
NATI,National Instruments Corporatio,Technology,United States,11244.6209305,0.13661368425873185,1314258533.3333333,1.0,144026733.3333333,245668866.6666667,1.0,1357839000.0,1.0,5478750.0,0.25,533739333.3333333,0.6666667,5478750.0,533739333.3333333,1357839000.0,1314258533.3333333,1.0,144026733.3333333,1357839000.0,1.0,5478750.0,0.25,5478750.0,1357839000.0,4.006,4.006,0.06175618178454709,401.68143,48.287235,357.5071556,4.3993707,0.07349567006816529,119.1690519,0.001361834178169725,30.892,30.8918891,176086735.7244594,176088000.0,189261000.0,176088000.0,0.01614,0.5342309,4.75,0.0069559,0.225,0.1867756,1.7721502291409987e-09,0.90635,0.07745,0.94,0.113,45.3,0.0024945,4.8906364,131607000,21917000,0.1665337,7000,5439632384,5973641728,3131.0,0.589,0.151,0.2276881,-0.0216162,0.2276881,-0.0216162,0.498672,7.3116713,0.1078459,3.5339906,10.77,10.77,207823866.6666667,1.0,131592000.0,1.0,26.174243,41.3371055,41.3371055,0.4675284,1.0,0.4937004,1.0,0.4937004,0.7036381,USD,USD,1.0,1.0,0,0,0,0,45.3,35.98,47.4,42.35525,6.9525029,25.9032796,-4.4303797,1.6322242,18.9094468,3.2029938,1.0,3.0281364,1.0,0.0121845,0.5,0.05461,2.0,0.3879728,1.0,2.1549841,4.0,1.3573872,0.5,2.4060494,1.0,3.0381364,0.06461,2.1649841,2.4160494,2.7270929,1772824266.6666667,1.0,1838196266.6666667,1.0,1838196266.6666667,1207273666.6666667,1.0,1230679466.6666667,1.0,1230679466.6666667,0.1029805,0.1044518,560632466.6666666,476806066.6666667,476806066.6666667,565550600.0,1.0,607516800.0,1.0,607516800.0,2.7698913,None
