Symbol,Name,Sector,sss_value,close,appearance_counter
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,4565.75676,202.21,12.5773
HUM,Humana Inc.,Healthcare,10361024.59947,447.63,12.2935
G,Genpact Limited,Technology,23497590.18715,45.73,12.2884
AAPL,Apple Inc.,Technology,1929397673.83239,137.27,12.2228
OLLI,Ollie's Bargain Outlet Holdings,Consumer Defensive,176668.13018,85.41,12.1743
GS,Goldman Sachs Group  Inc. (The),Financial Services,46535879510.76499,374.99,12.1631
STX,Seagate Technology Holdings PLC,Technology,1052394686758.5128,86.62,12.0835
ORI,Old Republic International Corp,Financial Services,1010951.86888,25.28,12.0597
SCI,Service Corporation Internation,Consumer Cyclical,68752784.674,54.21,11.9497
PFE,Pfizer  Inc.,Healthcare,225535060.62379,39.56,11.5634
DELL,Dell Technologies Inc.,Technology,339026003.11792,98.69,11.5487
CTSH,Cognizant Technology Solutions ,Technology,1001126.24456,69.84,11.433
CMI,Cummins Inc.,Industrials,64165935.77424,242.13,11.3915
WLK,Westlake Chemical Corporation,Basic Materials,1319630.69428,91.23,11.3204
FTV,Fortive Corporation,Technology,48105042.0984,70.59,11.2782
ANAT,American National Group  Inc.,Financial Services,4847667.39356,150.71,11.2417
GOOGL,Alphabet Inc.,Communication Services,3720812.26094,2448.89,11.2276
GOOG,Alphabet Inc.,Communication Services,5703900.11909,2527.37,11.0851
PH,Parker-Hannifin Corporation,Industrials,567526091.28968,307.03,11.0124
HOLX,Hologic  Inc.,Healthcare,271314.70075,67.99,11.0046
GM,General Motors Company,Consumer Cyclical,41523195.61472,59.11,10.9415
NXST,Nexstar Media Group  Inc.,Communication Services,300955.84137,151.4,10.9126
AMCR,Amcor plc,Consumer Cyclical,3245031.63252,11.56,10.9033
OMF,OneMain Holdings  Inc.,Financial Services,272747173.31864,60.45,10.9024
CMS,CMS Energy Corporation,Utilities,208350015.07413,60.07,10.8712
ALL,Allstate Corporation (The),Financial Services,297541078.84587,132.79,10.8684
IBM,International Business Machines,Technology,14748495363.05329,146.84,10.8625
LOW,Lowe's Companies  Inc.,Consumer Cyclical,3021430482.58925,195.82,10.6339
GHC,Graham Holdings Company,Consumer Defensive,13061807.43328,638.0,10.6242
NTES,NetEase  Inc.,Communication Services,57.27801,113.71,10.4065
CAT,Caterpillar  Inc.,Industrials,2115033778.84666,216.71,10.3572
JNJ,Johnson & Johnson,Healthcare,1111171142.96786,165.96,10.3449
EXPD,Expeditors International of Was,Industrials,5378326.57781,127.28,10.1933
KKR,KKR & Co. Inc.,Financial Services,3431040843553361.0,59.75,10.0128
ABT,Abbott Laboratories,Healthcare,58404911.86937,117.16,9.8672
LAD,Lithia Motors  Inc.,Consumer Cyclical,427071.6675,353.21,9.7006
PG,Procter & Gamble Company (The),Consumer Defensive,88259670.60977,135.24,9.6516
COO,The Cooper Companies  Inc.,Healthcare,762298015.5036,403.0,9.613
FNF,FNF Group of Fidelity National ,Financial Services,546802.79444,44.13,9.5782
TXN,Texas Instruments Incorporated,Technology,404271470.10312,190.84,9.3548
KR,Kroger Company (The),Consumer Defensive,17678091.69874,38.13,9.2599
CACI,CACI International  Inc.,Technology,1085604.95599,256.86,9.0906
BWXT,BWX Technologies  Inc.,Industrials,106550960.39784,58.12,8.9049
AMGN,Amgen Inc.,Healthcare,583374142.6497,246.9,8.8942
MRK,Merck & Company  Inc.,Healthcare,248015456.54739,77.99,8.7638
BLDR,Builders FirstSource  Inc.,Industrials,952297420.98145,43.68,8.7317
IVZ,Invesco Ltd,Financial Services,892001.42186,26.95,8.6753
K,Kellogg Company,Consumer Defensive,100594310.36891,63.97,8.6674
MKL,Markel Corporation,Financial Services,5179985.03877,1213.84,8.6535
AMD,Advanced Micro Devices  Inc.,Technology,37949179.80743,93.31,8.6479
LHX,L3Harris Technologies  Inc.,Industrials,51314547.80883,218.66,8.595
APH,Amphenol Corporation,Technology,1086408528.05846,68.96,8.5284
THO,Thor Industries  Inc.,Consumer Cyclical,5918.68757,116.2,8.5075
KEYS,Keysight Technologies Inc.,Technology,244336284.07542,153.56,8.463
ADBE,Adobe Inc.,Technology,1391337604.29853,584.73,8.4555
NLSN,Nielsen N.V.,Industrials,108367284.31383,24.91,8.3597
BIO,Bio-Rad Laboratories  Inc.,Healthcare,801697.81116,657.71,8.3203
NEU,NewMarket Corp,Basic Materials,5140673512.34535,318.18,8.234
PEP,Pepsico  Inc.,Consumer Defensive,16090219229.9469,148.2,8.2245
CHKP,Check Point Software Technologi,Technology,901300.23593,116.73,8.2169
KMPR,Kemper Corporation,Financial Services,108348.38123,74.68,8.1723
AVGO,Broadcom Inc.,Technology,138110450.66205,469.64,8.0484
ATH,Athene Holding Ltd.,Financial Services,714113756.08681,68.4,8.0108
SWKS,Skyworks Solutions  Inc.,Technology,3505574.77198,189.01,7.989
AFG,American Financial Group  Inc.,Financial Services,101502173.64528,125.36,7.9301
CINF,Cincinnati Financial Corporatio,Financial Services,2016849.379,117.92,7.877
CMCSA,Comcast Corporation,Communication Services,156378604.45465,57.75,7.8618
LB,L Brands  Inc.,Consumer Cyclical,892863527905.0162,73.56,7.7454
INTU,Intuit Inc.,Technology,226015788.04658,491.05,7.7387
NSC,Norfolk Southern Corporation,Industrials,1479804607.80642,269.28,7.7246
EHC,Encompass Health Corporation,Healthcare,23556534.95238,79.76,7.6976
FISV,Fiserv  Inc.,Technology,171040616.76368,108.34,7.6461
MDLZ,Mondelez International  Inc.,Consumer Defensive,1851684490.78609,62.47,7.6214
DKS,Dick's Sporting Goods Inc,Consumer Cyclical,687987.84937,101.5,7.5199
PINC,Premier  Inc.,Healthcare,8376461.9759,34.87,7.4664
WEC,WEC Energy Group  Inc.,Utilities,743728490.49766,90.19,7.4519
DOX,Amdocs Limited,Technology,235471370.37486,78.96,7.418
VIAC,ViacomCBS Inc.,Communication Services,6520301485593.262,44.95,7.3404
ASML,ASML Holding N.V. - New York Re,Technology,484916090.95453,679.31,7.2418
BLL,Ball Corporation,Consumer Cyclical,52067446.53868,82.39,7.2411
IAC,IAC/InterActiveCorp,Communication Services,29243800.17106,153.83,7.0492
VICI,VICI Properties Inc.,Real Estate,511435.98823,31.07,7.0357
ADI,Analog Devices  Inc.,Technology,8163724286.05429,169.17,7.023
DLTR,Dollar Tree  Inc.,Consumer Defensive,769241.05313,99.91,7.0095
FAST,Fastenal Company,Industrials,33920254.31131,52.06,7.0068
AGR,Avangrid  Inc.,Utilities,150247905.87514,51.5,7.0024
ZBRA,Zebra Technologies Corporation,Technology,1536754735.8472,532.02,6.956
RJF,Raymond James Financial  Inc.,Financial Services,29048195197.9082,131.82,6.9095
WLTW,Willis Towers Watson Public Lim,Financial Services,25829562.38768,231.0,6.8143
ITW,Illinois Tool Works Inc.,Industrials,7329832865.34344,224.61,6.7971
CLX,Clorox Company (The),Consumer Defensive,199662233.4401,178.85,6.7507
ED,Consolidated Edison  Inc.,Utilities,1014162172.91602,72.54,6.7433
BERY,Berry Global Group  Inc.,Consumer Cyclical,2986268.78161,65.47,6.6799
TROW,T. Rowe Price Group  Inc.,Financial Services,106101.25701,199.94,6.6135
CHE,Chemed Corp,Healthcare,394762.32581,482.47,6.6011
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,224637511.59029,35.22,6.5382
AEP,American Electric Power Company,Utilities,2906002772.70031,85.26,6.4994
AXP,American Express Company,Financial Services,8776518539711.708,166.94,6.4464
SO,Southern Company (The),Utilities,3304523227.00213,61.48,6.3439
BR,Broadridge Financial Solutions ,Technology,25684325846.8317,162.93,6.3089
DECK,Deckers Outdoor Corporation,Consumer Cyclical,1508394.75281,389.86,6.2848
LOPE,Grand Canyon Education  Inc.,Consumer Defensive,10632.15361,90.88,6.2339
ALSN,Allison Transmission Holdings  ,Consumer Cyclical,138982665.12558,39.82,6.2288
FL,Foot Locker  Inc.,Consumer Cyclical,52590776.08083,62.48,6.0161
FCN,FTI Consulting  Inc.,Industrials,418767646721.66815,137.06,6.0078
MCY,Mercury General Corporation,Financial Services,373651.88698,65.7,5.9649
MSFT,Microsoft Corporation,Technology,2162124953.2891,271.6,5.9581
MS,Morgan Stanley,Financial Services,1391474008378.1167,92.02,5.895
YUMC,Yum China Holdings  Inc.,Consumer Cyclical,505593527.47156,66.01,5.8428
AEE,Ameren Corporation,Utilities,1073586933.84229,80.7,5.8214
ACGL,Arch Capital Group Ltd.,Financial Services,264858.84548,39.95,5.7892
CL,Colgate-Palmolive Company,Consumer Defensive,753133302622.0072,81.74,5.7669
RHI,Robert Half International Inc.,Industrials,602703514.68715,89.36,5.696
GL,Globe Life Inc.,Financial Services,35455648.31816,96.66,5.5579
CRUS,Cirrus Logic  Inc.,Technology,423099.20336,84.15,5.5535
HII,Huntington Ingalls Industries  ,Industrials,2173234385.89196,212.15,5.519
UGI,UGI Corporation,Utilities,128299007.74785,46.77,5.5182
OKE,ONEOK  Inc.,Energy,27002947839.18985,56.93,5.4766
WBA,Walgreens Boots Alliance  Inc.,Healthcare,794496247.61082,48.71,5.4667
TTD,The Trade Desk  Inc.,Technology,1952115450.15135,76.68,5.465
F,Ford Motor Company,Consumer Cyclical,12953915202.37122,14.91,5.4598
ADM,Archer-Daniels-Midland Company,Consumer Defensive,192645889071.36676,60.71,5.4279
AVY,Avery Dennison Corporation,Industrials,1783522605.7311,210.27,5.4243
ADP,Automatic Data Processing  Inc.,Industrials,52769971751.79288,199.81,5.419
SC,Santander Consumer USA Holdings,Financial Services,393781563989.0818,36.43,5.2661
EMR,Emerson Electric Company,Industrials,38641312871.37039,96.92,5.263
MTG,MGIC Investment Corporation,Financial Services,30466591.03643,14.12,5.187
MNST,Monster Beverage Corporation,Consumer Defensive,2571615.55427,91.15,5.1541
DE,Deere & Company,Industrials,1059904351.60834,354.29,5.1322
MHK,Mohawk Industries  Inc.,Consumer Cyclical,10591022.43154,197.3,5.103
FDX,FedEx Corporation,Industrials,82201448.33558,299.12,5.0421
FLT,FleetCor Technologies  Inc.,Technology,7387464266.91611,256.51,4.9861
ABBV,AbbVie Inc.,Healthcare,4137534079.60193,114.26,4.9674
CNXC,Concentrix Corporation,Technology,4077285913.27493,159.97,4.9106
FBHS,Fortune Brands Home & Security ,Consumer Cyclical,102616150.86783,99.68,4.9031
ROST,Ross Stores  Inc.,Consumer Cyclical,51591778573.02384,124.99,4.8277
ORLY,O'Reilly Automotive  Inc.,Consumer Cyclical,1561025250727506.0,575.38,4.7462
KNX,Knight-Swift Transportation Hol,Industrials,74739.42887,45.82,4.7378
DOV,Dover Corporation,Industrials,12208103772.01171,150.96,4.7366
USM,United States Cellular Corporat,Communication Services,189811.28126,36.25,4.6715
SNPS,Synopsys  Inc.,Technology,51849185.99701,277.11,4.6714
CRI,Carter's  Inc.,Consumer Cyclical,758740332.99046,104.85,4.6701
RE,Everest Re Group  Ltd.,Financial Services,66873647.23194,256.82,4.6595
MXIM,Maxim Integrated Products  Inc.,Technology,877746651.71043,103.19,4.6337
ADS,Alliance Data Systems Corporati,Financial Services,135771051.74,107.14,4.6182
CHD,Church & Dwight Company  Inc.,Consumer Defensive,272899342.21878,84.9,4.6037
SLM,SLM Corporation,Financial Services,9844699285527214.0,20.99,4.5779
PPG,PPG Industries  Inc.,Basic Materials,15346276525.83895,169.99,4.5749
MO,Altria Group  Inc.,Consumer Defensive,55287663958.555,47.83,4.5641
HRL,Hormel Foods Corporation,Consumer Defensive,277396109.3509,47.57,4.5615
EVRG,Evergy  Inc.,Utilities,156789086.51625,61.39,4.5382
STZ,Constellation Brands  Inc.,Consumer Defensive,1261629298.63679,232.03,4.4641
WM,Waste Management  Inc.,Industrials,14371967507.06808,141.17,4.4597
TOL,Toll Brothers  Inc.,Consumer Cyclical,609151.92812,58.9,4.4315
CAH,Cardinal Health  Inc.,Healthcare,1233594914.4529,57.94,4.4226
PNW,Pinnacle West Capital Corporati,Utilities,161202753.66468,83.08,4.405
LBTYK,Liberty Global plc,Communication Services,77527100.19746,27.29,4.3854
ANET,Arista Networks  Inc.,Technology,102994985.76864,363.39,4.383
PKI,PerkinElmer  Inc.,Healthcare,1763131.56301,154.6,4.3429
ATVI,Activision Blizzard  Inc,Communication Services,78857856.21178,93.9,4.3232
AMG,Affiliated Managers Group  Inc.,Financial Services,1721914.98389,156.39,4.293
PRI,Primerica  Inc.,Financial Services,28031850.86159,152.33,4.283
BLD,TopBuild Corp.,Industrials,21436182.12293,201.61,4.2676
APD,Air Products and Chemicals  Inc,Basic Materials,2465947460.59427,288.8,4.2468
WMT,Walmart Inc.,Consumer Defensive,667243138.25971,139.32,4.2163
TTWO,Take-Two Interactive Software  ,Communication Services,3354723.73416,178.97,4.2086
MDT,Medtronic plc.,Healthcare,743369881.92646,126.13,4.1916
MDU,MDU Resources Group  Inc.,Basic Materials,2652318.70634,31.64,4.1772
BG,Bunge Limited Bunge Limited,Consumer Defensive,272666528267371.47,79.42,4.1466
WSO,Watsco  Inc.,Industrials,13727871.32584,289.61,4.137
AON,Aon plc,Financial Services,10780785152.8328,238.68,4.1302
VIRT,Virtu Financial  Inc.,Financial Services,2395339056751.9004,27.99,4.0862
HUN,Huntsman Corporation,Basic Materials,355742656.82508,26.57,4.0492
BC,Brunswick Corporation,Consumer Cyclical,6254436.84867,100.1,4.0321
IT,Gartner  Inc.,Technology,21943520032.2411,248.43,3.9883
NVDA,NVIDIA Corporation,Technology,537097367.43955,808.48,3.9486
IP,International Paper Company,Consumer Cyclical,4137579387.48039,61.48,3.9478
CIEN,Ciena Corporation,Technology,17254868.69572,57.8,3.9401
IDA,IDACORP  Inc.,Utilities,895477177.76012,98.3,3.9281
FB,Facebook  Inc.,Communication Services,2929260.39215,354.39,3.913
BIIB,Biogen Inc.,Healthcare,51627254968553.71,348.92,3.8787
JHG,Janus Henderson Group plc,Financial Services,90553208.35698,38.94,3.8679
LECO,Lincoln Electric Holdings  Inc.,Industrials,3234668276.61638,132.27,3.831
MET,MetLife  Inc.,Financial Services,20435553352.29614,60.51,3.7852
CSX,CSX Corporation,Industrials,15670905265.54335,32.28,3.7502
TRMB,Trimble Inc.,Technology,4881251825.08944,82.45,3.7202
SNX,Synnex Corporation,Technology,76338.6361,122.05,3.7174
SLGN,Silgan Holdings Inc.,Consumer Cyclical,35576052.42463,41.34,3.6879
RBC,Regal Beloit Corporation,Industrials,39364831.65588,134.26,3.6324
ANSS,ANSYS  Inc.,Technology,41199462.96588,349.24,3.6122
PFG,Principal Financial Group Inc,Financial Services,1041170331.29066,63.54,3.5614
HSY,The Hershey Company,Consumer Defensive,5633609983.55894,173.7,3.5571
ARW,Arrow Electronics  Inc.,Technology,313183.15942,114.95,3.5431
EMN,Eastman Chemical Company,Basic Materials,5917537587.14019,116.92,3.5328
NAVI,Navient Corporation,Financial Services,73132105731599.94,19.47,3.5113
QRTEA,Liberty Interactive Corporation,Consumer Cyclical,20773568923.29246,13.02,3.5009
SFM,Sprouts Farmers Market  Inc.,Consumer Defensive,448997.57123,25.4,3.4914
PM,Philip Morris International Inc,Consumer Defensive,24141062882179.074,99.89,3.4738
EA,Electronic Arts Inc.,Communication Services,652913493.42329,142.14,3.4539
THG,Hanover Insurance Group Inc,Financial Services,197323849.44885,137.12,3.4516
LIN,Linde plc,Basic Materials,298371319.45422,290.84,3.4389
HLF,Herbalife Nutrition Ltd.,Consumer Defensive,2910062559654.046,52.87,3.4238
UHAL,Amerco,Industrials,275197719.77762,591.73,3.3917
LNT,Alliant Energy Corporation,Utilities,22259068588.11765,56.27,3.3822
ROK,Rockwell Automation  Inc.,Industrials,105010602993.32727,285.3,3.3693
FFIV,F5 Networks  Inc.,Technology,2526365366.89972,188.63,3.3573
CRM,Salesforce.com Inc,Technology,319723481.32557,244.98,3.3559
WTM,White Mountains Insurance Group,Financial Services,8001746034.86558,1158.37,3.3532
MKC,McCormick & Company  Incorporat,Consumer Defensive,332423814.32434,87.97,3.301
CDNS,Cadence Design Systems  Inc.,Technology,198646751.73404,136.93,3.2565
KMB,Kimberly-Clark Corporation,Consumer Defensive,89745689619661.9,133.52,3.2411
CSGP,CoStar Group  Inc.,Real Estate,218269745.45906,83.25,3.1761
SEB,Seaboard Corporation,Industrials,6329013.79331,3999.99,3.1629
HSIC,Henry Schein  Inc.,Healthcare,14947353.7683,75.51,3.1576
BAX,Baxter International Inc.,Healthcare,789974220.34918,81.47,3.1367
PAG,Penske Automotive Group  Inc.,Consumer Cyclical,7220299.1328,77.97,3.1226
DLB,Dolby Laboratories,Technology,17820074.16491,99.62,3.1194
EAF,GrafTech International Ltd.,Industrials,14778914365910.248,11.57,3.1047
WHR,Whirlpool Corporation,Consumer Cyclical,9411923.26805,219.54,3.0869
FAF,First American Corporation (New,Financial Services,6191588198.43121,63.08,3.0828
ADSK,Autodesk  Inc.,Technology,23899461714476.22,293.7,3.0694
TPX,Tempur Sealy International  Inc,Consumer Cyclical,406767548.70938,41.52,3.0513
HIG,Hartford Financial Services Gro,Financial Services,398695669.71011,62.69,3.0478
RSG,Republic Services  Inc.,Industrials,34733126711.45885,110.61,3.0402
CNA,CNA Financial Corporation,Financial Services,7040175384.89502,46.06,2.9951
BLK,BlackRock  Inc.,Financial Services,24772354442.39466,879.23,2.9754
JBL,Jabil Inc.,Technology,15435479.46729,58.06,2.9663
GWW,W.W. Grainger  Inc.,Industrials,252043748.21861,444.84,2.9612
WDC,Western Digital Corporation,Technology,485905751.7521,70.86,2.9526
SEIC,SEI Investments Company,Financial Services,412767.18516,62.45,2.9502
DAR,Darling Ingredients Inc.,Consumer Defensive,78099103.66239,67.33,2.9418
WAB,Westinghouse Air Brake Technolo,Industrials,266727288.29607,81.83,2.939
JKHY,Jack Henry & Associates  Inc.,Technology,99685534.70283,164.51,2.9342
DFS,Discover Financial Services,Financial Services,163047382111740.97,119.69,2.9315
TDY,Teledyne Technologies Incorpora,Technology,503550444.88407,421.3,2.9299
OC,Owens Corning Inc,Industrials,890848353.52035,99.29,2.8879
BEN,Franklin Resources  Inc.,Financial Services,12714763.06672,32.26,2.8665
SHW,Sherwin-Williams Company (The),Basic Materials,32268245171.85503,275.34,2.8579
KRC,Kilroy Realty Corporation,Real Estate,2741341.3739,69.78,2.8472
SNDR,Schneider National  Inc.,Industrials,193911.87886,22.14,2.8121
AAP,Advance Auto Parts Inc Advance ,Consumer Cyclical,79480183.65263,208.94,2.7776
AMCX,AMC Networks Inc.,Communication Services,6443598534473.82,65.99,2.7722
MAS,Masco Corporation,Industrials,2.2023479191003756e+16,58.82,2.7388
DPZ,Domino's Pizza Inc,Consumer Cyclical,2568011117219.3447,466.02,2.7268
URI,United Rentals  Inc.,Industrials,932546069.45788,321.35,2.7001
SNA,Snap-On Incorporated,Industrials,74701429.76516,223.42,2.6946
CARR,Carrier Global Corporation,Industrials,1015390241229.7532,48.75,2.6921
EXP,Eagle Materials Inc,Basic Materials,76847282.20552,143.12,2.6835
MMC,Marsh & McLennan Companies  Inc,Financial Services,12180029724.0625,142.34,2.6825
TTC,Toro Company (The),Industrials,203529327.79658,110.66,2.6657
DHR,Danaher Corporation,Healthcare,424938567.94313,272.21,2.6425
AN,AutoNation  Inc.,Consumer Cyclical,105992556.73446,98.0,2.6371
AZPN,Aspen Technology  Inc.,Technology,17857928.10929,141.33,2.623
UNM,Unum Group,Financial Services,24201966282.88506,28.83,2.5904
GLW,Corning Incorporated,Technology,1414766358.50635,41.08,2.576
PKG,Packaging Corporation of Americ,Consumer Cyclical,170484664.04407,136.54,2.5673
EIX,Edison International,Utilities,561845192.97472,57.2475,2.5631
SF,Stifel Financial Corporation,Financial Services,3758818841926121.0,65.69,2.5226
PSA,Public Storage,Real Estate,997642571.30025,300.34,2.5012
WMB,Williams Companies  Inc. (The),Energy,1243027716309.0928,26.8,2.4946
AVT,Avnet  Inc.,Technology,279007914.32577,40.24,2.4724
OMC,Omnicom Group Inc.,Communication Services,4123351862.7882,81.0,2.4457
CERN,Cerner Corporation,Healthcare,265808302.92821,78.49,2.4374
COG,Cabot Oil & Gas Corporation,Energy,2415229.71162,17.85,2.4229
FSLR,First Solar  Inc.,Technology,262514213656521.75,90.17,2.4121
LSTR,Landstar System  Inc.,Industrials,14939645.09837,160.11,2.3995
GILD,Gilead Sciences  Inc.,Healthcare,5963842854.10125,69.13,2.375
POOL,Pool Corporation,Consumer Cyclical,179746801.87126,462.05,2.3585
SJM,J.M. Smucker Company (The) New,Consumer Defensive,697419389.46667,130.05,2.3503
MPW,Medical Properties Trust  Inc.,Real Estate,375879506522.73236,20.24,2.3479
EPAM,EPAM Systems  Inc.,Technology,403750572.0872,510.24,2.3458
VMC,Vulcan Materials Company (Holdi,Basic Materials,371142854.42158,173.83,2.3433
