"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,skip_reason
SNDR,"Schneider National, Inc.",Industrials,United States,1040.11419,4649866666.66667,213953333.33333,1212920000.0,58766666.66667,136360000.0,2931393333.33333,4649866666.66667,213953333.33333,1212920000.0,58766666.66667,136360000.0,2931393333.33333,0.87,0.87,17.032,11.82778,16.38147,0.81083,16.38147,6.53,0.04777,0.11548,2.5,0.12056,2.5,0.11871,0.50876,1.8,1.25,21.41,0.05838,1.80027,94534600,222700000,2.35575,15225,4058493184,3780337664,14627.2578,0.251,-0.00963,-0.00691,-0.00963,-0.00691,-0.00963,0.18652,1.98261,-0.00963,1.04037,0.92,0.92,605673333.33333,126606666.66667,6.7008,32.05592,19.37836,0.69287,0.70244,0.69766,0.83526,USD,USD,1.0,1.0,0.07,0.07,0.065,2.0,21.41,20.2,28.13,23.44861,-8.69396,5.9901,-23.88909,0.30517,0.30617,2.44742,2.4264,0.2562,0.17375,0.21193,0.21319,2.51934,2.29476,2.44691,0.22497,0.22256,2.41705,2.43198,3556633333.33333,3630406666.66667,3593520000.0,None
KMPR,Kemper Corporation,Financial Services,United States,1630.14662,4732853333.33333,393646666.66667,1350660000.0,116420000.0,255033333.33333,3041756666.66667,4732853333.33333,393646666.66667,1350660000.0,116420000.0,255033333.33333,3041756666.66667,0.967,0.967,9.88925,10.45796,9.96034,0.84612,19.92068,5.856,0.08826,0.45517,5.625,0.21584,2.5,0.34437,0.72908,6.66,7.043,71.07,0.0991,1.04362,64566500,468700000,7.25918,9500,5139969536,4497056768,49336.84211,0.925,0.07091,0.09328,0.07091,0.09328,0.07091,0.71707,4.63535,0.07091,1.40453,1.42,1.42,469346666.66667,139206666.66667,10.95133,36.9233,23.93731,2.31677,2.23078,2.27378,1.5079,USD,USD,1.0,1.0,0.31,0.31,0.3,0.3,-0.0136,60.89,85.7,77.33645,-8.10284,16.71867,-17.07118,0.82064,0.82164,1.43678,1.44855,0.11953,0.0296,0.16758,0.21125,0.7654,0.90036,1.45266,0.08456,0.19941,0.84288,1.14777,13210506666.66667,14177826666.66667,13694166666.66667,None
FOXA,Fox Corporation,Communication Services,United States,1757.18036,11613800000.0,1341200000.0,3328000000.0,517733333.33333,929466666.66667,7470900000.0,11613800000.0,1341200000.0,3328000000.0,517733333.33333,929466666.66667,7470900000.0,1.992,1.992,11.21275,13.73358,11.52786,1.74419,11.52786,7.96,0.16234,0.66708,5.625,0.41578,2.5,0.53318,1.00413,2.74,3.356,37.15,0.09034,1.97948,326937984,2019000064,6.17548,9000,24772421632,21692454912,224333.34044,6.269,0.04009,-0.1433,0.04009,-0.1433,0.04009,4.66592,24.37962,0.04009,1.25045,1.68,1.68,2220333333.33333,964400000.0,11.15707,25.68687,18.42197,0.9399,1.0578,0.99885,0.99943,USD,USD,1.0,1.0,0.23,0.23,0.23,0.23,0.33867,23.93,44.8,35.03728,6.02992,55.24446,-17.07589,1.26689,4.1346,2.28535,1.96656,1.50541,1.17221,4.04418,4.33109,3.61836,3.39306,2.13595,1.34881,4.19764,3.51571,2.82583,19241733333.33333,22734400000.0,20988066666.66666,None
OMF,"OneMain Holdings, Inc.",Financial Services,United States,1846.89578,2539066666.66667,689133333.33333,876466666.66667,355266666.66667,522200000.0,1707766666.66667,2539066666.66667,689133333.33333,876466666.66667,355266666.66667,522200000.0,1707766666.66667,7.629,7.629,6.87606,6.97417,6.88832,2.46679,13.77665,45.15928,0.35943,0.66795,2.5,11.92852,30.07812,7.06849,0.95647,8.13,8.246,58.45,0.14108,2.30497,134476992,1111000064,8.26164,8300,23582177280,7624845312,133855.4294,11.906,0.02036,0.10433,0.02036,0.10433,0.02036,8.95558,45.82791,0.02036,1.15181,1.2,1.2,2186066666.66667,551266666.66667,10.78749,42.77817,26.78283,4.98839,5.57948,5.28393,2.29868,USD,USD,1.0,1.0,0.7,3.95,0.45,2.33,1.18581,22.25,60.88,52.19652,11.98065,162.69663,-3.99146,1.87419,43.33943,1.20352,1.17952,97.68056,24.42014,0.57288,0.75101,195.16908,303.98305,1.20152,61.06035,0.67194,249.58606,125.39379,22043266666.66667,21759066666.66667,21901166666.66667,None
DHI,"D.R. Horton, Inc.",Consumer Cyclical,United States,1889.00792,18605826666.66667,1961506666.66667,6233293333.33333,859460000.0,1410483333.33333,12419560000.0,18605826666.66667,1961506666.66667,6233293333.33333,859460000.0,1410483333.33333,12419560000.0,1.417,1.417,10.42662,7.64146,10.07847,1.34137,10.07847,8.257,0.13161,3.61594,34.80469,0.60179,4.375,2.26699,0.83885,11.77,8.626,88.87,0.09706,2.50104,360484000,3180999936,8.82425,9716,34240325632,32421931008,327398.09963,0.926,0.06329,0.1469,0.06329,0.1469,0.06329,0.73122,4.70612,0.06329,1.36643,0.53,0.53,1098120000.0,161240000.0,31.18086,212.35627,121.76857,0.55896,0.58754,0.57325,0.75713,USD,USD,1.0,1.0,0.2,0.2,0.2,0.175,0.59327,52.25,106.89,83.57124,6.34042,70.08612,-16.85845,1.34041,5.79997,2.83169,2.74425,1.82414,1.39056,0.44202,0.26616,5.11599,5.55321,2.79797,1.61735,0.36409,5.3446,4.07129,16942573333.33333,20239366666.66667,18590970000.0,None
MCY,Mercury General Corporation,Financial Services,United States,2110.84488,3755922000.0,294041666.66667,1019183800.0,141772666.66667,217907166.66667,2387552900.0,3755922000.0,294041666.66667,1019183800.0,141772666.66667,217907166.66667,2387552900.0,0.865,0.865,8.61682,16.90145,9.6524,0.85313,19.30479,6.017,0.09898,0.07688,1.0,0.13187,1.0,0.12462,0.42641,3.45,6.767,57.88,0.11691,1.58809,55370800,374607008,6.76543,4300,3273426176,3228671488,87117.90884,4.262,0.00849,0.1877,0.00849,0.1877,0.00849,3.24343,17.26713,0.00849,1.09244,0.41,0.41,535460866.66667,163707200.0,6.11329,19.99562,13.05445,2.17412,2.19164,2.18288,1.47746,USD,USD,1.0,1.0,0.633,0.6325,0.6325,0.63,57.88,38.99,67.88,58.31905,-0.75284,48.44832,-14.73188,1.30772,5.00134,1.46138,1.45729,0.09236,0.06435,0.02899,0.0276,0.74362,0.63778,1.46934,0.08836,0.03829,0.7007,1.08502,6010091800.0,6183966133.33333,6097028966.66667,None
PHM,"PulteGroup, Inc.",Consumer Cyclical,United States,2150.69844,10539655466.66667,1187518600.0,2874098600.0,357781066.66667,772649833.33333,6706877033.33333,10539655466.66667,1187518600.0,2874098600.0,357781066.66667,772649833.33333,6706877033.33333,1.3,1.3,9.63036,6.11973,9.19153,1.23036,9.19153,7.422,0.1314,0.62654,5.625,0.3094,2.5,0.47519,0.90073,8.77,5.573,53.72,0.10374,2.11649,262966000,1494139008,5.68187,5249,14907777024,14113384448,284652.12574,0.493,0.03474,0.14713,0.03474,0.14713,0.03474,0.40653,3.08266,0.03474,1.22371,0.39,0.39,1475892266.66667,333441000.0,10.10086,44.70889,27.40487,0.95133,0.7762,0.86377,0.92939,USD,USD,1.0,1.0,0.14,0.14,0.14,0.12,0.53037,31.55,63.91,49.9271,7.59688,70.26941,-15.9443,1.37021,6.61794,2.06863,2.29859,3.45225,726.47933,0.32591,0.74209,5.7367,5.60756,2.19361,364.97579,0.544,5.68213,3.93787,11369264866.66667,11605096600.0,11487180733.33333,None
FOX,Fox Corporation,Communication Services,United States,2245.25122,11613800000.0,1341200000.0,3328000000.0,517733333.33333,929466666.66667,7470900000.0,11613800000.0,1341200000.0,3328000000.0,517733333.33333,929466666.66667,7470900000.0,1.911,1.911,10.6615,15.22553,11.23201,1.73846,11.23201,7.636,0.16234,0.66708,5.625,0.41578,2.5,0.53318,0.57053,2.35,3.356,35.44,0.0947,1.88217,253268992,2019000064,7.97176,9000,23762860032,21621174272,224333.34044,6.269,0.04009,-0.1433,0.04009,-0.1433,0.04009,4.66592,24.37962,0.04009,1.25045,2.72,2.72,2220333333.33333,964400000.0,10.70238,24.64005,17.67121,0.9399,1.0578,0.99885,0.99943,USD,USD,1.0,1.0,0.23,0.23,0.23,0.23,0.29638,24.03,42.14,33.81641,4.80118,47.48231,-15.89938,1.26008,4.00298,2.28535,1.96656,1.50541,1.17221,4.04418,4.33109,3.61836,3.39306,2.13595,1.34881,4.19764,3.51571,2.82583,19241733333.33333,22734400000.0,20988066666.66666,None
COG,Cabot Oil & Gas Corporation,Energy,United States,2344.7883,1681224066.66667,369532733.33333,426062266.66667,102407200.0,235969966.66667,1053643166.66667,1681224066.66667,369532733.33333,426062266.66667,102407200.0,235969966.66667,1053643166.66667,4.99,4.99,22.54412,10.15232,20.99514,4.06359,20.99514,9.741,0.18105,0.51515,2.5,0.57054,2.5,0.50907,1.03285,1.51,0.68,15.91,0.04274,2.65547,399664000,272972992,0.68301,503,7523456000,6126849024,542689.84493,1.344,-0.09418,-0.18362,-0.09418,-0.18362,-0.09418,0.96209,5.86047,-0.09418,0.95582,0.26,0.26,1007800666.66667,263342666.66667,7.46522,28.56907,18.01715,1.03799,1.01446,1.02622,1.01303,USD,USD,1.0,1.0,0.11,0.1,0.1,0.1,-0.15163,15.28,21.34,17.63319,-9.77241,4.12304,-25.44517,0.20792,0.20892,1.96595,1.98777,1131.22238,1.13513,0.18229,0.03149,1.3638,1.17384,1.98686,566.18876,0.11689,1.27882,1.63284,4484149200.0,4524494933.33333,4504322066.66667,None
RNR,RenaissanceRe Holdings Ltd.,Financial Services,Bermuda,2354.24891,4284833400.0,621784733.33333,1117353133.33333,-52496400.0,284644166.66667,2701093266.66667,4284833400.0,621784733.33333,1117353133.33333,-52496400.0,284644166.66667,2701093266.66667,-1.44,2.62293,13.54303,8.23126,12.87906,1.38117,25.75812,24.88998,0.10755,0.36823,2.75,-0.10217,0.0,0.23655,0.97832,17.34,10.539,145.91,0.07223,1.08833,49637700,513571008,10.34639,604,7084788736,7084788736,850283.12583,0.30062,0.15342,0.30062,0.15342,0.30062,0.15342,0.30062,2.55311,0.15342,1.81709,0.68,0.68,1863989933.33333,375417000.0,3.80087,18.87178,11.33633,2.88339,3.10876,2.99607,1.73092,USD,USD,1.0,1.0,0.36,0.36,0.35,0.35,-0.19307,142.61,191.24,161.65956,-9.74242,2.314,-23.7032,0.13572,0.13672,1.5548,1.51144,1.14759,0.91281,0.14131,0.55623,2.22053,1.81267,1.54312,1.0402,0.35877,2.0266,1.78486,26964235933.33333,31576168666.66667,29270202300.0,None
NEU,NewMarket Corp,Basic Materials,United States,2716.87104,2108425466.66667,256111000.0,538709733.33333,69277933.33333,162694466.66667,1323567600.0,2108425466.66667,256111000.0,538709733.33333,69277933.33333,162694466.66667,1323567600.0,1.926,1.926,13.16067,11.88691,13.00145,1.66198,13.00145,9.721,0.12623,1.88974,15.46875,0.79963,6.25,1.33635,0.56825,25.82,23.321,312.3,0.07467,4.13901,10928200,254250000,23.2655,2105,3887088128,3354083328,120783.84798,-0.185,-0.02783,0.04401,-0.02783,0.04401,-0.02783,-0.12775,0.92225,-0.02783,1.02217,1,1,284046466.66667,62679066.66667,13.68469,62.01573,37.85021,1.74498,1.79314,1.76906,1.33006,USD,USD,1.0,1.0,1.9,1.9,1.9,1.9,-0.25637,306.23,432.55,380.38254,-17.89844,1.98217,-27.80025,0.09611,0.09711,1.58693,1.56436,1.08493,1.2959,0.78132,0.86515,2.86732,3.50805,1.58564,1.20042,0.83323,3.19769,2.39167,1874548666.66667,2165999533.33333,2020274100.0,None
COLM,Columbia Sportswear Company,Consumer Cyclical,United States,2747.35101,2683540066.66667,188513000.0,692409000.0,60334600.0,124423800.0,1687974533.33333,2683540066.66667,188513000.0,692409000.0,60334600.0,124423800.0,1687974533.33333,2.426,2.426,39.9188,18.9807,37.30153,2.55335,37.30153,19.606,0.06397,0.169,2.5,0.0768,1.0,0.13765,0.43776,5.18,2.463,99.89,0.02466,3.49632,66454800,163700000,2.46333,7275,6208992256,6533835776,22501.71821,261.441,-0.0349,-0.1978,-0.0349,-0.1978,-0.0349,196.0313,981.20649,-0.0349,1.0151,0.79,0.79,284712666.66667,160796133.33333,21.80792,38.61406,30.21099,0.52522,0.52111,0.52316,0.7233,USD,USD,1.0,1.0,0.26,0.26,0.26,0.24,0.23798,73.11,114.98,99.62312,0.26789,36.62974,-13.12402,1.2792,4.38153,2.95821,2.92507,0.25124,0.3424,1.33032,1.41625,3.23694,3.56167,2.95164,0.30682,1.38328,3.4093,3.18047,2757951733.33333,2774970466.66667,2766461100.0,None
BBY,"Best Buy Co., Inc.",Consumer Cyclical,United States,2934.6998,45370466666.66666,1631733333.33333,12964000000.0,615866666.66667,1123800000.0,29167233333.33333,45370466666.66666,1631733333.33333,12964000000.0,615866666.66667,1123800000.0,29167233333.33333,0.539,0.539,12.61782,12.69222,12.62712,0.53751,12.62712,6.885,0.04438,1.24742,34.80469,0.11855,2.5,0.76302,0.81782,8.48,8.53,109.5,0.0779,6.48178,250472992,2233999872,8.91912,61200,27114981376,27056889856,36503.26588,2.742,0.02651,0.07821,0.02651,0.07821,0.02651,2.07605,11.43026,0.02651,1.18256,1.43,1.43,3775533333.33333,541266666.66667,7.18176,50.09542,28.63859,3.17314,3.37854,3.27584,1.80993,USD,USD,1.0,1.0,0.7,0.7,0.55,0.55,0.26952,80.37,128.57,112.71254,-2.85021,36.24487,-14.83239,1.20871,3.11846,1.317,1.29848,0.26844,0.25855,0.37872,0.41504,1.16996,1.16171,1.31774,0.27349,0.40688,1.17583,1.24679,16916733333.33333,18514933333.33333,17715833333.33333,None
