"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,skip_reason
ACC,American Campus Communities Inc,Real Estate,United States,7692364012902.065,886327133.33333,81701866.66667,225633666.66667,11453200.0,46577533.33333,555980400.0,886327133.33333,81701866.66667,225633666.66667,11453200.0,46577533.33333,555980400.0,12.74,12.74,1228.2052,108.86364,1088.28751,7.73365,1088.28751,27.957,0.00886,0.23033,2.5,0.04656,1.0,0.15618,0.98055,0.44,0.039,48.3,0.00081,2.15146,137866000,5352000,0.03882,2988,10878456832,6603781632,1791.16466,-0.807,-0.0059,-0.05261,-0.0059,-0.05261,-0.0059,-0.6184,0.4316,-0.0059,1.0441,25.89,25.89,357491400.0,72028733.33333,30.42998,151.02941,90.72969,1.26737,1.4067,1.33703,1.1563,USD,USD,1.0,1.0,0.47,0.47,0.47,0.47,0.31593,31.07,49.21,43.93493,9.93531,55.45542,-1.84922,1.89967,46.99676,1.83757,1.72633,0.0,0.0,0.94214,1.20735,1.27934,1.19925,1.79195,0.01,1.08475,1.2493,1.52062,7430890533.33333,7530124133.33333,7480507333.33333,None
ACGL,Arch Capital Group Ltd.,Financial Services,Bermuda,4638.12196,7496234066.66667,1328310933.33333,2306019666.66667,454421533.33333,891366233.33333,4901126866.66667,7496234066.66667,1328310933.33333,2306019666.66667,454421533.33333,891366233.33333,4901126866.66667,1.777,1.777,9.15187,9.59173,9.20686,1.61696,18.41371,6.718,0.18342,0.44197,2.5,0.4918,2.5,0.44351,0.99442,3.87,4.056,38.51,0.10532,1.21058,403619008,1657948032,4.10771,4500,16461759488,14982337536,368432.896,2.04,0.09088,0.07584,0.09088,0.07584,0.09088,1.54896,8.7948,0.09088,1.5044,0.24,0.24,2366626533.33333,736923066.66667,6.95579,22.3385,14.64715,2.4247,2.44606,2.43538,1.56057,USD,USD,1.0,1.0,0,0,0,0,0.24941,26.22,41.28,37.0421,3.96278,46.87262,-6.71027,1.63214,18.90347,1.47831,1.4652,1.00176,0.87027,0.21541,0.15887,1.7247,1.84987,1.48176,0.94601,0.19714,1.79729,1.63952,39619209066.66666,43559669466.66666,41589439266.66666,None
ACHC,"Acadia Healthcare Company, Inc.",Healthcare,United States,1e+50,2093244133.33333,-339535266.66667,599441000.0,-196125133.33333,-267830200.0,1346342566.66667,2093244133.33333,-339535266.66667,599441000.0,-196125133.33333,-267830200.0,1346342566.66667,3.575,3.575,48481.85282,21.98572,42424.36943,2.59126,42424.36943,16.979,-0.32641,-0.16467,0.0,-0.36711,0.0,-0.2298,1.03451,2.8,-7.911,63.13,-0.12531,2.37693,89739104,144242000,1.60735,20000,7620678144,5524339200,7212.1,-0.71,-0.00913,-0.42857,-0.00913,-0.42857,-0.00913,-0.63964,0.41036,-0.00913,1.04087,2,2,521987266.66667,103095600.0,14.59936,73.91856,44.25896,2.055,1.48388,1.76944,1.3302,USD,USD,1.0,1.0,0,0,0,0,63.13,23.63,68,56.1146,12.50192,167.16039,-7.16176,1.78048,31.85855,1.5132,1.81206,1.44223,0.89495,1.41238,0.42671,1.5682,1.44481,1.67263,1.17859,0.92954,1.51651,1.59457,6552064933.33333,5550419066.66667,6051242000.0,None
ACI,"Albertsons Companies, Inc.",Consumer Defensive,United States,68952522.52832,65889146666.66666,598380000.0,16138720000.0,33093333.33333,315736666.66667,41013933333.33333,65889146666.66666,598380000.0,16138720000.0,33093333.33333,315736666.66667,41013933333.33333,0.329,0.329,28.84161,28.84161,28.84161,0.13067,28.84161,5.934,0.0122,0.30761,34.80469,0.00139,1.0,0.18946,0.73627,0,0,19.27,0.0,1000.0,466513984,764200000,1.63811,300000,22951628800,9106353152,2547.33333,0.3952,0.03647,0.3952,0.03647,0.3952,0.03647,0.3952,3.02599,0.03647,1.23236,-0.79,7.9,2882013333.33333,780166666.66667,7.96375,29.41888,18.69131,14.91276,17.4321,16.17243,4.0215,USD,USD,1.0,1.0,0.1,0.1,0,0,19.27,12.91,21.29,17.91832,7.54355,49.26414,-9.48802,1.5179,12.2309,1.10748,1.12555,0.2465,0.30231,0.21595,0.23885,1.04757,1.06704,1.12652,0.2844,0.2374,1.06731,1.09691,25005993333.33333,26465880000.0,25735936666.66666,None
ACM,AECOM,Industrials,United States,1e+50,13763310800.0,-128188933.33333,3360409000.0,-41278133.33333,-84733533.33333,8561859900.0,13763310800.0,-128188933.33333,3360409000.0,-41278133.33333,-84733533.33333,8561859900.0,0.899,0.899,9571.8357,19.08599,8377.74198,0.66472,8377.74198,15.83,-0.01508,-0.01006,0.0,-0.01103,0.0,-0.00105,0.88162,3.14,-1.275,61.22,-0.02083,3.06171,147712000,222944992,1.50932,54000,11970503680,8852380672,4128.61096,-0.357,-0.03026,-0.25125,-0.03026,-0.25125,-0.03026,-0.33056,0.71944,-0.03026,1.01974,1.11,1.11,532880000.0,214195533.33333,22.46379,55.88587,39.17483,2.83107,3.02016,2.92561,1.71044,USD,USD,1.0,1.0,0,0,0,0,61.22,34.71,70.04,59.1227,3.54737,76.37568,-12.5928,1.50071,11.4229,1.36998,1.34723,0.39905,0.35621,1.33662,1.06584,1.20526,1.19412,1.3686,0.38763,1.21123,1.20969,1.28915,13730297200.0,12749179733.33333,13239738466.66667,None
ACN,Accenture plc,Technology,Ireland,31857677.27767,43042551533.33334,4769608200.0,11761039133.33333,1422135733.33333,3095871966.66667,27401795333.33334,43042551533.33334,4769608200.0,11761039133.33333,1422135733.33333,3095871966.66667,27401795333.33334,3.945,3.945,33.28402,29.98401,32.87152,3.91392,10.95717,23.745,0.11947,3.84595,34.80469,0.30221,2.5,2.3111,0.73608,9.38,8.45,284.77,0.02967,9.76495,635646976,5457266176,8.58537,537000,180193411072,178775719936,10162.50685,0.167,0.02371,0.05395,0.02371,0.05395,0.02371,0.13874,1.74369,0.02371,1.16857,3.51,3.51,7283696600.0,2382858800.0,24.73928,75.62068,50.17998,1.16438,1.14229,1.15334,1.07393,USD,USD,1.0,1.0,0.88,0.88,0.88,0.8,284.77,199.47,294.5,268.2122,6.1734,42.76332,-3.3039,1.79522,33.47417,1.895,1.90127,0.33118,0.351,1.52142,1.5559,1.38059,1.40574,1.90814,0.35109,1.54866,1.40317,1.65565,32491754666.66667,38811397133.33334,35651575900.0,None
ADBE,Adobe Inc.,Technology,United States,1321413855.08669,11532633666.66667,4050663600.0,3634266666.66667,1473200000.0,2761931800.0,7583450166.66667,11532633666.66667,4050663600.0,3634266666.66667,1473200000.0,2761931800.0,7583450166.66667,17.57,17.57,49.24169,41.37455,48.2583,19.75969,16.0861,45.077,0.40681,5.29305,15.46875,2.5649,6.25,3.82555,0.8592,13.67,11.486,551.36,0.02083,19.99965,478000000,5566000128,11.64435,22516,240397877248,270352039936,247201.99538,0.32,0.08574,0.20916,0.08574,0.20916,0.08574,0.29229,2.51145,0.08574,1.4787,2.48,2.48,4964990200.0,1690666666.66667,48.4186,142.19117,95.30489,0.88407,0.85943,0.87175,0.93368,USD,USD,1.0,1.0,0.0065,0.0065,0.0065,0.0065,551.36,416.03,570,485.53802,13.5565,32.5289,-3.27018,1.75787,29.50719,2.1419,2.16614,0.04327,0.01965,1.39799,1.84766,1.28719,1.35022,2.16402,0.04146,1.63283,1.3287,1.74636,21959528000.0,24229800000.0,23094664000.0,None
ADI,"Analog Devices, Inc.",Technology,United States,40088228.84604,5765629333.33333,1269164733.33333,1520145066.66667,376485466.66667,822825100.0,3642887200.0,5765629333.33333,1269164733.33333,1520145066.66667,376485466.66667,822825100.0,3642887200.0,10.298,10.298,43.00982,24.13542,40.65052,10.21363,13.55017,23.447,0.23991,0.54845,2.5,4.24958,17.1875,2.62931,0.97255,6.72,3.771,166.22,0.02269,4.94965,368894016,1405405952,3.80978,15900,60322451456,59830923264,88390.31145,0.906,-0.0124,-0.00245,-0.0124,-0.00245,-0.0124,0.67889,4.44444,-0.0124,1.0376,1.81,1.81,2074625533.33333,510490733.33333,29.07631,118.16561,73.62096,0.82207,0.79047,0.80627,0.89792,USD,USD,1.0,1.0,0.69,0.69,0.62,0.62,166.22,110.47,168.93,153.9732,7.95385,50.46619,-1.60421,1.90729,48.13892,2.22364,2.2662,0.00816,0.03098,0.46959,0.60783,1.70057,1.6095,2.25492,0.02957,0.54871,1.66504,1.95998,21289160933.33333,21463024400.0,21376092666.66666,None
ADM,Archer-Daniels-Midland Company,Consumer Defensive,United States,42989974037947.164,64198266666.66666,1660466666.66667,17972600000.0,611933333.33333,1136200000.0,41085433333.33333,64198266666.66666,1660466666.66667,17972600000.0,611933333.33333,1136200000.0,41085433333.33333,0.702,0.702,16.47922,13.81777,16.14654,0.49637,16.14654,14.402,0.03032,0.06468,2.5,0.08386,2.5,0.08073,0.81444,4.39,3.681,61.93,0.05944,1.62702,558702016,2070000000,3.70502,37575,47943507968,33890865152,55089.82036,0.762,0.00337,0.04168,0.00337,0.04168,0.00337,0.58192,3.95959,0.00337,1.06687,1.78,1.78,-3762000000.0,-202466666.66667,2118929.60543,13294711556.47593,6648415243.04068,1.36469,1.43764,1.40117,1.18371,USD,USD,1.0,1.0,0.37,0.37,0.36,0.36,61.93,37.54,69.3,57.49088,7.72144,64.9707,-10.63492,1.53589,13.12707,1.74317,1.70064,0.93227,0.96337,0.38671,0.38964,1.55365,1.5767,1.7319,0.95782,0.39818,1.57517,1.65354,46357933333.33334,49642066666.66666,48000000000.0,None
ADNT,Adient plc,Consumer Cyclical,Ireland,1e+50,14570333333.33333,-588866666.66667,3462333333.33333,25800000.0,-281533333.33333,9016333333.33333,14570333333.33333,-588866666.66667,3462333333.33333,25800000.0,-281533333.33333,9016333333.33333,0.601,0.601,72846.62627,7.69981,63741.76046,0.30716,63741.76046,16.559,-0.01828,-0.04023,0.0,-0.00889,0.0,-0.00605,0.91937,5.33,-2.453,43.82,-0.05598,2.65803,94170096,-230000000,-2.44239,77000,7567623168,3864740864,-2987.01299,-0.01691,-0.07795,-0.01691,-0.07795,-0.01691,-0.07795,-0.01691,1.03309,-0.07795,0.97205,0.35,0.35,353600000.0,196933333.33333,21.40165,38.42733,29.91449,5.57593,6.33776,5.95685,2.44067,USD,USD,1.0,1.0,0.275,0.275,0.275,0.275,43.82,15,53.165,40.99876,6.88128,192.13333,-17.57735,1.51028,11.86731,1.25174,1.20267,0.31385,0.53362,1.27802,1.33328,1.11848,1.19911,1.2372,0.43373,1.31565,1.1688,1.203,10567333333.33333,10352000000.0,10459666666.66667,None
ADP,"Automatic Data Processing, Inc.",Industrials,United States,1667822439.78461,14138640000.0,2297386666.66667,3861133333.33333,712760000.0,1505073333.33333,8999886666.66667,14138640000.0,2297386666.66667,3861133333.33333,712760000.0,1505073333.33333,8999886666.66667,5.673,5.673,33.51868,29.54058,33.02141,5.60473,33.02141,21.789,0.16878,2.50689,15.46875,5.51583,30.07812,3.90226,0.81614,6.53,5.755,197.5,0.02914,14.48307,425518016,2471899904,5.80915,58000,83088392192,82082422784,42618.96386,-0.012,0.0233,0.05253,0.0233,0.05253,0.0233,0.00413,1.07066,0.0233,1.16648,3.57,3.57,2807940000.0,972240000.0,29.59052,85.46078,57.52565,6.41692,7.77053,7.09372,2.6634,USD,USD,1.0,1.0,0.93,0.93,0.93,0.91,197.5,127.31,200.51,181.66344,8.71753,55.13314,-1.50117,1.91776,49.74678,1.15778,1.13097,1.01581,1.01636,1.58677,1.58714,1.052,1.0559,1.15437,1.02609,1.59696,1.06395,1.10916,39716866666.66666,50434060000.0,45075463333.33333,None
ADPT,Adaptive Biotechnologies Corpor,Healthcare,United States,1e+50,85140933.33333,-105331000.0,27304133.33333,-40127266.66667,-72729133.33333,56222533.33333,85140933.33333,-105331000.0,27304133.33333,-40127266.66667,-72729133.33333,56222533.33333,45.44,45.44,13168.03414,39797.21251,16496.68144,56.13992,16496.68144,-61.46748,-1.48632,-1.19328,0.0,-1.47299,0.0,-1.30506,0.82344,-1.57,-1.114,39.82,-0.02798,7.30556,140004000,-146227008,-1.04445,622,4470476800,5523158016,-235091.65273,-0.26728,0.1273,-0.26728,0.1273,-0.26728,0.1273,-0.26728,0.78272,0.1273,1.68648,-6.1,61.0,-31681600.0,-40075733.33333,2815549868.63509,1391824742.6058,2103687305.62045,0.40428,0.49882,0.45155,0.67197,USD,USD,1.0,1.0,0,0,0,0,39.82,30.41,71.25,48.43752,-17.791,30.94377,-44.11228,0.46082,0.46182,4.75714,3.03857,0.00512,0.00422,0.06162,0.01704,7.47996,7.36133,3.90785,0.01467,0.04933,7.43064,5.66925,907225666.66667,1059848933.33333,983537300.0,None
