"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,skip_reason
TLV:AICS,AI CONVERSATION,Technology,Israel,1e+50,196800.0,-9587600.0,93600.0,-1230500.0,-5409050.0,145200.0,196800.0,-9587600.0,93600.0,-1230500.0,-5409050.0,145200.0,19.00196,19.00196,7336.92777,7336.92777,7336.92777,1997.93054,2445.64259,-1.29629,0,0.0,0.0,0.0,0.0,0.01,0.01,0,-0.597,270,-0.00221,3.13292,8879980,-5300000,-0.59685,6,7011674,737236370,-883333.33333,0.19093,0.0,0.19093,0.0,0.19093,0.0,0.19093,2.00463,0.0,1.05,1,1,-5480800.0,-966900.0,2624.16575,397341.96981,199983.06778,0.28923,0.32797,0.3086,0.55552,USD,ILS,1.0,0.30749,0,0,0,0,0.04006,207.2,384.8,278.82916,-3.16651,30.30888,-29.83368,0.70721,0.70821,8.27533,4.46844,0.54465,0.37304,0.0,0.0,5.96018,2.27,6.38189,0.46884,0.01,4.12509,5.25349,8848466.66667,3667000.0,6257733.33333,None
TLV:AILN,AXILION,Technology,Israel,1e+50,0.0,-572200.0,0.0,-216400.0,-394300.0,0.0,0.0,-572200.0,0.0,-216400.0,-394300.0,0.0,0,0,50.3647,50.3647,50.3647,19791682953580.52,16.78823,-78.64292,0,0.0,0.0,0.0,0.0,0.01,0.04964,0,-0.08,1063,-8e-05,10000.0,28646100,-754000,-0.02632,10000000,31008902,7828896523,-0.0754,0.0775,0.0,0.0775,0.0,0.0775,0.0,0.0775,1.43748,0.0,1.05,1,1,-132933.33333,-9100.0,12709133307.42004,39570656773853.62,19791682953580.52,-1.01379,-1.01182,11.12807,3.33588,USD,ILS,1.0,0.30749,0,0,0,0,-0.99867,1.25,800000,2837.6943,-62.54001,84940.0,-99.86713,0.00265,0.00365,0.01358,0.01168,0.0,0.0,0.0,0.0,0.01566,0.01168,0.02263,0.01,0.01,0.02367,0.02315,62000.0,59400.0,60700.0,None
TLV:ALBA,ALBAAD MASSUOT YIT,Consumer Defensive,Israel,222.1228,454648523.20133,10287754.428,121075253.46533,7016634.80933,8652194.61867,287861888.33333,454648523.20133,10287754.428,121075253.46533,7016634.80933,8652194.61867,287861888.33333,0.25552,0.25552,1.719,1.719,1.719,1.35494,1.719,4.875,0.07228,0.0187,1.0,0.14394,2.5,0.11557,0.13035,0,10.611,6007,0.00177,0.37703,10530700,119788000,11.37512,1822,394877300,2093928338,65745.3348,0.478,0.03957,0.32726,0.03957,0.32726,0.03957,0.44032,3.25158,0.03957,1.24785,1,1,43188077.464,10810138.93933,9.1432,36.52842,22.83581,1.97121,1.84849,1.90985,1.38197,ILS,ILS,0.30749,0.30749,237.4,189.92,189.92,170.928,0.11509,4877,9691,7499.868,-19.90526,23.16998,-38.01465,0.46946,0.47046,1.51669,1.55472,0.78421,0.40325,0.43873,0.38253,1.3178,1.29225,1.5457,0.60373,0.42063,1.31502,1.43036,420322881.51867,417371100.51467,418846991.01667,None
TLV:ALD,A.L.D. ADVANCED,Industrials,Israel,53.14233,35335910.32733,703742.11333,8833111.485,599021.269,651381.69117,22084510.90617,35335910.32733,703742.11333,8833111.485,599021.269,651381.69117,22084510.90617,0.25276,0.25276,2.58099,2.58099,2.58099,0.01627,2.58099,18.099,0.03627,0.02047,1.0,0.06656,1.0,0.06132,0.15632,0,0.48,431,0.00111,0.48679,6469730,4076000,0.63001,603,28394401,1828334,6759.53566,3.772,-0.0055,0.24568,-0.0055,0.24568,-0.0055,2.89042,15.50211,-0.0055,1.0445,1,1,2424251.16,1152103.532,11.71265,24.6457,18.17918,2.26432,1.90787,2.0861,1.44433,ILS,ILS,0.30749,0.30749,3.9208,1.7464,2.47,2.47,431,59.4206,467,304.1222,41.71935,625.33768,-7.70878,1.82335,36.74654,1.59139,1.67987,0.60419,0.33515,0.64493,0.7706,1.71122,1.81678,1.64563,0.47967,0.71777,1.774,1.70982,19787145.49467,19988633.442,19887889.46833,None
TLV:ALGS,ALON NATURAL GAS E,Energy,Israel,251123.7909,54355266.66667,18071666.66667,12671466.66667,6197400.0,12134533.33333,33513366.66667,54355266.66667,18071666.66667,12671466.66667,6197400.0,12134533.33333,33513366.66667,2.12752,2.12752,3.9813,3.9813,3.9813,1.72852,3.9813,8.162,0.43406,0.0,0.0,0.0,0.0,0.25803,0.05252,0,1.435,1863,0.00077,1.12375,14038000,20140000,1.43468,10000000,98711335,80201401,2.014,0.06638,-0.08963,0.06638,-0.08963,0.06638,-0.08963,0.06638,1.38191,-0.08963,0.96037,1,1,16131666.66667,6315266.66667,6.1191,15.63059,10.87485,3.2556,2.29417,2.77489,1.6658,USD,ILS,1.0,0.30749,356.178,356.178,178.234,357.285,1863,1005,1873,1456.4609,27.91281,85.37313,-1.87306,1.97696,59.70151,1.38182,1.47117,0.32865,1.72709,0.51107,0.52429,1.59493,2.26743,1.4365,1.03787,0.52768,1.94118,1.68884,243257800.0,225389933.33333,234323866.66667,None
TLV:ALHE,ALONY HETZ,Real Estate,Israel,5375831.92188,448727188.27133,161346521.788,106019169.61,21370944.48733,91358733.13767,277373178.94067,448727188.27133,161346521.788,106019169.61,21370944.48733,91358733.13767,277373178.94067,4.94382,4.94382,8.20445,8.20445,8.20445,1.72273,8.20445,19.372,0.21067,0.88253,2.5,0.45709,2.5,0.675,0.40999,0,1.739,4640,0.00037,0.38524,173662000,302998016,1.74476,10000000,7110394587,2477728876,30.2998,-0.932,-0.00498,-0.22083,-0.00498,-0.22083,-0.00498,-0.75421,0.29579,-0.00498,1.04502,1,1,217937432.37333,72477811.92133,32.62585,98.10443,65.36514,2.43854,2.55984,2.49919,1.58088,ILS,ILS,0.30749,0.30749,30.0,50.0,29.0,29.0,4640,3126,4838,4378.4966,5.97245,48.4325,-4.0926,1.76869,30.61348,1.61947,1.60046,0.91081,1.00607,0.09764,0.09712,1.11413,1.50899,1.61996,0.96844,0.10738,1.32156,1.47076,7588347173.95667,8124021997.57067,7856184585.76367,None
TLV:ALLT,ALLOT LTD,Technology,Israel,1e+50,120096133.33333,-9888133.33333,36440333.33333,-2127200.0,-6007666.66667,78268233.33333,120096133.33333,-9888133.33333,36440333.33333,-2127200.0,-6007666.66667,78268233.33333,4.46291,4.46291,8609.60386,5645.18252,8239.05119,5.13373,2746.3504,-100.9734,-0.06877,-0.08684,0.0,-0.05977,0.0,-0.05621,0.72795,-0.11,-0.27,6409,-4e-05,5.29789,35623200,-9348000,-0.26241,504,606614500,697786653,-18547.61905,0.04284,0.09089,0.04284,0.09089,0.04284,0.09089,0.04284,1.26419,0.09089,1.50443,1,1,-2106800.0,-3603733.33333,23895760287.13888,4778088623.27084,14336924455.20486,0.53349,0.55896,0.54623,0.73907,USD,ILS,1.0,0.30749,0,0,0,0,6409,2950,6630,4930.738,29.98054,117.25424,-3.33333,1.87989,44.13635,2.95997,2.79018,0.27084,0.2116,0.79107,0.29605,2.63904,2.46838,2.88508,0.25122,0.55356,2.56371,2.72439,202512600.0,202751533.33333,202632066.66667,None
TLV:ALMA,ALMOGIM HOLDINGS,Real Estate,Israel,10961203.46461,169875933.33333,12547400.0,50062933.33333,2057133.33333,7302266.66667,109969433.33333,169875933.33333,12547400.0,50062933.33333,2057133.33333,7302266.66667,109969433.33333,1.03778,1.03778,7.57661,7.57661,7.57661,0.38907,7.57661,24.123,0.05138,0.0,0.0,0.0,0.0,0.03936,0.01,0,0.239,582,0.00041,0.48534,37333400,8928000,0.23914,87,180321641,67603644,102620.68966,-0.83,0.01743,-0.17329,0.01743,-0.17329,0.01743,-0.66582,0.38418,0.01743,1.13713,1,1,1230400.0,10735600.0,146.5553,16.79661,81.67595,4.425,3.71794,4.07147,2.01779,USD,ILS,1.0,0.30749,16.071,0,0,0,582,279.6,599,466.57874,24.73779,108.15451,-2.83806,1.89355,46.09579,1.23092,1.2695,0.96631,0.56346,25.23995,26.8532,1.6117,1.62241,1.26021,0.77489,26.05657,1.62706,1.44363,621381714.28571,649930666.66667,635656190.47619,None
TLV:ALMD,ALLMED SOLUTIONS,Healthcare,Israel,1e+50,3046221.43267,-908960.93933,800580.964,-954110.721,-931535.83017,1923401.19833,3046221.43267,-908960.93933,800580.964,-954110.721,-931535.83017,1923401.19833,1.34527,1.34527,58996.1293,58996.1293,58996.1293,1.62463,58996.1293,-14.03682,-0.89083,-0.43528,0.0,-1.15294,0.0,-0.65796,0.04961,0,-0.11,63.2,-0.00174,0.32163,80613104,-8658000,-0.1074,40,13075804,15789778,-216450.0,-0.27737,0.00028,-0.27737,0.00028,-0.27737,0.00028,-0.27737,0.77263,0.00028,1.0514,1,1,-3491384.95533,-600989.205,56851.78846,10441906.862,5249379.32523,0.19661,0.15481,0.17571,0.41918,ILS,ILS,0.30749,0.30749,0,0,0,0,63.2,38.2,87,60.77021,3.99832,65.44503,-27.35632,1.02459,1.15691,6.47272,7.42268,57.16394,75.26388,0.37586,0.47814,6.05922,7.03769,6.9577,66.22391,0.437,6.55846,6.75808,17582913.67933,17836695.426,17709804.55267,None
TLV:ALRPR,ALROV PROPERTIES,Real Estate,Israel,193861333.33641,271852585.478,23073086.13133,45797888.58933,6942755.212,15007920.67167,158825237.03367,271852585.478,23073086.13133,45797888.58933,6942755.212,15007920.67167,158825237.03367,5.51637,5.51637,71.7957,71.7957,71.7957,1.67289,71.7957,49.916,-0.25791,0.00467,1.0,1.07691,4.8125,0.58987,0.00498,0,-7.141,15050,-0.00047,0.24216,23053900,-166116992,-7.20559,1042,3553080109,1077504234,-159421.2975,-0.605,-0.16006,-0.60975,-0.16006,-0.60975,-0.16006,-0.60619,0.44381,-0.16006,0.88994,1,1,54079352.76467,6643669.93867,65.70123,534.80684,300.25403,2.02418,2.11034,2.06726,1.4378,ILS,ILS,0.30749,0.30749,42.0,62.5,103.4,101.0,15050,7650,17340,13871.844,8.49315,96.73203,-13.20646,1.52735,12.69485,1.54538,1.52355,0.07847,0.09747,7.12237,7.5603,0.45426,0.324,1.54446,0.09797,7.35134,0.39913,0.9718,4320756146.53533,4335884285.54733,4328320216.04133,None
TLV:AMAN,AMANET MANAGEMENT,Industrials,Israel,54.71692,336122400.0,14323133.33333,84132900.0,1127500.0,7725316.66667,210127650.0,336122400.0,14323133.33333,84132900.0,1127500.0,7725316.66667,210127650.0,0.0655,0.0655,8.27606,8.27606,8.27606,0.1179,8.27606,7.181,0.01323,0.0,0.0,0.0,0.0,0.01756,0.183,0,0.658,1783,0.00037,0.32303,7137850,4363000,0.61125,1493,21615380,38869946,2922.30409,-0.31968,-0.01055,-0.31968,-0.01055,-0.31968,-0.01055,-0.31968,0.73032,-0.01055,1.03945,1,1,16939400.0,9817700.0,1.27604,2.20167,1.73886,0.74291,0.71672,0.72981,0.85429,USD,ILS,1.0,0.30749,105.974,60.4586,150.321,60.1286,1783,1306,1986,1672.1348,6.63016,36.52374,-10.22155,1.40294,7.62495,2.41798,2.47328,0.16202,0.19309,1.0883,0.79433,2.07055,2.20636,2.45563,0.18756,0.95131,2.14845,2.30204,193104200.0,197698400.0,195401300.0,None
TLV:AMDA-L,ALMEDA VENTURES LI,,Israel,1e+50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5000000000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.01,0.28321,0,0,756.9,0.0,10000.0,100000000,0,0.0,10000000,0,0,0.0,-0.9,-0.9,-0.9,-0.9,0,0,-0.9,0.15,-0.9,0.15,1,1,0,10000000000000.0,10000000000000.0,0.0,5000000000000.0,10000000000000.0,10000000000000.0,0.0,0.0,USD,ILS,1.0,0.30749,0,0,0,0,756.9,756,769.9,756.9,0.0,0.11905,-1.68853,0.1295,0.1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0,0,0,None
TLV:AMOT,AMOT INVESTMENTS,Real Estate,Israel,1349628.82068,230872081.22067,167261050.93933,58008541.982,23618306.9,95439678.91967,144440311.60133,230872081.22067,167261050.93933,58008541.982,23618306.9,95439678.91967,144440311.60133,5.90842,5.90842,8.77593,8.77593,8.77593,3.48099,8.77593,22.375,0.37663,4.08835,5.625,0.99715,2.5,2.68491,0.20832,0,0.74,2103,0.00035,0.42115,411945984,289456992,0.70266,93,4540762943,2675255020,3112440.77419,-0.898,0.01826,-0.22039,0.01826,-0.22039,0.01826,-0.7286,0.3214,0.01826,1.14128,1,1,144115417.66733,37850973.534,31.50782,119.96423,75.73603,1.3078,1.36463,1.33621,1.15595,ILS,ILS,0.30749,0.30749,25.0,25.0,25.0,25.0,2103,1445,2335,1896.1844,10.90694,45.53633,-9.93576,1.47865,10.4519,1.76623,1.73394,0.05741,0.05174,0.02287,0.03141,0.50651,0.63691,1.76009,0.06458,0.03714,0.58171,1.1709,4198735668.81,4461173627.96467,4329954648.38733,None
TLV:AMRK,AMIR MARKETING AND,Basic Materials,Israel,685.15716,989802000.0,22388400.0,256106800.0,4249266.66667,13318833.33333,622954400.0,989802000.0,22388400.0,256106800.0,4249266.66667,13318833.33333,622954400.0,0.15405,0.15405,4.929,4.929,4.929,0.11919,4.929,7.385,0.02417,0.0,0.0,0.0,0.0,0.02381,0.06966,0,1.947,3225,0.0006,0.36989,12526300,24383000,1.94654,213,155449606,120211931,114474.1784,0.12659,0.01337,0.12659,0.01337,0.12659,0.01337,0.12659,1.68297,0.01337,1.11687,1,1,71176066.66667,23046866.66667,2.18402,6.74493,4.46447,1.33243,1.32102,1.32672,1.15184,USD,ILS,1.0,0.30749,80.0,6.0,23.0,80.0,3225,1851,3349,2564.8228,25.73968,74.23015,-3.7026,1.83445,38.10917,1.75239,1.75801,0.32349,0.25683,1.6695,1.0684,1.38914,1.37976,1.7652,0.30016,1.37895,1.39445,1.57982,731243600.0,747614066.66667,739428833.33333,None
