Symbol,Name,Sector,sss_value,close,appearance_counter
TLV:TLSY,TELSYS LTD,Technology,21481.75427,12490.0,28.3038
TLV:VCTR,VICTORY SUPERMARKE,Consumer Defensive,3925.02893,6818.0,27.9177
TLV:DANE,DANEL-ADIR YEHOSHU,Healthcare,65793.87951,64980.0,27.5781
TLV:TMRP,TAMAR PETROLEUM,Energy,1235250.12184,497.1,27.1062
TLV:BEZQ,BEZEQ ISRAEL TELCM,Communication Services,66741220.9131,365.0,26.805
TLV:NTML,NETO MALINDA,Consumer Defensive,14294.44594,7730.0,26.7156
TLV:FORTY,FORMULA SYST(1985),Technology,444686.85633,27810.0,26.4054
TLV:KAFR,KAFRIT INDUSTRIES,Basic Materials,135722.23572,2340.0,26.1454
TLV:DEDR-L,DELEK DRILLING,Energy,121032.43509,535.9,26.0532
TLV:ATRY,ATREYU CAPITAL,Financial Services,8.97229,5487.0,24.5877
TLV:FOX,FOX-WIZEL LTD,Consumer Cyclical,93173.73556,37380.0,24.3319
TLV:IBI,IBI INV HOUSE,Financial Services,231.7146,7270.0,24.3173
TLV:RIMO,RIMONI INDUSTRIES,Basic Materials,311486.24912,6713.0,23.3952
TLV:MTDS,MEITAV DASH INV,Financial Services,1430936382099.0352,1847.0,23.2792
TLV:EQTL,EQUITAL,Industrials,148940.08373,9173.0,21.5115
TLV:ILX,ILEX MEDICAL,Healthcare,5850.21522,10400.0,21.3788
TLV:GOLD,GOLD BOND GROUP,Industrials,33602.53969,13130.0,21.3734
TLV:ZNKL,ZANLAKOL,Consumer Defensive,61510.32657,1851.0,20.7428
TLV:ECP,ELECTRA CONSUMER P,Consumer Cyclical,45113.48478,17080.0,19.956
TLV:INRM,INROM CONSTRUCTION,Basic Materials,1505626.95386,1620.0,19.8002
TLV:SHVA,AUTOMATIC BANK,Technology,47861.87425,1792.0,19.4304
TLV:CBI,CLAL BIOTECHNOLOGY,Healthcare,404320766.00894,241.4,19.3549
TLV:PRSK,PRASHKOVSKY INVS,Real Estate,1260004417.38712,10030.0,19.2987
TLV:DRAL,DOR ALON ENERGY IN,Energy,186983.69831,9500.0,19.2559
TLV:WILC,G. WILLI-FOOD,Consumer Defensive,270.86351,7452.0,19.0777
TLV:CMDR,COMPUTER DIRECT,Technology,551.67244,22910.0,18.5276
TLV:SNEL,SYNEL PAYWAY M.L.L,Real Estate,108867.76466,3654.0,18.231
TLV:ONE,ONE SOFTWARE TECHN,Technology,3007.37238,4424.0,18.1134
TLV:ESLT,ELBIT SYSTEMS LTD,Technology,87935.45682,42860.0,17.7493
TLV:DUNI,DUNIEC BROS,Real Estate,25217.42411,14990.0,17.6159
TLV:MEDN,MEHADRIN,Consumer Defensive,1549.87596,15030.0,17.2919
TLV:LHIS,LACHISH INDUSTRIES,Industrials,2855.52233,940.9,17.1514
TLV:AFPR,AFI PROPERTIES,Real Estate,158916038.03939,13820.0,17.1081
TLV:CRSO,CARASSO MOTORS LTD,Consumer Cyclical,4958620331.26758,1748.0,16.8526
TLV:EXPO,EXPORT INVESTMENT,Financial Services,481126.01683,2754.0,16.3128
TLV:SLARL,SELLA CAPITAL REAL,Real Estate,12532833.96839,882.4,15.8482
TLV:PIU,POALIM I.B.I,Financial Services,213.29639,1812.0,15.4523
TLV:FIBIH,F.I.B.I. HLDGS,Financial Services,73859010564.65607,12300.0,14.7832
TLV:OVRS,OVERSEAS,Industrials,1151862.35354,450.5,14.4704
TLV:GNGR,GINEGAR PLASTIC,Consumer Cyclical,47204.52201,1830.0,14.3748
TLV:GILT,GILAT SATELLITE NE,Technology,2088590.00883,3376.0,14.2361
TLV:VILR,VILLAR INTL LTD,Real Estate,2622266.80049,17920.0,14.1579
TLV:MVNE,MIVNE REAL ESTATE,Real Estate,28976958.89348,967.4,14.0936
TLV:DSCT,ISRAEL DISCOUNT BK,Financial Services,251510.7619,1626.0,13.994
TLV:ASGR,ASPEN GROUP LTD,Real Estate,2504361.60984,816.2,13.9606
TLV:ELTR,ELECTRA LTD,Industrials,147302.93172,177470.0,13.7378
TLV:ARYT,ARYT INDUSTRIES,Technology,26314885.46132,122.4,13.5854
TLV:SHAN,SHANIV PAPER IND,Basic Materials,2430.0639,574.1,13.288
TLV:BCOM,B COMMUNICATIONS L,Communication Services,15495062.15004,747.0,13.0209
TLV:MTRN,MAYTRONICS LTD,Technology,4261086834971413.0,6437.0,12.9727
TLV:YHNF,M YOCHANANOF & SON,Consumer Defensive,264902.03772,20270.0,12.7359
TLV:MYDS,MYDAS REAL ESTATE,Financial Services,543983.89469,84.3,12.6167
TLV:SHNP,E SCHNAPP CO WORKS,Consumer Cyclical,12707.95322,1901.0,12.5478
TLV:YAAC,YAACOBI BROTHERS,Real Estate,4043892.96287,99.5,12.5443
TLV:SPGE,SUPERGAS ENERGY LT,Utilities,11007.47693,6832.0,12.482
TLV:TTAM,TIV TAAM HLDGS 1,Consumer Defensive,271748.6244,884.9,12.3374
TLV:MISH,MIVTACH SHAMIR HDS,Financial Services,6139127863071.966,12440.0,12.0876
TLV:BYSD,BAYSIDE LAND,Real Estate,172376.64338,3060.0,11.8098
TLV:GOSS,G 1 SECURE SOL,Industrials,43396.22929,633.3,11.7793
TLV:ZUR,ZUR SHAMIR HOLD,Financial Services,27971970567368.17,1066.0,11.6181
TLV:MGOR,MEGA OR HOLDINGS L,Real Estate,96724337.94599,10300.0,11.572
TLV:MMAN,MAMAN CARGO TERMIN,Industrials,588439.80428,705.0,11.5261
TLV:CLBV,CLAL INDUSTRI.&.B,Consumer Defensive,168.73029,4144.0,11.4997
TLV:DIMRI,DIMRI BUILDING,Real Estate,55293800130.20995,19760.0,11.4689
TLV:ALHE,ALONY HETZ,Real Estate,5375831.92188,4640.0,11.4218
TLV:POLI,BANK HAPOALIM B.M.,Financial Services,138010418464.64432,2702.0,11.4063
TLV:DNYA,DNYA CEBUS,Real Estate,190959.52068,7737.0,11.3163
TLV:FIBI,FIRST INTER BK ISR,Financial Services,291199532212061.94,10860.0,11.1772
TLV:ELDAV,ELDAV INVESTMENTS,Financial Services,13520805.68081,244.9,11.1669
TLV:BLSR,BLUE SQUARE REAL,Real Estate,1082904.42188,25500.0,11.1507
TLV:FRSM,FRESHMARKET LTD,Consumer Defensive,814.42424,1275.0,11.1464
TLV:MNIN,MENDELSON INFRASTR,Basic Materials,52913.04796,1200.0,11.0587
TLV:ORTC,O.R.T. TECHNOLOGIE,Technology,14853.18249,2724.0,10.9585
TLV:ALD,A.L.D. ADVANCED,Industrials,53.14233,431.0,10.9362
TLV:MGIC,MAGIC SOFTWARE ENT,Technology,5829327.6875,4970.0,10.7955
TLV:GLRS,GLOBRANDS GROUP,Consumer Defensive,5539869050.84438,41390.0,10.2874
TLV:ARPT,AIRPORT CITY,Real Estate,3357683.65487,5652.0,10.2495
TLV:DIPL,DIPLOMAT HOLDINGS,Consumer Defensive,32.64668,6135.0,10.1085
TLV:PLCR,PLASTO CARGAL,Consumer Cyclical,1209858.78845,445.8,9.8821
TLV:TOPS,TOP RAMDOR SYSTEMS,Technology,392422.11836,958.6,9.8609
TLV:ASHG,ASHTROM GROUP LTD,Real Estate,596621.71709,7317.0,9.8055
TLV:TDRN,TADIRAN GROUP LTD,Consumer Cyclical,20688164.37631,38450.0,9.663
TLV:LUMI,BK LEUMI LE ISRAEL,Financial Services,3809897518446.8145,2594.0,9.6238
TLV:XENA,XENIA VENTURE,Financial Services,9099617952.84134,313.0,9.5801
TLV:ELSPC,ELSPEC ENGINEERING,Industrials,43.07615,418.5,9.3825
TLV:ENRG,ENERGIXS-RENEWABLE,Technology,37302.33272,1260.0,9.3823
TLV:PPIL,PLASTOPIL HAZOREA,Consumer Cyclical,6817.42853,666.2,9.357
TLV:TSEM,TOWER SEMICONDUCTO,Technology,2295295.92586,9081.0,9.2834
TLV:DIFI,DIRECT FINANCE OF,Financial Services,202881347427.9938,66380.0,9.17
TLV:SPEN,SHAPIR ENGINEERING,Industrials,18696382.34641,2417.0,9.1229
TLV:NVLG,NOVOLOG,Healthcare,1600107.3128,282.2,8.6836
TLV:ASPF,ALTSHULER SHAHM,Financial Services,22469.03187,2086.0,8.6524
TLV:DRSL,DORSEL (B.A.Z.),Real Estate,202460.17164,1333.0,8.4402
TLV:ACE,ACE CAPITAL RETAIL,Consumer Cyclical,1027811.91366,2153.0,8.3836
TLV:VTNA,VITANIA LTD,Real Estate,7676837.0655,2237.0,8.3173
TLV:MLD,MIRLAND DEVELOPMEN,Real Estate,14764250.9315,8.2,8.2147
TLV:ELCRE,ELECTRA REAL ESTAT,Real Estate,23797716.60711,4031.0,8.212
TLV:ROTS,ROTSHTEIN REALEST,Real Estate,206146765635.35373,3728.0,8.0252
TLV:MAXO,MAX STOCK LTD.,Consumer Cyclical,213420.91634,1143.0,7.9804
TLV:AMOT,AMOT INVESTMENTS,Real Estate,1349628.82068,2103.0,7.8257
TLV:AVGL,AVGOL INDUSTRIES,Consumer Cyclical,1786.13701,301.8,7.7114
TLV:ARD,ARAD LTD,Technology,140066.63769,4677.0,7.701
TLV:AFRE,AFRICA ISRAEL RESI,Real Estate,282255608901.57776,16780.0,7.6411
TLV:AUDC,AUDIOCODES,Technology,170410.60626,10890.0,7.6178
TLV:BIRM,BIRMAN WOOD,Industrials,15512.5766,1656.0,7.5816
TLV:SRAC,S.R ACCORD LTD,Financial Services,79441924133751.7,7200.0,7.3964
TLV:MMHD,MENORA MIVTACHIM,Financial Services,1542531242.85776,6787.0,7.2977
TLV:MZTF,MIZRAHI TEFAHOT BK,Financial Services,5141205467620.579,10320.0,7.2684
TLV:ISHI,ISRAEL SHIPYARDS,Industrials,7085688.24265,7463.0,7.1206
TLV:NXTM,NEXTCOM,Communication Services,30809.99315,1389.0,7.0118
TLV:ZMH,Z.M.H HAMMERMAN LT,Real Estate,1524676.44106,2955.0,6.8028
TLV:PHOE,PHOENIX HLDGS LTD,Financial Services,5573765507.90245,3086.0,6.6878
TLV:AVIV,MORDECHAI AVIV,Real Estate,63500.24171,2958.0,6.6661
TLV:ISCD,ISRACARD LTD,Financial Services,6754613.30359,1325.0,6.4381
TLV:DLEKG,DELEK GROUP,Energy,193691242.85145,18540.0,6.3962
TLV:KMDA,KAMADA LTD,Healthcare,37718.00803,1905.0,5.9646
TLV:TREN,TRENDLINE INFO & C,Communication Services,5028.80378,1585.0,5.9106
TLV:LAPD,LAPIDOTH CAP,Energy,9406279196742.172,3904.0,5.8432
TLV:NAWI,NAWI BROTHERS GROU,Financial Services,14672519.0744,2490.0,5.7966
TLV:RIT1,REIT 1 LTD,Real Estate,182977893.43967,1757.0,5.7084
TLV:AURA,AURA INVESTMENTS,Real Estate,52218263.64574,326.2,5.4733
TLV:ARNA,ARENA STAR GROUP L,Real Estate,8852421.07964,21.5,5.426
TLV:BRAN,BARAN GROUP LTD,Industrials,5845.97673,1046.0,5.4244
TLV:SPRG,SPRING VENTURES,Financial Services,85270857468.12552,1160.0,5.4051
TLV:PEN,PENINSULA GROUP,Financial Services,9602069992723.654,369.9,5.2691
TLV:AMRK,AMIR MARKETING AND,Basic Materials,685.15716,3225.0,5.2518
TLV:NTGR,NETANEL GROUP,Real Estate,18518378064.26846,1216.0,5.2246
TLV:RPAC,RAPAC COMM & INFRA,Energy,13364744.84929,3153.0,5.0834
TLV:IES,IES HOLDINGS LTD,Real Estate,3816107.97766,21730.0,5.0653
TLV:LUDN,LUDAN ENGINEERING,Industrials,55262.30253,1103.0,5.0117
TLV:LUZN,AMOS LUZON DEVELOP,Industrials,310434.18043,190.5,5.004
TLV:SHOM,SHOHAM BUSINESS,Industrials,176460264406.77307,890.5,4.8022
TLV:ALGS,ALON NATURAL GAS E,Energy,251123.7909,1863.0,4.7244
TLV:UNIT,UNITRONICS (1989),Technology,3543117.77537,2277.0,4.625
TLV:SNFL,SUNFLOWER SUSTAINA,Technology,3235322.34688,1086.0,4.5929
TLV:AVER,AVERBUCH FORMICA,Consumer Cyclical,6710.68594,1854.997,4.5769
TLV:DLTI,DELTA ISRAEL BRAND,Consumer Cyclical,242049046.54827,6173.0,4.5726
TLV:CAMT,CAMTEK,Technology,7983728.56567,12240.0,4.541
TLV:POLY,POLYGON REAL ESTAT,Real Estate,18441.36308,3023.0,4.4607
TLV:MLRN,M.L.R.N PROJECTS,Financial Services,150610116.79349,1225.0,4.4095
TLV:BCNV,BRACK CAPITAL PROP,Real Estate,8078183.09654,33150.0,4.407
TLV:ORBI,ORBIT TECHNOLOGIES,Technology,2543510.50146,1830.0,4.3768
TLV:STG,STG INTERNATIONAL,Technology,1061208140.56114,2171.0,4.3655
TLV:ICL,ICL GROUP LTD,Basic Materials,1037762072.6125,2354.0,4.3381
TLV:ELMR,ELMORE ELEC INSTL,Industrials,18425.79867,1075.0,4.3087
TLV:OPAL,OPAL BALANCE INV,Financial Services,4090656.6055,352.7,4.2202
TLV:MSBI,HAMASHBIR 365 LTD,Consumer Cyclical,4977397.65328,73.1,4.1335
TLV:GAGR,GAON GROUP,Basic Materials,517433.38055,646.9,4.0982
TLV:ABRA,ABRA TECH,Technology,2268429.84833,403.4,3.8405
TLV:FRDN,FRIDENSON LOGISTIC,Industrials,11924.01336,9761.0,3.7084
TLV:JBNK,BANK OF JERUSALEM,Financial Services,6871802570088.063,1064.0,3.7024
TLV:RANI,RANI ZIM SHOPPING,Real Estate,308981848.58925,509.6,3.6854
TLV:SNCM,SUNY CELLULAR COMM,Communication Services,16007273059.18565,143.1,3.625
TLV:LEVI,MESHULAM LEVINSTEI,Industrials,11032537.41972,33350.0,3.5871
TLV:RVL,RAVAL ICS LTD,Consumer Cyclical,27803781.21238,1026.0,3.5735
TLV:MGDL,MIGDAL INS & FINAN,Financial Services,3.886323010013397e+16,442.7,3.525
TLV:DLRL,DELEK ROYALTIES,Energy,50953.91893,695.7,3.5235
TLV:TAYA,TAYA INVESTMENT CO,Communication Services,123938237.90828,6659.0,3.3987
TLV:FBRT,FMS ENTERPR. MIGUN,Industrials,605149.44914,9663.0,3.1262
TLV:REKA,REKAH PHARMA IND,Healthcare,1928974.23304,2640.0,2.8897
TLV:HOD,HOD-ASSAF INDS,Basic Materials,99586.04284,2825.0,2.851
TLV:RMN,RAM-ON INVESTMENTS,Basic Materials,1489856283.83252,1401.0,2.837
TLV:CISY,CI SYSTEMS(ISRAEL),Technology,186864.84116,644.7,2.7639
TLV:HMAM,HAMAMA MEIR TRADIN,Consumer Defensive,15467.50877,381.3,2.7473
TLV:BRAM,BRAM INDUSTRIES,Consumer Cyclical,4.63789,315.4,2.6808
TLV:SPNS,SAPIENS INTL CP NV,Technology,77303059.07957,8906.0,2.6243
TLV:HAP,HADERA PAPER LTD,Basic Materials,2178618.24768,24500.0,2.5738
TLV:TLRD,TELRAD NETWORKS,Technology,24559393.51316,449.2,2.5426
TLV:CRMT,CARMIT CANDY IND,Consumer Defensive,236.72683,1352.0,2.4925
TLV:YBOX,YBOX REAL ESTATE L,Real Estate,668028022918.2543,130.1,2.4406
TLV:QLTU,QUALITAU,Technology,145321973.63148,3321.0,2.4372
TLV:TASE,TEL AVIV STOCK EXC,Financial Services,83866683.38058,2059.0,2.3907
TLV:SKBN,SHIKUN & BINUI LTD,Real Estate,4440028360.28984,2032.0,2.3598
TLV:NVMI,NOVA MEASURING INS,Technology,23081458722.29152,32400.0,2.3533
TLV:MNRT,MENIVIM REIT,Real Estate,42240684.06808,205.7,2.2404
TLV:ALMA,ALMOGIM HOLDINGS,Real Estate,10961203.46461,582.0,2.0853
TLV:MRHL,MERCHAVIA HOLD,Healthcare,8003631375.8327,80.9,2.0322
TLV:ISCN,ISRAEL CANADA T.R,Real Estate,65134921341990.27,1233.0,1.9985
TLV:QNCO,QUEENCO LTD(Y.Z),Consumer Cyclical,9466616835.18283,874.7,1.9715
TLV:AMAN,AMANET MANAGEMENT,Industrials,54.71692,1783.0,1.8623
TLV:PAYT,PAYTON INDUSTRIES,Technology,844774.3479,5051.0,1.8315
TLV:RATI-L,RATIO,Energy,1508741203.53437,144.8,1.8272
TLV:ILCO,THE ISRAEL CORP,Basic Materials,264974879382.69598,105510.0,1.8202
TLV:PTNR,PARTNER COMMUNICAT,Communication Services,4203694.40166,1582.0,1.7778
TLV:NICE,NICE LTD,Technology,252688385.91551,72760.0,1.769
TLV:BIOV,BIO VIEW,Healthcare,3886.68796,322.8,1.753
TLV:PERI,PERION NETWORK LTD,Technology,39286103.71477,5424.0,1.6163
TLV:GSFI,GAN SHMUEL FOODS,Consumer Defensive,1191512.18705,2131.0,1.602
TLV:AZRT,REIT AZORIM - H.F,Real Estate,43757070.06595,1287.0,1.536
TLV:NSTR,NORSTAR HLDGS INC,Real Estate,1896280348.96175,2641.0,1.5154
TLV:AZRG,AZRIELI GROUP,Real Estate,100721862.63273,23800.0,1.5131
TLV:ALRPR,ALROV PROPERTIES,Real Estate,193861333.33641,15050.0,1.3915
TLV:GZT,GAZIT GLOBE,Real Estate,5442209361.20779,2517.0,1.3831
TLV:PFLT,PENNANTPARK FLTNG,Financial Services,22191558962158.1,4220.0,1.3732
TLV:ANLT,ANALYST INV MGT SV,Financial Services,5223.25754,2912.0,1.3518
TLV:INTR,INTERGAMA,Industrials,102471384.04815,6202.0,1.3506
TLV:KRDI,KARDAN ISRAEL LTD,Real Estate,898283108150.1392,400.1,1.3227
TLV:ISTA,ISSTA LINES LTD,Consumer Cyclical,7703498412620335.0,6683.0,1.2745
TLV:OPK,OPKO HEALTH INC,Healthcare,11076908547072.379,1201.0,1.2622
TLV:LVPR,LEVINSTEIN PROPERT,Real Estate,464727616.91298,8408.0,1.2585
TLV:ORON,ORON GROUP INVESTM,Industrials,101747787.30189,1530.0,1.2478
TLV:ARKO,ARKO CORP,Consumer Defensive,24462304.71558,3282.0,1.231
TLV:ORA,ORMAT TECHNOLOGIES,Technology,489594174.16736,22060.0,1.1512
TLV:ADGR,ADGAR INVEST & DEV,Real Estate,290875351994.7682,643.5,1.1116
TLV:KARE,KARDAN REAL ESTATE,Real Estate,6655766703436.059,486.0,1.0909
TLV:CTPL1,I.C.P. ISRAEL CITR,Real Estate,367838237351.2521,28960.0,1.0326
TLV:SEMG,SEACH MEDICAL,Industrials,2288732206682.0327,59.0,0.992
TLV:CDEV,COHEN DEV&IND BLDG,Energy,1738474.61636,6660.0,0.9808
TLV:TGTR,TOGETHER PHARMA,Healthcare,16434747588798.25,153.9,0.9761
TLV:SHGR,SHAGRIR GROUP VEHI,Industrials,49891.61693,1869.0,0.9241
TLV:KNFM,KNAFAIM HLDGS LTD,Industrials,11165665026.36132,919.8,0.9142
TLV:BVC,BATM ADVANCED COMM,Technology,584095085.89106,364.1,0.9045
TLV:MDPR,MEDIPOWER OVERSEAS,Real Estate,263909563.46391,584.4,0.8611
TLV:INCR,INTERCURE LTD,Healthcare,1051296924.71881,2572.0,0.8095
TLV:CAST,CASTRO MODEL,Consumer Cyclical,151984929.19651,7755.0,0.793
TLV:HGG,HAGAG GROUP REAL,Real Estate,142512212106591.16,2216.0,0.7906
TLV:CHAM,CHAM FOODS ISRAEL,Consumer Defensive,551982185111.0712,208.9,0.7372
TLV:OBAS,OPTIBASE LTD,Real Estate,5941571.75939,3604.0,0.7205
TLV:TIGBUR,TIGBUR - TEMPORARY,Real Estate,2188079400.64771,3152.0,0.7108
TLV:TFRLF,TEFRON,Consumer Cyclical,4916262661985.129,1954.0,0.6816
TLV:BIG,BIG SHOPPING CENTE,Real Estate,14868870766.93176,40090.0,0.6802
TLV:ARAN,ARAN RESEARCH&DEVE,Industrials,126684.69918,2056.0,0.6719
TLV:RADA,RADA ELECTRONIC,Technology,2180884556.51624,4088.0,0.6442
TLV:DELT,DELTA-GALIL IND,Consumer Cyclical,163361836.4306,12030.0,0.612
TLV:SRFT,ZVI SARFATI & SONS,Real Estate,953012709950.5497,2357.0,0.5385
TLV:BRIL,BRILL SHOE INDS,Consumer Cyclical,36359720.20117,2619.0,0.5124
TLV:OPCE,OPC ENERGY LTD,Utilities,40460810555.71782,3345.0,0.4868
TLV:MRIN,Y.D. MORE INVST,Financial Services,29494773887308.6,1328.0,0.423
TLV:GAON,B GAON HOLDINGS LT,Industrials,3288918546.92592,7109.0,0.4069
TLV:ENDY,ENDYMED LTD,Healthcare,421997.96834,282.3,0.3967
TLV:MDTR,MEDITERRANEAN TOWE,Real Estate,34790443599.78342,999.8,0.3796
TLV:LSCO,LESICO LTD,Real Estate,122645633772.99901,744.4,0.3775
TLV:MLSR,MELISRON,Real Estate,28479887805256.55,22860.0,0.3699
TLV:PMCN,PHARMOCANN GLOBAL,Healthcare,739691505896.5182,153.8,0.3489
TLV:IMCO,IMCO INDUSTRIES,Industrials,282507871615.27747,2002.0,0.3369
TLV:GIX,GIX INTERNET LTD,Technology,8554460.70932,169.3,0.3322
TLV:BOTI,BONEI HATICHON CIV,Real Estate,1459526186.84795,2347.0,0.3316
TLV:BSEN,BET SHEMESH ENGINE,Industrials,196060127943000.34,6646.0,0.3242
TLV:ASHO,ASHOT ASHKELON,Industrials,104028951807.22748,1071.0,0.3208
TLV:PTX,PETROTX- LIMITED,Energy,39772908.78338,128.7,0.2921
TLV:ANGL,SALOMON A.ANGEL,Consumer Defensive,173289785.31489,4996.0,0.2794
TLV:ORIN,ORIAN SH.M. LTD.,Industrials,574228018.76745,3877.0,0.2744
TLV:MSLA,MASLAVI CONSTRUCTI,Real Estate,667261470049671.0,1985.0,0.2511
TLV:CTPL5,I.C.P. ISRAEL CITR,Real Estate,393842870326627.3,79000.0,0.2438
TLV:PCBT,P.C.B TECHNOLOGIES,Technology,13829497399115.229,461.1,0.2386
TLV:CFX,COFIX GROUP LTD,Consumer Cyclical,1141460348.15905,553.6,0.204
TLV:STCM,SATCOM SYSTEMS,Communication Services,42747440.53411,89.1,0.189
TLV:AVRT,AVROT INDUSTRIES,,41115982610.7161,119.1,0.1642
TLV:HDST,HBL-HADASIT BIO,Healthcare,7818044559255.832,612.5,0.1565
TLV:PWFL,POWERFLEET INC,Technology,1657772851598.9333,2401.0,0.1261
TLV:RSEL,R.S.L.ELECTRONICS,Industrials,4747680783.67917,502.3,0.1179
TLV:MNRV,MINRAV HOLDINGS,Industrials,5.5475896396296856e+19,71750.0,0.0966
TLV:HNMR,HANAN MOR GRP HLDG,Real Estate,4.871696585353866e+16,5298.0,0.0847
TLV:ADKA,ADIKA STYLE LTD,Consumer Cyclical,69749933537660.06,760.0,0.0829
TLV:RAVD,RAVAD LTD,Real Estate,5.079197521194714e+16,864.8,0.0752
TLV:ACCL,ACCEL SOLUTIONS GR,Technology,861307132183636.8,218.5,0.0745
TLV:ILDC,ISRAEL LAND DEVEL,Real Estate,1.630117185839408e+21,4017.0,0.0631
TLV:ROBO,ROBOGROUP T.E.K,Technology,9.747166784907296e+16,519.5,0.0616
TLV:SONO,SONOVIA LTD,Technology,144329686291.41107,1809.0,0.0491
TLV:AMX,AUTOMAX MOTORS LTD,Consumer Cyclical,8.416826779702349e+18,53.0,0.0376
TLV:LODZ,LODZIA ROTEX INVES,Real Estate,8.726991597883178e+16,2986.0,0.0159
