"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,skip_reason
TLV:AMAN,AMANET MANAGEMENT,Industrials,Israel,54.71692,336122400.0,14323133.33333,84132900.0,1127500.0,7725316.66667,210127650.0,336122400.0,14323133.33333,84132900.0,1127500.0,7725316.66667,210127650.0,0.0655,0.0655,8.27606,8.27606,8.27606,0.1179,8.27606,7.181,0.01323,0.0,0.0,0.0,0.0,0.01756,0.183,0,0.658,1783,0.00037,0.32303,7137850,4363000,0.61125,1493,21615380,38869946,2922.30409,-0.31968,-0.01055,-0.31968,-0.01055,-0.31968,-0.01055,-0.31968,0.73032,-0.01055,1.03945,1,1,16939400.0,9817700.0,1.27604,2.20167,1.73886,0.74291,0.71672,0.72981,0.85429,USD,ILS,1.0,0.30749,105.974,60.4586,150.321,60.1286,1783,1306,1986,1672.1348,6.63016,36.52374,-10.22155,1.40294,7.62495,2.41798,2.47328,0.16202,0.19309,1.0883,0.79433,2.07055,2.20636,2.45563,0.18756,0.95131,2.14845,2.30204,193104200.0,197698400.0,195401300.0,None
TLV:PLRM,PALRAM INDUSTRIES,Industrials,Israel,59.88219,489948518.69667,39454554.38333,139937981.52333,20930639.30667,30192596.845,314943250.11,489948518.69667,39454554.38333,139937981.52333,20930639.30667,30192596.845,314943250.11,0.15313,0.15313,1.07002,1.07002,1.07002,1.7438,1.07002,2.249,0.14907,0.18698,2.5,0.37291,2.5,0.29781,0.06507,0,10.601,3699,0.00287,0.37084,25725500,272480992,10.59186,1594,280054236,3174020501,170941.65119,1.636,0.05864,0.38365,0.05864,0.38365,0.05864,1.32291,7.66457,0.05864,1.3432,1,1,69878885.942,23954290.97333,4.00771,11.69119,7.84945,0.81448,0.77695,0.79572,0.89203,ILS,ILS,0.30749,0.30749,233.2317,77.7439,38.8719,38.872,3338.15594,2169,3900,3157.6458,17.14423,70.53942,-5.15385,1.76776,30.5173,2.43212,2.46952,0.25145,0.12005,0.49925,0.47228,2.54346,2.6717,2.46082,0.19575,0.49577,2.61758,2.5392,404199991.85733,447513689.236,425856840.54667,None
TLV:SPNTC,SPUNTECH INDUSTRIE,Consumer Cyclical,Israel,71.81836,206937838.59533,18318983.24133,53381760.45133,8426168.96933,13372576.10533,130159799.52333,206937838.59533,18318983.24133,53381760.45133,8426168.96933,13372576.10533,130159799.52333,0.32655,0.32655,1.83842,1.83842,1.83842,2.8022,1.83842,4.822,0.14112,0.21418,2.5,0.69345,4.375,0.48761,0.05231,0,1.51,892.1,0.00169,0.71862,66357000,101077000,1.52323,402,233876579,2007095555,251435.32338,1.232,0.0465,0.27286,0.0465,0.27286,0.0465,0.99221,6.01107,0.0465,1.28252,1,1,30004689.706,10970935.71,7.79467,21.31783,14.55625,1.51478,1.44349,1.47914,1.2162,ILS,ILS,0.30749,0.30749,60.0,45.2714,25.0,38.0,0.06946,807,1240,938.707,-4.96502,10.54523,-28.05645,0.39307,0.39407,1.675,1.69468,0.0,0.0,0.00794,0.00199,0.9696,1.15077,1.69484,0.01,0.01496,1.07018,1.38251,185517265.222,190080273.32667,187798769.27433,None
TLV:SALG,SHALAG INDUSTRIES,Consumer Cyclical,Israel,116.49604,170414012.40067,13932822.88533,53339408.82867,6532235.56267,10232529.224,111876710.61467,170414012.40067,13932822.88533,53339408.82867,6532235.56267,10232529.224,111876710.61467,0.28597,0.28597,2.1282,2.1282,2.1282,2.5675,2.1282,4.643,0.1105,0.19626,2.5,0.30455,2.5,0.25589,0.25944,0,2.056,1415,0.00145,0.41439,36755000,75538000,2.05518,138,195415926,1749224435,547376.81159,1.046,0.11371,0.25111,0.11371,0.25111,0.11371,0.84728,5.28639,0.11371,1.61854,1,1,24974973.27933,7913931.628,7.82447,24.69265,16.25856,0.99222,1.02119,1.00671,1.00335,ILS,ILS,0.30749,0.30749,76.5,61.0,61.0,68.5,0.11946,1089,1717,1265.0209,11.85586,29.93572,-17.58882,1.03822,1.25236,2.16397,2.00935,0.00273,0.00068,0.06376,0.06284,2.34116,2.27131,2.09666,0.01171,0.0733,2.31623,2.20645,215558115.752,237876006.44333,226717061.09767,None
TLV:CLBV,CLAL INDUSTRI.&.B,Consumer Defensive,Israel,168.73029,8766933.33333,33500600.0,0.0,9591133.33333,21545866.66667,4383466.66667,8766933.33333,33500600.0,0.0,9591133.33333,21545866.66667,4383466.66667,3.4731,3.4731,3.70986,3.70986,3.70986,11.67128,3.70986,5.73607,0.96897,0.0,0.0,0.0,0.0,0.5637,0.67373,0,3.448,4144,0.00083,0.55956,32467500,34480000,1.06199,10000000,123588535,415310773,3.448,0.066,0.0,0.01229,0.0,0.01229,0.0,0.05257,1.31286,0.0,1.05,1,1,13496066.66667,932666.66667,9.15737,132.51094,70.83416,0.10912,0.10187,0.1055,0.3248,USD,ILS,1.0,0.30749,434.0,174.0,120.0,160.0,4144,3451,4480,3842.8086,7.83779,20.08114,-7.5,1.34694,5.97155,922.34242,1032.66296,0.0,0.0,0.0,0.0,42.25945,25.79364,977.51269,0.01,0.01,34.03654,505.77462,260325600.0,264871666.66667,262598633.33333,None
TLV:PIU,POALIM I.B.I,Financial Services,Israel,213.29639,74697266.66667,29036000.0,31936200.0,12345600.0,20690800.0,53316733.33333,74697266.66667,29036000.0,31936200.0,12345600.0,20690800.0,53316733.33333,0.64419,0.64419,2.72877,2.72877,2.72877,12.03293,2.72877,3.39768,0.39123,0.0,0.0,0.0,0.0,0.23356,0.42295,0,2.061,1812,0.00114,0.80297,20972300,42693000,2.03569,14,70300720,1280133511,3049500.0,2.4256,0.05889,0.04997,0.05889,0.04997,0.05889,1.83169,10.20846,0.05889,1.34445,1,1,39448933.33333,13461133.33333,1.78207,5.2225,3.50228,0.26014,0.26356,0.26185,0.51171,USD,ILS,1.0,0.30749,59.3746,71.8241,47.9697,31.035,1613.77852,886,1999,1736.7916,4.33031,104.51467,-9.35468,1.66397,21.22633,5.38385,5.00879,0.0,0.0,0.65909,0.76796,5.96652,5.46246,5.20632,0.01,0.72353,5.72449,5.46541,177769466.66667,181709066.66667,179739266.66667,None
TLV:ALBA,ALBAAD MASSUOT YIT,Consumer Defensive,Israel,222.1228,454648523.20133,10287754.428,121075253.46533,7016634.80933,8652194.61867,287861888.33333,454648523.20133,10287754.428,121075253.46533,7016634.80933,8652194.61867,287861888.33333,0.25552,0.25552,1.719,1.719,1.719,1.35494,1.719,4.875,0.07228,0.0187,1.0,0.14394,2.5,0.11557,0.13035,0,10.611,6007,0.00177,0.37703,10530700,119788000,11.37512,1822,394877300,2093928338,65745.3348,0.478,0.03957,0.32726,0.03957,0.32726,0.03957,0.44032,3.25158,0.03957,1.24785,1,1,43188077.464,10810138.93933,9.1432,36.52842,22.83581,1.97121,1.84849,1.90985,1.38197,ILS,ILS,0.30749,0.30749,237.4,189.92,189.92,170.928,0.11509,4877,9691,7499.868,-19.90526,23.16998,-38.01465,0.46946,0.47046,1.51669,1.55472,0.78421,0.40325,0.43873,0.38253,1.3178,1.29225,1.5457,0.60373,0.42063,1.31502,1.43036,420322881.51867,417371100.51467,418846991.01667,None
TLV:IBI,IBI INV HOUSE,Financial Services,Israel,231.7146,414378066.66667,71005866.66667,137399200.0,53756733.33333,62381300.0,275888633.33333,414378066.66667,71005866.66667,137399200.0,53756733.33333,62381300.0,275888633.33333,0.16666,0.16666,1.70715,1.70715,1.70715,5.99594,1.70715,1.349,0.32091,0.0,0.0,0.0,0.0,0.19338,0.01,0,12.992,7270,0.00179,0.48673,12660300,164507008,12.99393,426,85473029,3073682647,386166.68545,0.10446,0.06692,0.10446,0.06692,0.10446,0.06692,0.10446,1.57229,0.06692,1.38459,1,1,61830933.33333,21810933.33333,1.38237,3.91882,2.65059,0.76459,1.09699,0.93079,0.96477,USD,ILS,1.0,0.30749,284.3534,131.1184,126.379,102.683,1.71167,2525,9215,6513.3335,11.61719,187.92079,-21.10689,1.41854,8.1478,2.42575,2.00102,0.02188,0.00648,0.92346,1.1309,2.38688,1.88904,2.22338,0.02418,1.03718,2.14796,2.18567,892455866.66667,1180201733.33333,1036328800.0,None
TLV:CRMT,CARMIT CANDY IND,Consumer Defensive,Israel,236.72683,157772200.0,5478866.66667,39622500.0,625100.0,3051983.33333,98697350.0,157772200.0,5478866.66667,39622500.0,625100.0,3051983.33333,98697350.0,0.22785,0.22785,5.50631,5.50631,5.50631,0.14379,5.50631,14.277,0.02613,0.0,0.0,0.0,0.0,0.02493,0.01,0,0.755,1352,0.00056,0.28584,5586610,4220000,0.75538,88,36802105,23224975,47954.54545,-0.841,0.01782,-0.11549,0.01782,-0.11549,0.01782,-0.65962,0.39038,0.01782,1.13908,1,1,5045533.33333,3005900.0,7.294,12.24329,9.76864,1.05894,1.28817,1.17356,1.08331,USD,ILS,1.0,0.30749,10.7399,21.4799,17.9413,17.9413,1352,1230,1680,1431.1135,-5.52811,9.9187,-19.52381,0.54222,0.54322,2.02565,1.77648,7.39925,4.87279,0.13464,0.13464,1.48253,1.12564,1.91107,6.14602,0.14464,1.31408,1.61258,160649266.66667,185834400.0,173241833.33333,None
TLV:NISA,NISSAN,Healthcare,Israel,255.52383,206937838.59533,11900211.48867,53381760.45133,5345406.16,8622808.82433,130159799.52333,206937838.59533,11900211.48867,53381760.45133,5345406.16,8622808.82433,130159799.52333,0.24445,0.24445,1.25192,1.25192,1.25192,1.27232,1.25192,3.667,0.09348,0.13868,2.5,0.25117,2.5,0.20651,0.03938,0,7.366,3012,0.00245,0.36022,9083520,66960000,7.37159,402,175201878,911848054,166567.16418,1.297,0.0465,0.30505,0.0465,0.30505,0.0465,1.04901,6.29506,0.0465,1.28252,1,1,29203883.24933,10822910.024,5.99927,16.18806,11.09366,2.19733,1.79243,1.99488,1.4124,ILS,ILS,0.30749,0.30749,100.0,110.0,120.0,50.0,0.30786,2203,3349,3005.9583,-0.35091,36.72265,-10.06271,1.41187,7.9207,1.74413,1.84673,0.0,0.0,0.00751,0.00188,0.83058,1.04761,1.80543,0.01,0.01469,0.94909,1.37726,215966851.95933,224383201.748,220175026.85367,None
TLV:EMDV,EMILIA DEV (O.F.G),Financial Services,Israel,308.63693,545641783.97467,10483933.048,140393538.208,3754739.89067,7119336.46933,343017661.09133,545641783.97467,10483933.048,140393538.208,3754739.89067,7119336.46933,343017661.09133,0.29458,0.29458,3.70875,3.70875,3.70875,0.10618,3.70875,8.765,0.02863,0.04324,2.25,0.06664,2.5,0.06452,0.01,0,1.858,2238,0.00083,0.30938,27993000,52007000,1.85786,10000000,535209635,192895591,5.2007,0.31651,0.01916,0.31651,0.01916,0.31651,0.01916,0.31651,2.63256,0.01916,1.14578,1,1,53353450.872,19435499.93067,10.0314,27.53773,18.78457,2.21684,2.28439,2.25061,1.5002,ILS,ILS,0.30749,0.30749,36.793,27.5061,33.2216,51.7972,2238,1272,2575,2236.0994,-5.05156,75.9434,-13.08738,1.48273,10.62616,1.66331,1.63892,0.19926,0.21623,0.77782,0.76932,1.44611,1.4843,1.66111,0.21775,0.78357,1.4752,1.56816,683002691.808,711230048.31533,697116370.06167,None
TLV:RLCO,RALCO AGENCIES,Consumer Cyclical,Israel,356.14189,69308471.49267,6274661.43933,20344952.854,2539129.424,4406895.43167,44826712.17333,69308471.49267,6274661.43933,20344952.854,2539129.424,4406895.43167,44826712.17333,0.18603,0.18603,2.19601,2.19601,2.19601,2.52364,2.19601,3.4,0.10654,1.38065,15.46875,0.30397,2.5,0.90101,0.12477,0,6.28,4415,0.00142,0.68134,4082590,25714000,6.29845,47,44912683,609110165,547106.38298,0.912,0.04094,0.17399,0.04094,0.17399,0.04094,0.7275,4.68748,0.04094,1.25468,1,1,12667932.02133,6205763.18,3.54538,7.23725,5.39132,0.82412,0.73795,0.78104,0.88376,ILS,ILS,0.30749,0.30749,538.8738,221.0992,293.9367,220.0939,1.2641,1830,4614,3433.6458,28.58053,141.25683,-4.31296,1.85704,41.0136,2.30013,2.3973,32.039,0.04719,12.08312,8.68366,2.1664,2.23977,2.35871,16.0531,10.39339,2.21308,2.2859,40368599.15733,41774422.938,41071511.04767,None
TLV:AFHL,AFCON HOLDINGS LTD,Technology,Israel,544.29813,517509503.37533,3020023.28467,146624741.06067,16490811.696,9755417.49033,332067122.218,517509503.37533,3020023.28467,146624741.06067,16490811.696,9755417.49033,332067122.218,0.20171,0.20171,3.05773,3.05773,3.05773,17.59697,1.01924,7.29,0.05863,0.01379,2.25,0.26916,2.5,0.18252,0.22939,0,20.595,20800,0.00099,0.58933,5057400,106122000,20.98351,1209,365004071,31848446484,87776.67494,34.738,0.02158,0.28124,0.02158,0.28124,0.02158,26.12381,131.66905,0.02158,1.15789,1,1,19410941.72933,15060655.20667,18.80404,24.2356,21.51982,2.69749,2.64146,2.66948,1.63385,ILS,ILS,0.30749,0.30749,949.1046,215.99013,323.9852,323.9852,1.29403,8320,21720,15893.542,30.87076,150.0,-4.23573,1.86269,41.76752,1.37493,1.38267,0.28935,0.16303,3.3487,3.31462,1.57707,1.65345,1.3888,0.23619,3.34166,1.62526,1.50703,538296893.34067,577717972.31267,558007432.82667,None
