"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,skip_reason
TLV:AZRT,REIT AZORIM - H.F,Real Estate,Israel,36424801.22,4418933.333,6183733.333,1746200,8138800,7161266.667,3082566.667,4418933.333,6183733.333,1746200,8138800,7161266.667,3082566.667,45.29548,45.29548,12.04176,12.04176,12.04176,34.15555,12.04176,44.31354,2.87168,0,0,0,0,1.65096,0.58617,0,0.32,1282,0.00025,0.35946,62100000,20119000,0.32398,10000000,317341050,239293785,2.0119,-0.001,0.2521,0.07386,0.2521,0.07386,0.2521,0.01771,1.13857,0.2521,2.31051,1,1,3983000,864333.3333,79.67388,367.15124,223.41256,2.43036,0.88114,1.65575,1.28676,USD,ILS,1,0.30034,0,0,0,0,1282,773,1600,1293.4965,-0.88879,65.84735,-19.875,1.23096,3.47899,1.4355,2.32974,2.24298,0.98172,0,0,0.01683,3.68213,1.89262,1.62235,0.01,1.85948,1.87605,447895571.4,1040825571,744360571.4,None
TLV:BIG,BIG SHOPPING CENTE,Real Estate,Israel,8808107290,196111127.7,64314467.21,51101609.59,13224971.33,38769719.27,123606368.6,196111127.7,64314467.21,51101609.59,13224971.33,38769719.27,123606368.6,7.21717,7.21717,61.8165,61.8165,61.8165,4.33414,61.8165,42.685,-0.01653,0.27136,1,-0.11958,0,0.14326,0.17441,0,-0.618,38980,-2.00E-05,0.44535,19964100,-9141000,-0.45787,10000000,3990745231,2396608249,-0.9141,-0.823,-0.08921,-0.47968,-0.08921,-0.47968,-0.08921,-0.73717,0.31283,-0.08921,0.96079,1,1,58891267.88,10669638.57,67.76463,374.02816,220.89639,2.0064,2.06257,2.03449,1.42635,ILS,ILS,0.30034,0.30034,686.324,688.715,602.38,502.303,38980,22350,40800,35887.902,8.61599,74.40716,-4.46078,1.80271,34.32063,1.55374,1.53352,3.72079,4.20897,0.47654,0.51098,0.46909,0.59581,1.55363,3.97488,0.50376,0.54245,1.04804,3721905616,6064168237,4893036927,None
TLV:BLSR,BLUE SQUARE REAL,Real Estate,Israel,470206.3472,82426290.71,66528613.74,26803643.07,18988776.25,42758695,54614966.89,82426290.71,66528613.74,26803643.07,18988776.25,42758695,54614966.89,5.68393,5.68393,4.50899,4.50899,4.50899,2.52469,4.50899,24.023,0.55993,2.19719,2.5,8.37792,12.03125,5.50514,0.21207,0,16.206,23800,0.00068,0.37898,11585000,187748992,16.20621,45,1905827508,846547454,4172199.822,-0.6,0.13487,-0.06445,0.13487,-0.06445,0.13487,-0.46611,0.58389,0.13487,1.72435,1,1,37430593.32,10539751.53,50.91631,180.82281,115.86956,2.05073,2.16139,2.10606,1.45123,ILS,ILS,0.30034,0.30034,517.912,517.912,328.011,474.753,23800,10970,25460,21672.727,9.81544,116.95533,-6.52003,1.77088,30.84108,1.49844,1.46479,0.19556,0.5046,0.82182,0.61866,0.73553,0.95001,1.49162,0.36008,0.73024,0.85277,1.17219,2017100699,2147758673,2082429686,None
TLV:BRMG,BRIMAG DIGITAL AGE,Consumer Cyclical,Israel,2.88096,147094358.2,8553502.996,41021718.65,3975720.716,6264611.856,94058038.43,147094358.2,8553502.996,41021718.65,3975720.716,6264611.856,94058038.43,0.24207,0.24207,2.74105,2.74105,2.74105,0.09004,2.74105,7.623,0.07707,0.32318,5.625,2.85782,30.07812,1.74639,0.12964,0,3.858,3447,0.00112,0.47816,10111500,39012000,3.85818,344,122509185,45577070,113406.9767,2.911,0.02221,0.2173,0.02221,0.2173,0.02221,2.23758,12.23788,0.02221,1.16106,1,1,15403016.99,6653331.907,7.95358,18.41321,13.1834,1.16606,1.14648,1.15627,1.0753,ILS,ILS,0.30034,0.30034,148.346,79.1177,98.8971,98.9,3447,1152,3601,2432.8252,41.68712,199.21875,-4.27659,1.87423,43.34544,1.88656,1.88136,0.20548,0.17693,1.15759,1.02339,1.80115,1.87814,1.89396,0.2012,1.10049,1.84965,1.8718,138174505.9,140556651.4,139365578.6,None
TLV:BVC,BATM ADVANCED COMM,Technology,Israel,503573832.9,153891400,6330733.333,50203400,3441700,4886216.667,102047400,153891400,6330733.333,50203400,3441700,4886216.667,102047400,3.30614,3.30614,50.30695,50.30695,50.30695,5.94735,16.76898,124.53,0.05335,0,0,0,0,0.04049,0.37084,0,0.022,362.6,6.00E-05,3.98113,100000000,9793000,0.09793,1196,606911348,606911348,8188.12709,1.456,0.12435,0.51299,0.12435,0.51299,0.12435,1.22025,7.15123,0.12435,1.67175,1,1,12107066.67,6208500,50.12869,97.75491,73.9418,0.63285,0.67016,0.65151,0.80716,USD,ILS,1,0.30034,0,0,0,0,362.6,1.389,370.1,3.79,9467.28232,26005.11159,-2.02648,1.95932,56.57561,2.53035,2.44378,0,0,0.8413,0.92846,2.04623,1.99809,2.49707,0.01,0.89488,2.03216,2.26461,179473800,196454200,187964000,None
TLV:CRSO,CARASSO MOTORS LTD,Consumer Cyclical,Israel,2477180456,3889963133,136319200,972806866.7,35358000,85838600,2431385000,3889963133,136319200,972806866.7,35358000,85838600,2431385000,0.39465,0.39465,3.28124,3.28124,3.28124,0.12371,3.28124,6.597,0.03515,0,0,0,0,0.03009,0.18242,0,1.535,1686,0.00091,0.27421,91404896,130823000,1.43125,906,1468701620,460379220,144396.2472,0.325,-0.02763,-0.03412,-0.02763,-0.03412,-0.02763,0.23522,2.22609,-0.02763,1.02237,1,1,-47290933.33,-144510800,30245133.05,1081077.141,15663105.09,2.38061,2.6756,2.5281,1.59,USD,ILS,1,0.30034,68.924,47.043,43.7787,87.5574,1686,871.1,1800,1482.5664,13.72172,93.54839,-6.33333,1.75455,29.17374,1.42631,1.37489,0.0581,0.08363,2.92614,2.89938,1.11761,1.00629,1.4106,0.08086,2.92276,1.07195,1.24127,5220533467,5925127400,5572830433,None
TLV:DANE,DANEL-ADIR YEHOSHU,Healthcare,Israel,38466.14432,538924309.4,30863298.81,154942702.9,10350957.81,20607128.31,346933506.2,538924309.4,30863298.81,154942702.9,10350957.81,20607128.31,346933506.2,0.46793,0.46793,7.81554,7.81554,7.81554,0.51328,7.81554,14.342,0.06417,0.87132,15.46875,0.16663,2.5,0.56467,0.44847,0,24.21,63220,0.00038,3.36752,5384340,127360000,23.65378,3793,928844035,1018786033,33577.64303,0.911,0.07229,0.15608,0.07229,0.15608,0.07229,0.72227,4.66135,0.07229,1.41143,1,1,59584672.85,20340306.25,15.58864,45.66519,30.62692,2.22674,2.1805,2.20362,1.48446,ILS,ILS,0.30034,0.30034,500,500,500,400,63220,30560,65000,54599.16,15.78933,106.87173,-2.73846,1.89663,46.5477,1.50731,1.52036,0.14154,0.1549,0.27933,0.28897,1.1582,1.14444,1.52383,0.15822,0.29415,1.16132,1.34258,262300121.6,288321770.4,275310946,None
TLV:DELT,DELTA-GALIL IND,Consumer Cyclical,Israel,136152971.8,1513004933,3913933.333,405568066.7,8959000,6436466.667,959286500,1513004933,3913933.333,405568066.7,8959000,6436466.667,959286500,0.59918,0.59918,141.2424,141.2424,141.2424,0.62862,141.2424,20.26,-0.02756,0.00114,1,0.00935,1,0.01173,0.15794,0,-1.562,11690,-0.00013,1.90827,25500600,-39850000,-1.56271,23100,866622045,909101981,-1725.10823,-0.326,-0.02077,-0.54675,-0.02077,-0.54675,-0.02077,-0.38119,0.66881,-0.02077,1.02923,1,1,165789200,68884533.33,5.22725,12.58079,8.90402,2.22395,2.63359,2.42877,1.55845,USD,ILS,1,0.30034,5.9,13.9,13.9,13.9,11690,34,11880,46.39,25099.39642,34282.35294,-1.59933,1.96792,58.08271,1.4714,1.38076,0.30061,0.19788,0.56815,0.51914,1.63429,1.50402,1.43608,0.25924,0.55365,1.57916,1.50762,1554818933,1653035067,1603927000,None
TLV:DNYA,DNYA CEBUS,Real Estate,Israel,72311.66194,4626827200,145932266.7,1263861133,54582666.67,100257466.7,2945344167,4626827200,145932266.7,1263861133,54582666.67,100257466.7,2945344167,0.264,0.264,4.09008,4.09008,4.09008,0.14613,4.09008,15.119,0.03284,0,0,0,0,0.02877,0.05971,0,5.5,7422,0.00074,0.79831,30975700,156602000,5.05564,1893,1258984529,696812788,82726.88854,0.092,0.02082,0.04188,0.02082,0.04188,0.02082,0.07947,1.44735,0.02082,1.1541,1,1,103587400,14573600,12.15384,86.38803,49.27093,5.63107,5.84375,5.73741,2.39529,USD,ILS,1,0.30034,96.729,0,0,0,7422,5220,7938,6333.575,17.185,42.18391,-6.50038,1.62031,18.09619,1.26373,1.2697,0.46163,0.45675,29.60124,27.83166,1.06045,1.04854,1.27671,0.46919,28.72645,1.0645,1.17061,5861775857,5880587857,5871181857,None
TLV:DRSL,DORSEL (B.A.Z.),Real Estate,Israel,77544.08469,56751933.33,33636866.67,14485000,8321000,20978933.33,35618466.67,56751933.33,33636866.67,14485000,8321000,20978933.33,35618466.67,2.98208,2.98208,3.36588,3.36588,3.36588,1.52392,3.36588,14.355,0.45371,0,0,0,0,0.26926,0.16832,0,1.16,1286,0.0009,0.26737,22553500,26217000,1.16244,14,172317081,88058332,1872642.857,-0.381,0.01345,-0.11211,0.01345,-0.11211,0.01345,-0.31378,0.73622,0.01345,1.11727,1,1,25820600,7229400,6.67363,23.8356,15.25461,1.29468,1.35932,1.327,1.15195,USD,ILS,1,0.30034,22.1695,22.1695,26.6034,35.4712,1286,910,1346,1248.07,3.03909,41.31868,-4.45765,1.72477,26.3262,1.77551,1.74082,1.6441,0.10096,0.26323,0.17251,1.23674,1.53234,1.76816,0.88253,0.22787,1.39454,1.58135,713528466.7,760673466.7,737100966.7,None
TLV:ELCRE,ELECTRA REAL ESTAT,Real Estate,Israel,5213587.438,42449935.46,22609394.97,13356320.03,7734435.771,15171915.37,27903127.75,42449935.46,22609394.97,13356320.03,7734435.771,15171915.37,27903127.75,4.47597,4.47597,6.82527,6.82527,6.82527,4.19383,6.82527,18.528,0.6174,2.81641,6.1875,1.45741,2.5,2.12398,0.17904,0,1.71,3496,0.00049,1.63302,56904700,97774000,1.71821,11,708828541,664146868,8888545.455,-0.176,0.1083,0.35736,0.1083,0.35736,0.1083,-0.04266,1.00734,0.1083,1.59152,1,1,2782590.032,769951.624,254.73697,920.61439,587.67568,1.50423,1.40694,1.45559,1.20648,ILS,ILS,0.30034,0.30034,21.439,13.7522,75,0,3496,1285,4200,2823.2798,23.82761,172.06226,-16.7619,1.51698,12.18656,1.70474,1.76968,2.53868,2.07741,1.24761,1.27212,2.07865,1.95369,1.74721,2.31804,1.26987,2.02617,1.88669,311010904,310050428.2,310530666.1,None
TLV:EMDV,EMILIA DEV (O.F.G),Financial Services,Israel,91.47041,532954090.9,10240152.37,137128996.9,3667431.717,6953792.043,335041543.9,532954090.9,10240152.37,137128996.9,3667431.717,6953792.043,335041543.9,0.28773,0.28773,3.39135,3.39135,3.39135,0.09709,3.39135,8.765,0.02863,0.04324,2.25,0.06664,2.5,0.06452,0.01,0,1.858,2099,0.00089,0.2829,27993000,52007000,1.85786,10000000,522764518,176387615,5.2007,0.31651,0.01916,0.31651,0.01916,0.31651,0.01916,0.31651,2.63256,0.01916,1.14578,1,1,52112834.35,18983570.36,10.0314,27.53773,18.78457,2.21684,2.28439,2.25061,1.5002,ILS,ILS,0.30034,0.30034,36.793,27.5061,33.2216,51.7972,2099,1269,2575,2224.042,-5.62229,65.40583,-18.48544,1.27106,4.21686,1.66331,1.63892,0.19926,0.21623,0.77782,0.76932,1.44611,1.4843,1.66111,0.21775,0.78357,1.4752,1.56816,683002691.8,711230048.3,697116370.1,None
TLV:ENDY,ENDYMED LTD,Healthcare,United States,115466.3368,15666066.67,719266.6667,3929600,-16900,351183.3333,9797833.333,15666066.67,719266.6667,3929600,-16900,351183.3333,9797833.333,0.707,0.707,33.46061,33.46061,33.46061,0.70489,33.46061,60.289,0.02147,0.0441,1,0.0002,1,0.04136,0.01,0,0.022,245.3,9.00E-05,1.19308,13736200,308000,0.02242,32,10140115,10111675,9625,-0.27806,-0.0518,-0.27806,-0.0518,-0.27806,-0.0518,-0.27806,0.77194,-0.0518,0.9982,1,1,1283200,765200,7.90221,13.25159,10.5769,1.01963,0.57991,0.79977,0.8943,USD,ILS,1,0.30034,0,0,0,0,245.3,2.789,502.6,279.7249,-12.3067,8695.26712,-51.19379,0.97041,0.97141,2.42745,2.73341,0.11355,0.12888,0.91872,1.10044,3.09396,3.68428,2.59043,0.13121,1.01958,3.39912,2.99477,13138933.33,13432000,13285466.67,None
TLV:ENRG,ENERGIXS-RENEWABLE,Technology,Israel,12329.74176,70331779.11,18997446.07,19831209.93,4819616.048,11908531.06,45081494.52,70331779.11,18997446.07,19831209.93,4819616.048,11908531.06,45081494.52,7.71634,7.71634,21.61706,21.61706,21.61706,6.49407,7.20569,36.113,0.2941,9.09821,34.80469,0.611,2.5,5.42556,0.13847,0,0.162,1171,0.00014,1.0693,486832000,77209000,0.15859,66,2025754991,1704868313,1169833.333,0.083,0.09426,0.19632,0.09426,0.19632,0.09426,0.11133,1.60664,0.09426,1.52132,1,1,44063782.42,13641703.09,45.97324,148.49722,97.23523,1.43222,1.33267,1.38244,1.17577,ILS,ILS,0.30034,0.30034,4,4,16,2,1171,1094,1699,1285.5804,-8.91274,7.03839,-31.0771,0.25455,0.25555,1.70543,1.76255,1.52442,0.3631,0.8749,0.42919,2.64596,3.81167,1.74399,0.95376,0.66204,3.23882,2.4914,936286755.7,1117007546,1026647151,None
