Symbol,Name,Sector,sss_value,close,appearance_counter
TRV,The Travelers Companies  Inc.,Financial Services,194497.42424,148.87,24.9919
STX,Seagate Technology Holdings PLC,Technology,28339810.12948,88.82,24.8551
VIPS,Vipshop Holdings Limited,Consumer Cyclical,0.39287,19.65,24.8125
IBA,Industrias Bachoco  S.A.B. de C,Consumer Defensive,9.06349,44.06,24.74
PKI,PerkinElmer  Inc.,Healthcare,32897.27904,149.69,24.7351
NTES,NetEase  Inc.,Communication Services,794.92993,110.85,24.5762
LAKE,Lakeland Industries  Inc.,Consumer Cyclical,0.02692,21.43,24.4195
LH,Laboratory Corporation of Ameri,Healthcare,2069886.49281,260.18,24.4086
PINC,Premier  Inc.,Healthcare,528482.798,34.52,24.3093
QD,Qudian Inc.,Financial Services,0.15531,2.58,23.9819
DFS,Discover Financial Services,Financial Services,16376333.82879,117.26,23.7975
ORI,Old Republic International Corp,Financial Services,64261.76211,25.36,23.7898
ZTO,ZTO Express (Cayman) Inc.,Industrials,2115.14756,30.03,23.5421
EBS,Emergent Biosolutions  Inc.,Healthcare,219.86656,63.12,23.3951
CAG,ConAgra Brands  Inc.,Consumer Defensive,174271.22386,36.38,23.3476
PCH,PotlatchDeltic Corporation - Co,Real Estate,6384.50753,52.46,23.3262
DG,Dollar General Corporation,Consumer Defensive,8064001.45327,213.28,23.239
ANAT,American National Group  Inc.,Financial Services,18014.13622,150.31,23.2271
AVNW,Aviat Networks  Inc.,Technology,181.90474,41.07,23.1119
AMX,America Movil  S.A.B. de C.V. A,Communication Services,11735.18693,15.42,23.0981
GRMN,Garmin Ltd.,Technology,7875040.20383,141.0,22.9995
SWKS,Skyworks Solutions  Inc.,Technology,122478.54728,172.46,22.9169
MFG,Mizuho Financial Group  Inc. Sp,Financial Services,1.61827,2.98,22.9165
TGS,Transportadora de Gas del Sur S,Energy,0.21623,5.11,22.8575
FN,Fabrinet,Technology,343243.84385,93.9,22.6471
NEU,NewMarket Corp,Basic Materials,3953.65042,312.3,22.6219
TAK,Takeda Pharmaceutical Company L,Healthcare,359.55523,16.91,22.6115
TER,Teradyne  Inc.,Technology,8446388.54031,129.59,22.597
KMPR,Kemper Corporation,Financial Services,1871.86442,71.07,22.5596
NOC,Northrop Grumman Corporation,Industrials,4355842.45307,368.7,22.5247
TMO,Thermo Fisher Scientific Inc,Healthcare,1785938.0661,486.08,22.4382
IX,Orix Corp,Financial Services,580.83825,88.08,22.379
SF,Stifel Financial Corporation,Financial Services,88963.04465,62.68,22.3203
ECPG,Encore Capital Group Inc,Financial Services,7767.36756,48.97,22.2602
VZ,Verizon Communications Inc.,Communication Services,329584.07509,56.53,22.2467
SAL,Salisbury Bancorp  Inc.,Financial Services,995.45115,46.92,22.1865
WHR,Whirlpool Corporation,Consumer Cyclical,34211.99881,211.26,22.1213
PATK,Patrick Industries  Inc.,Consumer Cyclical,2753.88301,74.0,22.1188
CROX,Crocs  Inc.,Consumer Cyclical,3706399.9021,108.21,22.0281
KLIC,Kulicke and Soffa Industries  I,Technology,11906.8316,56.47,21.9531
JD,JD.com  Inc.,Consumer Cyclical,16.04451,73.5,21.9261
DISH,DISH Network Corporation,Communication Services,53305.65892,41.16,21.9036
HBCP,Home Bancorp  Inc.,Financial Services,1129.98885,38.0,21.8871
TTEC,TTEC Holdings  Inc.,Technology,1982755.81184,97.49,21.7775
GMAB,Genmab A/S,Healthcare,112203.38513,43.53,21.6527
AMAT,Applied Materials  Inc.,Technology,10446075.45474,137.32,21.4835
BERY,Berry Global Group  Inc.,Consumer Cyclical,129404.8439,64.39,21.1579
G,Genpact Limited,Technology,1841034.16044,44.95,21.1096
LFC,China Life Insurance Company Li,Financial Services,14.63783,10.03,21.0713
CPB,Campbell Soup Company,Consumer Defensive,1046806.95646,45.69,21.034
BIDU,Baidu  Inc.,Communication Services,103.84315,185.56,21.0116
CHKP,Check Point Software Technologi,Technology,155827.73236,119.11,20.6694
C,Citigroup  Inc.,Financial Services,657361075.53642,68.86,20.6172
HBT,HBT Financial  Inc.,Financial Services,4978.9243,17.69,20.5743
IRBT,iRobot Corporation,Technology,2345.00717,95.38,20.57
QRVO,Qorvo  Inc.,Technology,1297432.61475,181.33,20.5548
CTSH,Cognizant Technology Solutions ,Technology,255156.51908,69.17,20.5279
LARK,Landmark Bancorp Inc.,Financial Services,1725.16384,27.1,20.3912
EWBC,East West Bancorp  Inc.,Financial Services,1049498.08422,68.5,20.3331
GIS,General Mills  Inc.,Consumer Defensive,1675267.21013,61.1,20.2154
SBS,Companhia de saneamento Basico ,Utilities,428.70643,7.63,20.2145
BTI,British American Tobacco  Indus,Consumer Defensive,1287468.10638,39.7,20.206
CCK,Crown Holdings  Inc.,Consumer Cyclical,1960539.52371,99.65,20.0433
BBVA,Banco Bilbao Vizcaya Argentaria,Financial Services,4856251.01156,6.36,20.0047
TROW,T. Rowe Price Group  Inc.,Financial Services,256441.13751,192.95,19.9764
PFG,Principal Financial Group Inc,Financial Services,250973.89236,61.81,19.8946
ALSN,Allison Transmission Holdings  ,Consumer Cyclical,179031.67874,39.58,19.7373
GHC,Graham Holdings Company,Consumer Defensive,29304.78525,639.77,19.7226
K,Kellogg Company,Consumer Defensive,2183433.50264,64.53,19.6661
CACI,CACI International  Inc.,Technology,215935.32449,263.83,19.5782
FTV,Fortive Corporation,Technology,2040872.8983,69.5,19.5632
STM,STMicroelectronics N.V.,Technology,755364.96151,37.85,19.4196
CNC,Centene Corporation,Healthcare,3162.17342,74.31,19.2669
HUM,Humana Inc.,Healthcare,240850.02846,428.94,19.1534
FORTY,Formula Systems (1985) Ltd.,Technology,10960.35168,88.92,19.1084
NCBS,Nicolet Bankshares Inc.,Financial Services,258.14953,74.18,19.0429
THO,Thor Industries  Inc.,Consumer Cyclical,4176.58229,104.84,19.0356
FBC,Flagstar Bancorp  Inc.,Financial Services,84412130.84703,44.36,18.9875
SNY,Sanofi,Healthcare,3658026.84489,53.24,18.9301
TLK,PT Telekomunikasi Indonesia  Tb,Communication Services,303025.29982,23.4,18.9158
MYFW,First Western Financial  Inc.,Financial Services,175765.20811,27.5,18.8639
HAPP,Happiness Biotech Group Limited,Healthcare,4e-05,1.6,18.7414
AMNB,American National Bankshares  I,Financial Services,392.7284,33.01,18.5313
VMW,Vmware  Inc.,Technology,5312920.13899,156.95,18.4838
ATHM,Autohome Inc.,Communication Services,2424.7398,64.19,18.4137
EBMT,Eagle Bancorp Montana  Inc.,Financial Services,20142.53968,24.03,18.3981
REGN,Regeneron Pharmaceuticals  Inc.,Healthcare,229057.60246,536.01,18.1691
OPY,Oppenheimer Holdings  Inc.,Financial Services,117.87506,53.14,18.1081
SAIC,SCIENCE APPLICATIONS INTERNATIO,Technology,567379.19913,93.42,18.0716
AVY,Avery Dennison Corporation,Industrials,22036631.80386,208.57,17.9434
SEM,Select Medical Holdings Corpora,Healthcare,1128759.66954,42.25,17.7325
OLLI,Ollie's Bargain Outlet Holdings,Consumer Defensive,85171.40843,88.55,17.6207
USM,United States Cellular Corporat,Communication Services,30136.71947,38.4,17.5786
EBAY,eBay Inc.,Consumer Cyclical,92113056.98379,65.33,17.3681
LFVN,Lifevantage Corporation,Consumer Defensive,24.45689,7.66,17.364
AN,AutoNation  Inc.,Consumer Cyclical,32585.31438,90.69,17.3573
SCCO,Southern Copper Corporation,Basic Materials,24384.51567,59.41,17.3457
ACGL,Arch Capital Group Ltd.,Financial Services,4558.00078,38.51,17.2973
CMS,CMS Energy Corporation,Utilities,637136.12192,59.51,17.2838
WYY,WidePoint Corporation,Technology,28.66311,7.16,17.1917
WGO,Winnebago Industries  Inc.,Consumer Cyclical,304.65819,62.74,17.1102
CBZ,CBIZ  Inc.,Industrials,1144389.04183,33.16,17.0816
SC,Santander Consumer USA Holdings,Financial Services,1476791.6182,36.24,16.9664
RILY,B. Riley Financial  Inc.,Financial Services,116009400431.53244,69.43,16.9584
OPBK,OP Bancorp,Financial Services,3241.76963,9.97,16.9476
PH,Parker-Hannifin Corporation,Industrials,3830139.97618,285.25,16.8654
CAJ,Canon  Inc.,Technology,1.7043,23.74,16.7882
AMCX,AMC Networks Inc.,Communication Services,592391.47307,61.62,16.7008
EBIX,Ebix  Inc.,Technology,7602.44202,35.66,16.6572
MOMO,Momo Inc.,Communication Services,1498.62432,15.13,16.6084
KEYS,Keysight Technologies Inc.,Technology,12002752.35514,149.35,16.5909
AFG,American Financial Group  Inc.,Financial Services,838338.7973,121.88,16.5363
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,6235.45855,188.36,16.4243
ACBI,Atlantic Capital Bancshares  In,Financial Services,2e-05,26.56,16.3197
CB,Chubb Limited,Financial Services,24645.42291,160.27,16.2749
CATY,Cathay General Bancorp,Financial Services,390327.87742,39.97,16.2586
FNCB,FNCB Bancorp Inc. Common Stock,Financial Services,993.0284,7.27,16.253
BWXT,BWX Technologies  Inc.,Industrials,5294893.15734,60.44,16.2074
HBAN,Huntington Bancshares Incorpora,Financial Services,8622892.33738,13.52,16.1498
GSK,GlaxoSmithKline PLC,Healthcare,3365846478.68767,40.57,16.0011
SSNC,SS&C Technologies Holdings  Inc,Technology,13454188.34194,72.34,15.8182
BKE,Buckle  Inc. (The),Consumer Cyclical,2207737.34835,41.94,15.8067
IBCP,Independent Bank Corporation,Financial Services,11477.36817,22.01,15.7758
SSD,Simpson Manufacturing Company  ,Industrials,596942.33223,108.37,15.7613
ESQ,Esquire Financial Holdings  Inc,Financial Services,9868.54872,23.82,15.7552
LU,Lufax Holding Ltd,Financial Services,2063.64908,12.42,15.7031
CMI,Cummins Inc.,Industrials,490475.19065,237.33,15.6862
SPNS,Sapiens International Corporati,Technology,63498.96622,27.68,15.6422
BSBR,Banco Santander Brasil SA,Financial Services,10219372.3746,8.94,15.6123
TCFC,The Community Financial Corpora,Financial Services,13367.88119,35.5,15.5548
AMKR,Amkor Technology  Inc.,Technology,2493.38233,23.54,15.4981
ORRF,Orrstown Financial Services Inc,Financial Services,4225.65907,25.0,15.4761
CVCY,Central Valley Community Bancor,Financial Services,10512.71687,19.6,15.4647
CFBK,CF Bankshares Inc.,Financial Services,371595.58598,19.64,15.3963
UWMC,UWM Holdings Corporation,Financial Services,779395087.51859,9.87,15.356
BSIG,BrightSphere Investment Group I,Financial Services,2993309.06585,22.91,15.279
PBR.A,Petroleo Brasileiro S.A.- Petro,Energy,363.91968,11.1,15.2494
UBOH,United Bancshares  Inc.,Financial Services,5014.48856,32.0,15.2224
AKO.A,Embotelladora Andina S.A.,Consumer Defensive,11478.41324,12.0,15.2148
QCOM,QUALCOMM Incorporated,Technology,1101191.27412,135.35,15.2017
SNP,China Petroleum & Chemical Corp,Energy,385.08596,52.7,15.1834
HD,Home Depot  Inc. (The),Consumer Cyclical,83839792.07469,303.12,15.0727
AAWW,Atlas Air Worldwide Holdings,Industrials,552.13831,70.6,14.9072
HUN,Huntsman Corporation,Basic Materials,380618.48751,25.85,14.8809
TGT,Target Corporation,Consumer Defensive,3725493.32117,231.22,14.7574
IBM,International Business Machines,Technology,11661863.92579,145.6,14.7212
CM,Canadian Imperial Bank of Comme,Financial Services,132078442.1879,117.82,14.6836
FHN,First Horizon Corporation,Financial Services,12.97652,17.07,14.6448
BIO.B,Bio-Rad Laboratories  Inc.,Healthcare,153080.86278,590.9,14.635
EHC,Encompass Health Corporation,Healthcare,1646024.18397,80.71,14.6056
WOR,Worthington Industries  Inc.,Industrials,1824.83991,58.44,14.5812
AMG,Affiliated Managers Group  Inc.,Financial Services,5719.00981,154.87,14.5674
PBR,Petroleo Brasileiro S.A.- Petro,Energy,3065.11354,11.41,14.5557
HTH,Hilltop Holdings Inc.,Financial Services,148737.17625,37.13,14.538
PTR,PetroChina Company Limited,Energy,2552.91695,45.47402,14.413
SVA,None,Healthcare,0.59493,6.47,14.3616
RVP,Retractable Technologies  Inc.,Healthcare,24.75319,12.05,14.3605
CMC,Commercial Metals Company,Basic Materials,990403.56684,30.15,14.3229
NEM,Newmont Corporation,Basic Materials,215092.31249,63.67,14.2911
TXN,Texas Instruments Incorporated,Technology,89539349.1159,187.65,14.2555
OZK,Bank OZK,Financial Services,26082.19586,40.55,14.2454
ULH,Universal Logistics Holdings  I,Industrials,5897.64597,23.07,14.1909
ESGRO,Enstar Group Limited - Deposito,Financial Services,5.02565,27.875,14.1773
AKO.B,Embotelladora Andina S.A.,Consumer Defensive,34470.76025,14.39,14.1764
DAC,Danaos Corporation,Industrials,266036.35567,71.81,14.1533
TEL,TE Connectivity Ltd. New Switze,Technology,65571311.18692,133.81,14.1292
CMCL,Caledonia Mining Corporation Pl,Basic Materials,13.70236,13.37,14.0981
ESGRP,Enstar Group Limited - Deposita,Financial Services,8.73506,29.49,14.0958
RF,Regions Financial Corporation,Financial Services,235.76577,19.82,14.0772
QIWI,QIWI plc,Financial Services,5.60743,10.89,14.0762
AMCR,Amcor plc,Consumer Cyclical,630520.94019,11.54,14.0343
MPB,Mid Penn Bancorp,Financial Services,59239.38663,28.15,14.0135
LB,L Brands  Inc.,Consumer Cyclical,758246410.03925,62.79,14.002
GOLD,Barrick Gold Corporation,Basic Materials,306474.99947,21.03,13.9524
AVGO,Broadcom Inc.,Technology,13186950.45072,471.17,13.9501
PB,Prosperity Bancshares  Inc.,Financial Services,1692834.33065,72.4,13.9104
ATLO,Ames National Corporation,Financial Services,329.69047,24.77,13.881
KOP,Koppers Holdings Inc. Koppers H,Basic Materials,5711.91414,31.67,13.8497
WLTW,Willis Towers Watson Public Lim,Financial Services,1299434.54205,232.19,13.8064
SAP,SAP  SE,Technology,4046315.67238,141.81,13.7567
CNO,CNO Financial Group  Inc.,Financial Services,54925.21731,23.53,13.7356
MEI,Methode Electronics  Inc.,Technology,115187.17169,47.3,13.7158
CIVB,Civista Bancshares  Inc.,Financial Services,62449.56031,22.7,13.6867
CSCO,Cisco Systems  Inc.,Technology,44432926.3794,53.13,13.6376
THFF,First Financial Corporation Ind,Financial Services,429.50906,43.47,13.6093
UBS,UBS Group AG Registered,Financial Services,11577322596.39414,15.88,13.5897
COOP,Mr. Cooper Group Inc.,Financial Services,7761080180.56581,33.67,13.5497
BC,Brunswick Corporation,Consumer Cyclical,73466.09197,92.69,13.5427
INFY,Infosys Limited,Technology,67284947.27319,20.67,13.4929
HOLI,Hollysys Automation Technologie,Industrials,30.58859,14.95,13.4909
RDY,Dr. Reddy's Laboratories Ltd,Healthcare,1151.09968,72.09,13.4757
FKWL,Franklin Wireless Corp.,Technology,0.05791,9.08,13.4674
SJM,J.M. Smucker Company (The) New,Consumer Defensive,3241978.25053,133.61,13.4537
HMY,Harmony Gold Mining Company Lim,Basic Materials,0.00494,4.22,13.4308
BBL,BHP Group PlcSponsored,Basic Materials,789350.25212,57.36,13.3895
EURN,Euronav NV,Energy,332.00096,9.27,13.3476
RE,Everest Re Group  Ltd.,Financial Services,68.18325,245.53,13.3134
RCII,Rent-A-Center Inc.,Industrials,4952393.97753,57.12,13.3058
ENSG,The Ensign Group  Inc.,Healthcare,3835757.24165,86.01,13.243
TTD,The Trade Desk  Inc.,Technology,2144373.20357,62.14,13.2388
MUSA,Murphy USA Inc.,Consumer Cyclical,76350.28087,132.06,13.2135
SNPS,Synopsys  Inc.,Technology,35999396.43065,265.14,13.1935
TRTN,Triton International Limited,Industrials,17204.92397,48.74,13.1237
KT,KT Corporation,Communication Services,0.11527,14.44,13.1055
UTHR,United Therapeutics Corporation,Healthcare,1163012.93651,182.41,12.9852
KEP,Korea Electric Power Corporatio,Utilities,2.43808,11.81,12.9852
QFIN,360 DigiTech  Inc.,Financial Services,22785.59578,44.05,12.963
MMM,3M Company,Industrials,25523363.0371,195.14,12.8994
ESNT,Essent Group Ltd.,Financial Services,26792.262,46.17,12.879
AMRB,American River Bankshares,Financial Services,8185.64077,17.62,12.8681
SWX,Southwest Gas Holdings  Inc.,Utilities,197330.37431,65.78,12.811
HWBK,Hawthorn Bancshares  Inc.,Financial Services,5362.91008,22.06,12.8015
RCKY,Rocky Brands  Inc.,Consumer Cyclical,1871.48659,54.54,12.7682
UCTT,Ultra Clean Holdings  Inc.,Technology,25986.01343,54.64,12.7649
AEL,American Equity Investment Life,Financial Services,271010.06567,31.91,12.7546
MTB,M&T Bank Corporation,Financial Services,2387375.14581,148.46,12.7293
TRP,TC Energy Corporation,Energy,29016108.98569,52.72,12.6901
ZIM,ZIM Integrated Shipping Service,Industrials,280605638.14752,42.85,12.6372
JLL,Jones Lang LaSalle Incorporated,Real Estate,1681717.48554,200.89,12.6107
GNW,Genworth Financial Inc,Financial Services,56.1581,4.14,12.5528
IRS,IRSA Inversiones Y Representaci,Industrials,18.41739,4.0,12.5518
TDS,Telephone and Data Systems  Inc,Communication Services,686.63367,23.6,12.5284
AGR,Avangrid  Inc.,Utilities,5313273.342,53.27,12.5247
HNP,Huaneng Power Intl,Utilities,66.14684,15.3,12.4898
EDUC,Educational Development Corpora,Communication Services,675.41494,13.78,12.4891
JEF,Jefferies Financial Group Inc.,Financial Services,32835756021.32378,30.16,12.4679
SIGI,Selective Insurance Group  Inc.,Financial Services,271964.85426,76.27,12.4568
BCC,Boise Cascade  L.L.C.,Basic Materials,107.55267,58.28,12.3651
LOPE,Grand Canyon Education  Inc.,Consumer Defensive,6208.31949,88.44,12.352
FAF,First American Corporation (New,Financial Services,355332.73013,63.3,12.3343
UBSI,United Bankshares  Inc.,Financial Services,519908.08225,37.74,12.3242
