"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
AL,Air Lease Corporation,Industrials,United States,14083602.96,1937794133,550427866.7,496087000,120181666.7,335304766.7,1216940567,1937794133,550427866.7,496087000,120181666.7,335304766.7,1216940567,10.037,10.037,10.71982,8.21291,10.09309,2.664,10.09309,60.33021,0.25615,0.72009,2.5,0.60454,2.5,0.6308,0.98539,5.73,4.39,47.08,0.09325,0.88236,114091000,500888992,4.39026,120,20229005312,5369122816,4174074.933,-0.326,-0.75,-0.0445,-0.0445,-0.0445,-0.0445,-0.25563,0.79437,-0.25563,0.79437,1,1,1190619400,312028333.3,16.99032,64.83067,40.91049,3.00898,3.05369,3.03134,1.74107,USD,1,0.16,0.16,0.15,0.15,5.23752,25.3,52.96,44.56456,5.64448,86.08696,-11.10272,1.57484,15.25507,1.33323,1.32788,0,0,10.74193,10.93932,2.60609,3.54071,1.34055,0.01,10.85062,3.0834,2.21198,None
ALGM,"Allegro MicroSystems, Inc.",Technology,United States,1.04655E+11,601632866.7,45891466.67,150132800,1076133.333,23483800,375882833.3,601632866.7,45891466.67,150132800,1076133.333,23483800,375882833.3,7.589,7.589,211.42512,0,211.42512,8.40535,70.47504,36.578,0.03827,0.18247,2.5,0.01149,1,0.12684,0.42075,0,0,26.71,0,1000,189434000,22605000,0.11933,1003487,4483040256,4965065216,4171.03142,-0.31607,-0.75,-0.2027,-0.2027,-0.2027,-0.2027,-0.28773,1.03932,-0.28773,1.03932,2.93,2.93,83873933.33,24228933.33,53.44974,185.02838,119.23906,0.33005,0.22767,0.27886,0.52807,USD,1,0,0,0,0,3.02134,16.78,34.66,26.70482,-6.85801,59.17759,-22.9371,1.11074,1.87789,4.20921,5.41147,7.01635,6.81081,1.39537,2.73366,2.95963,3.89655,4.82034,6.92357,2.07451,3.43809,4.12921,None
ALL,Allstate Corporation (The),Financial Services,United States,1547956.378,43737666667,4791333333,11640933333,1910200000,3350766667,27689300000,43737666667,4791333333,11640933333,1910200000,3350766667,27689300000,0.912,0.912,7.89197,11.00806,8.67099,0.91603,17.34198,4.437,0.12449,0.61072,5.625,1.01063,6.25,0.77978,0.79198,12.41,17.31,136.3,0.127,1.47022,300342016,5461000192,18.1826,41860,40848338944,41029722112,130458.6764,0.48,-0.75,0.11468,0.11468,0.11468,0.11468,0.38867,2.99335,0.38867,2.99335,22.91,22.91,5273866667,1364066667,7.74543,29.946,18.84571,3.77669,3.59351,3.6851,1.91966,USD,1,0.81,0.54,0.54,0.54,136.3,84.97,140,113.41072,20.18264,60.40956,-2.64286,1.86553,42.15125,1.29004,1.30011,0.62958,0.60762,0.32347,0.32911,0.50777,0.51735,1.30507,0.6286,0.33629,0.52256,0.91382,None
AM,Antero Midstream Corporation,Energy,United States,58176466.72,744634666.7,-151008733.3,237344533.3,84854333.33,-33077200,490989600,744634666.7,-151008733.3,237344533.3,84854333.33,-33077200,490989600,7.794,7.794,13.15068,12.1519,12.90099,4.81437,12.90099,10.141,0.37174,-0.22342,0,0.89233,2.5,0.5942,0.53259,0.79,0.73,9.85,0.07411,1.94253,477358016,353296992,0.74011,522,7418482176,4582637056,676814.1609,0.12576,-0.75,0.12576,0.12576,0.12576,0.12576,0.12576,1.67881,0.12576,1.67881,-0.67,6.7,580783066.7,184166066.7,12.77324,40.28148,26.52736,1.10366,1.32925,1.21645,1.10293,USD,1,0.225,0.3075,0.3075,0.3075,9.85,4.43,10.2,8.43319,16.80043,122.34763,-3.43137,1.87868,43.96639,1.9888,1.7527,0.04435,0.05195,18.41649,16.97803,0.70373,1.17961,1.88075,0.05815,17.70726,0.95167,1.41621,None
AMCX,AMC Networks Inc.,Communication Services,United States,239084.5966,2900698733,320364400,725681133.3,73522466.67,196943433.3,1813189933,2900698733,320364400,725681133.3,73522466.67,196943433.3,1813189933,1.592,1.592,11.56897,6.91753,10.40611,0.80504,10.40611,5.512,0.08525,0.2746,2.5,0.24797,2.5,0.24994,1.2848,7.76,4.64,53.31,0.08704,3.60825,30731300,239979008,7.80894,2002,4480581120,2266138880,119869.6344,0.2247,-0.75,-0.15602,-0.15602,-0.15602,-0.15602,0.12951,0.89398,0.12951,0.89398,-0.55,5.5,634913533.3,157687200,7.05699,28.41436,17.73568,9.79654,6.59977,8.19815,2.86324,USD,1,0,0,0,0,5.93341,20.16,83.63,47.19891,12.94751,164.43452,-36.25493,1.04459,1.29918,1.20138,1.23146,0.47708,0.03629,0.74296,0.82668,2.44547,2.28839,1.22642,0.26669,0.79482,2.37693,1.80167,None
AMD,"Advanced Micro Devices, Inc.",Technology,United States,7084250.293,8215400000,1461666667,3204666667,833400000,1147533333,5710033333,8215400000,1461666667,3204666667,833400000,1147533333,5710033333,8.138,8.138,33.61881,29.54982,32.60156,8.51854,10.86719,42.096,0.25241,0.96558,6.1875,1.60192,6.25,1.23732,0.77374,2.71,2.382,78.42,0.03037,15.02157,1215020032,2883000064,2.3728,12600,92947800064,97298808832,228809.5289,2.426,-0.75,0.57831,0.57831,0.57831,0.57831,1.96408,10.87039,1.96408,10.87039,1.39,1.39,708000000,688066666.7,131.2822,135.08546,133.18383,1.26463,0.61167,0.93815,0.96858,USD,1,0,0,0,0,78.42,48.42,99.23,85.09521,-7.84441,61.95787,-20.97148,1.18087,2.71152,2.29644,2.6963,0.39788,0.05664,4.57844,7.01842,2.22913,2.46132,2.50637,0.23726,5.80843,2.35522,2.4308,None
AME,"AMETEK, Inc.",Industrials,United States,27231346932,4729758267,844135733.3,1155027067,213304933.3,528720333.3,2942392667,4729758267,844135733.3,1155027067,213304933.3,528720333.3,2942392667,7.211,7.211,35.83555,28.14583,33.91312,6.86804,33.91312,25.098,0.19216,2.76863,15.46875,0.46048,2.5,1.75109,0.89284,4.8,3.77,134.38,0.02805,5.23481,230800000,872438976,3.78006,16500,32737630208,31181080576,52875.08945,-0.197,-0.75,0.02765,0.02765,0.02765,0.02765,-0.14084,1.08831,-0.14084,1.08831,-24.62,246.2,1159321533,348397333.3,28.23861,93.96636,61.10249,0.84301,0.79955,0.82128,0.90625,USD,1,0.2,0.18,0.18,0.18,13.88561,84.53,139.07,123.63696,8.68919,58.97315,-3.3724,1.82802,37.31472,2.20746,2.26037,0.30936,0.23066,0.30286,0.30525,1.93703,2.20761,2.24391,0.28001,0.31405,2.08232,2.16312,None
AMP,"Ameriprise Financial, Inc.",Financial Services,United States,3.93693E+15,12348266667,1701333333,3223466667,225666666.7,963500000,7785866667,12348266667,1701333333,3223466667,225666666.7,963500000,7785866667,2.425,2.425,31.28328,11.52795,26.34445,2.45312,52.68889,27.163,-0.00529,0.34336,2.5,0.78097,12.03125,0.55362,0.85023,22.54,-0.532,260.3,-0.00204,5.47827,116000000,-65000000,-0.56034,12300,29791479808,30141440000,-5284.55285,-0.785,-0.75,-0.04986,-0.04986,-0.04986,-0.04986,-0.60122,0.44878,-0.60122,0.44878,0.71,0.71,3537666667,-656948571.4,8.42122,673336897.6,336668453,26.06062,27.68151,26.87106,5.18373,USD,1,1.13,1.04,1.04,1.04,26.75429,137.88,269.29,218.93631,18.89302,88.78735,-3.33841,1.86318,41.83345,1.0385,1.03631,1.10836,0.90297,0.69975,0.69693,2.38848,5.38347,1.0474,1.01567,0.70834,3.89597,2.47169,None
AMT,American Tower Corporation (REI,Real Estate,United States,26222620594,7746486667,1652513333,2113120000,533020000,1092766667,4929803333,7746486667,1652513333,2113120000,533020000,1092766667,4929803333,17.808,17.808,59.27146,46.02883,55.96081,13.8454,55.96081,28.067,0.23402,1.19862,5.625,1.57218,6.25,1.28428,0.93629,5.55,4.31,254.11,0.01696,29.25896,444796992,1920600064,4.31793,5618,1.46151E+11,1.13628E+11,341865.4439,0.554,-0.75,0.02794,0.02794,0.02794,0.02794,0.42248,3.16242,0.42248,3.16242,2.7,2.7,3765586667,1078680000,38.8124,135.49104,87.15172,8.36351,10.57904,9.47128,3.07754,USD,1,1.24,1.21,1.14,1.1,254.11,197.5,272.2,231.33775,9.84372,28.66329,-6.64585,1.51566,12.12314,1.16482,1.11284,0.40328,0.32517,0.77948,0.78717,0.66989,0.7486,1.14883,0.37422,0.79333,0.71925,0.93404,None
ANET,"Arista Networks, Inc.",Technology,United States,105689772,2275456267,639690333.3,614249933.3,171012066.7,405351200,1444853100,2275456267,639690333.3,614249933.3,171012066.7,405351200,1444853100,8.863,8.863,42.4756,30.16711,39.39848,11.1693,13.13283,27.354,0.27381,0.69656,2.5,8.36146,30.07812,5.02611,0.64923,11.25,7.99,337.12,0.0237,7.78609,76271400,634556992,8.31972,2613,20539650048,25884987392,242846.1508,-0.298,-0.75,0.02366,0.02366,0.02366,0.02366,-0.21759,0.83241,-0.21759,0.83241,2.85,2.85,758060866.7,188478600,27.09499,108.97603,68.03551,0.4372,0.42824,0.43272,0.65781,USD,1,0,0,0,0,337.12,192.96,341.59,299.24188,12.65803,74.70978,-1.30859,1.93985,53.28559,3.28953,3.33536,0.20132,0.12424,0.73713,0.81036,5.09621,5.26263,3.32244,0.17278,0.78375,5.18942,4.25593,None
APD,"Air Products and Chemicals, Inc",Basic Materials,United States,120745623.7,8838266667,1875306667,2308580000,478266666.7,1176786667,5573423333,8838266667,1875306667,2308580000,478266666.7,1176786667,5573423333,7.403,7.403,35.20442,28.78578,33.59976,7.38658,33.59976,19.224,0.21089,0.53259,2.5,0.51845,2.5,0.49259,0.84541,10.41,8.512,298.28,0.02854,5.22784,221276992,1897100032,8.57342,19000,66452144128,66307862528,99847.37011,-0.0077,-0.75,-0.00487,-0.00487,-0.00487,-0.00487,-0.007,1.09266,-0.007,1.09266,2.6,2.6,2975213333,901846666.7,22.33525,73.68453,48.00989,0.89709,1.01974,0.95842,0.97899,USD,1,1.5,1.34,1.34,1.34,30.05228,229.17,327.89,277.81644,7.36586,30.15665,-9.03047,1.40012,7.53346,2.19172,2.02251,0.26856,0.17375,0.57398,0.58789,3.04018,3.16836,2.11711,0.23115,0.59093,3.11427,2.61569,None
APH,Amphenol Corporation,Technology,United States,73233888.72,8340540000,1153846667,2357006667,334380000,744113333.3,5348773333,8340540000,1153846667,2357006667,334380000,744113333.3,5348773333,4.589,4.589,32.25899,26.79681,30.89345,4.41032,10.29782,19.88,0.14164,0.77545,5.625,0.35432,2.5,0.57458,0.96868,2.51,2.085,67.19,0.03103,7.35403,597616000,1290899968,2.16008,80000,41820672000,40195653632,16136.2496,0.361,-0.75,0.04837,0.04837,0.04837,0.04837,0.28284,2.46421,0.28284,2.46421,2.52,2.52,1474320000,366486666.7,28.36608,114.1124,71.23924,1.34515,1.34984,1.34749,1.16082,USD,1,0.29,0.145,0.125,0.125,7.09426,45.905,69.62,65.52094,2.54737,46.3675,-3.49038,1.79507,33.4567,1.75581,1.7507,0.92699,0.23175,0.14562,0.32273,2.2426,2.4061,1.76326,0.58937,0.24418,2.33435,2.0488,None
APTV,Aptiv PLC,Consumer Cyclical,Ireland,58650789.21,13580666667,1458733333,3700933333,295200000,876966666.7,8640800000,13580666667,1458733333,3700933333,295200000,876966666.7,8640800000,3.031,3.031,22.57203,30.02395,24.43501,3.11366,24.43501,25.325,0.13807,0.27223,2.5,0.06719,1,0.21461,0.9797,5.01,6.664,150.89,0.04416,5.13817,270463008,1768999936,6.54064,151000,39608344576,40683044864,11715.23136,0.3,-0.75,0.1388,0.1388,0.1388,0.1388,0.2597,2.3485,0.2597,2.3485,0.88,0.88,1501600000,571800000,26.37743,69.26958,47.8235,1.80984,1.26197,1.53591,1.23932,USD,1,0.22,0.22,0.22,0.22,150.89,71.8,160.14,137.64485,9.6227,110.1532,-5.7762,1.79058,32.95832,1.65435,1.83281,0.55705,0.23315,0.52529,0.53855,1.61255,1.84026,1.75358,0.4051,0.54192,1.7364,1.74499,None
ARD,Ardagh Group S.A.,Consumer Cyclical,Luxembourg,2.63896E+12,6682000000,399133333.3,1747333333,-4133333.333,197500000,4214666667,6682000000,399133333.3,1747333333,-4133333.333,197500000,4214666667,2.166,2.166,29.57318,11.99515,25.17867,0.84857,25.17867,12.799,-0.00654,0.05993,1,-0.0028,0,0.04251,0.87371,2.06,-0.19,24.65,-0.00771,1000,18670000,-40000000,-2.14247,16000,14911258624,5840702464,-2500,-0.964,-0.75,-0.40178,-0.40178,-0.40178,-0.40178,-0.82344,0.22656,-0.82344,0.22656,3.86,3.86,770933333.3,141533333.3,19.34183,105.3551,62.34846,-27.47164,-38.08414,328.77891,18.13226,USD,1,0.15,0.15,0.15,0.15,24.65,11.72,28.33,21.97217,12.18735,110.32423,-12.98976,1.55689,14.24142,0.95007,0.97184,0.04301,5.86894,0.23047,0.27269,1.47273,2.35835,0.97096,2.96598,0.26158,1.92554,1.44825,None
ARE,Alexandria Real Estate Equities,Real Estate,United States,3.62092E+11,1678438600,569869933.3,484988600,148178000,359023966.7,1081713600,1678438600,569869933.3,484988600,148178000,359023966.7,1081713600,18.994,18.994,31.06657,57.31833,37.62951,13.4978,37.62951,30.323,0.3903,1.83903,5.625,0.78827,2.5,1.34185,0.94015,3.11,5.738,176.15,0.03257,1.99874,147503008,750057984,5.08504,470,37001269248,26293884928,1595868.051,-0.567,-0.75,0.25401,0.25401,0.25401,0.25401,-0.36175,0.68825,-0.36175,0.68825,751.3,751.3,759137866.7,214910533.3,48.74117,172.17057,110.45587,0.85834,0.82547,0.8419,0.91755,USD,1,1.09,1.09,1.06,1.06,17.76221,149.62,181.77,169.82173,3.72642,17.73159,-3.09182,1.65039,20.20773,2.33082,2.39003,0.70263,1.09882,0.85295,1.03267,2.96912,3.0316,2.37042,0.91073,0.95281,3.01036,2.69039,None
