"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
ACGL,Arch Capital Group Ltd.,Financial Services,Bermuda,10397.91342,7496234066.66667,1328310933.33333,2306019666.66667,454421533.33333,891366233.33333,4901126866.66667,7496234066.66667,1328310933.33333,2306019666.66667,454421533.33333,891366233.33333,4901126866.66667,1.878,1.878,9.77318,10.24289,9.8906,1.72673,19.78121,7.1,0.18342,0.44197,2.5,0.4918,2.5,0.44351,0.99418,3.87,4.056,39.48,0.10274,1.29276,403619008,1657948032,4.10771,4500,17398380544,15999457280,368432.896,2.04,0.09088,0.07584,0.09088,0.07584,0.09088,1.54896,8.7948,0.09088,1.5044,0.24,0.24,2366626533.33333,736923066.66667,7.35155,23.60949,15.48052,2.4247,2.44606,2.43538,1.56057,USD,1.0,0,0,0,0,0.10743,26.22,41.28,36.67742,7.64114,50.57208,-4.36047,1.76096,29.81888,1.47831,1.4652,1.00176,0.92101,0.21541,0.19114,1.7247,1.96515,1.48176,0.97138,0.21327,1.85493,1.66834,None
BIO,"Bio-Rad Laboratories, Inc.",Healthcare,United States,22003.81033,2423375133.33333,2555887533.33333,720342000.0,984786466.66667,1770337000.0,1571858566.66667,2423375133.33333,2555887533.33333,720342000.0,984786466.66667,1770337000.0,1571858566.66667,6.11,6.11,4.27814,45.95099,14.69636,6.43429,14.69636,25.473,1.51726,35.68844,34.80469,3.47848,2.5,21.614,0.81065,12.65,135.872,581.59,0.23362,1.63075,24692600,4097768960,165.9513,7800,16502515712,17377599488,525354.99487,0.425,0.03306,0.46888,0.03306,0.46888,0.03306,0.43597,3.22985,0.03306,1.21528,2.56,2.56,473955800.0,160751066.66667,34.81868,102.65883,68.73875,0.35469,0.32374,0.33921,0.58242,USD,1.0,0,0,0,0,0.27391,425.43,689,590.7669,-1.55339,36.70639,-15.58926,1.18496,2.76836,3.86719,4.10092,0.08963,0.09732,0.06765,0.03825,3.30978,3.27322,3.99406,0.10347,0.06295,3.3015,3.64778,None
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,United States,26241.43566,4992039600.0,2057179466.66667,1660449800.0,654266800.0,1355723133.33333,3326244700.0,4992039600.0,2057179466.66667,1660449800.0,654266800.0,1355723133.33333,3326244700.0,7.55,7.55,20.01048,16.62153,19.16325,8.47151,19.16325,15.41,0.43057,2.29067,5.625,2.47163,6.25,2.13835,0.93649,12.63,10.491,211.15,0.04969,6.05055,258866000,2762032128,10.66974,3400,48434987008,54343737344,812362.39059,0.084,0.1712,0.25621,0.1712,0.25621,0.1712,0.12705,1.68527,0.1712,1.906,1.52,1.52,2379391600.0,812572733.33333,20.35604,59.60696,39.9815,0.38989,0.35611,0.373,0.61074,USD,1.0,0,0,0,0,-0.20324,202.57,306.08,219.71368,-3.89765,4.23557,-31.01477,0.16578,0.16678,3.65535,3.81178,0.06862,0.03771,4.75456,2.91996,3.95002,4.24223,3.74356,0.06317,3.84726,4.10612,3.92484,None
OLLI,Ollie's Bargain Outlet Holdings,Consumer Defensive,United States,26511.23807,1577543333.33333,193580533.33333,469404333.33333,59345133.33333,126462833.33333,1023473833.33333,1577543333.33333,193580533.33333,469404333.33333,59345133.33333,126462833.33333,1023473833.33333,3.014,3.014,20.97628,25.69113,22.15499,2.86857,22.15499,17.041,0.13832,1.86683,15.46875,0.31394,2.5,1.18622,1.05244,3.27,4.005,86.62,0.04624,3.96854,65529700,264460000,4.03573,4400,5762729472,5484567552,60104.54545,0.651,0.09928,0.16157,0.09928,0.16157,0.09928,0.52864,3.69322,0.09928,1.54638,2.52,2.52,243966800.0,69507200.0,23.62096,82.90838,53.26467,0.45424,0.49074,0.47249,0.68738,USD,1.0,0,0,0,0,-0.12221,75.75,123.52,88.3903,-2.00282,14.34983,-29.8737,0.4551,0.4561,3.38711,3.04084,0.0,0.0,0.0422,0.03676,2.63518,3.03759,3.22397,0.01,0.04948,2.84639,3.03518,None
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,United States,27242.51762,7258466666.66667,2843740000.0,2380960000.0,1073326666.66667,1958533333.33333,4819713333.33333,7258466666.66667,2843740000.0,2380960000.0,1073326666.66667,1958533333.33333,4819713333.33333,5.718,5.718,14.57214,12.93959,14.164,6.05254,14.164,13.029,0.44433,0.97113,2.5,1.1296,2.5,0.99643,0.87453,39.56,35.128,505.66,0.06947,4.43022,104695000,4003800064,38.24251,9447,51526123520,54538809344,423817.09156,0.785,0.09242,0.17013,0.09242,0.17013,0.09242,0.63128,4.20641,0.09242,1.51208,1.07,1.07,2424140000.0,713786666.66667,21.25542,72.18701,46.72122,0.46002,0.52451,0.49227,0.70162,USD,1.0,0,0,0,0,-0.16287,441,664.64,492.567,2.65812,14.66213,-23.91972,0.57825,0.57925,3.30244,2.92024,0.0,0.0,1.1557,1.31532,3.76187,3.29375,3.12134,0.01,1.24551,3.53781,3.32957,None
QRVO,"Qorvo, Inc.",Technology,United States,33971.61423,3615547066.66667,495476666.66667,1057947400.0,237652800.0,366564733.33333,2336747233.33333,3615547066.66667,495476666.66667,1057947400.0,237652800.0,366564733.33333,2336747233.33333,5.299,5.299,29.23418,14.69849,25.60025,5.18057,8.53342,15.251,0.1827,1.80714,13.92188,2.68192,12.03125,2.08495,0.87499,12.57,6.32,180.97,0.03492,4.4921,112587000,733611008,6.51595,8400,21277661184,20801572864,87334.64381,4.928,0.07061,0.47948,0.07061,0.47948,0.07061,3.81587,20.12935,0.07061,1.40304,0.94,0.94,1111377066.66667,374289933.33333,19.14531,56.84807,37.99669,0.50622,0.59104,0.54863,0.7407,USD,1.0,0,0,0,0,0.53938,104.57,201.68,174.70552,3.58574,73.06111,-10.26874,1.57347,15.17597,3.05685,2.71235,0.52382,0.43811,0.94861,0.96208,3.57418,3.50095,2.8946,0.49096,0.96535,3.54756,3.22108,None
DLTR,"Dollar Tree, Inc.",Consumer Defensive,United States,60738.6761,24427313333.33333,838393333.33333,6502720000.0,395246666.66667,616820000.0,15465016666.66667,24427313333.33333,838393333.33333,6502720000.0,395246666.66667,616820000.0,15465016666.66667,1.204,1.204,16.39292,14.88304,16.01545,0.91871,16.01545,10.422,0.05715,0.07479,2.25,0.15134,2.5,0.12601,0.93453,6.84,6.21,100.56,0.06175,3.18394,231954000,1468800000,6.33229,60217,30942498816,23612917760,24391.78305,0.513,-0.67212,0.27852,0.02876,0.27852,0.02876,0.45438,3.32189,2.14994,11.79971,1.99,1.99,2283453333.33333,630093333.33333,13.55075,49.1078,31.32927,1.82025,1.87022,1.84523,1.35839,USD,1.0,0,0,0,0,90.10629,84.41,120.37,109.0797,-7.81053,19.1328,-16.45759,0.89822,0.89922,1.56303,1.53524,0.71747,0.36748,0.07967,0.08548,1.42301,1.3382,1.55913,0.55248,0.09257,1.39061,1.47487,None
MKL,Markel Corporation,Financial Services,United States,69889.88794,9048634733.33333,921934200.0,3038642466.66667,653731200.0,787832700.0,6043638600.0,9048634733.33333,921934200.0,3038642466.66667,653731200.0,787832700.0,6043638600.0,1.193,1.193,6.19809,18.67655,9.31771,1.37382,18.63541,3.549,0.22728,0.21752,2.25,0.53296,2.5,0.41056,0.79009,65.76,198.153,1226.48,0.16156,1.34471,13758200,2740274944,199.17394,18900,14675021824,16897409024,144988.09228,-0.07077,0.0617,-0.07077,0.0617,-0.07077,0.0617,-0.07077,0.97923,0.0617,1.35848,0.56,0.56,1442761266.66667,427849666.66667,10.17148,34.29948,22.23548,2.39831,2.38243,2.39037,1.54608,USD,1.0,0,0,0,0,0.16858,880.59,1268.96,1100.9696,11.39999,39.27935,-3.34762,1.78124,31.93993,1.43693,1.44922,1.50413,1.44335,0.0515,0.10365,3.21074,3.25546,1.45307,1.48374,0.08758,3.2431,2.34809,None
SATS,EchoStar Corporation,Technology,United States,82878.44527,1846534066.66667,-17417133.33333,481614533.33333,44539200.0,13561033.33333,1164074300.0,1846534066.66667,-17417133.33333,481614533.33333,44539200.0,13561033.33333,1164074300.0,1.41,1.41,28.77615,250.09091,84.10484,1.30496,28.03495,6.607,0.04865,-0.00614,0.0,0.09235,1.0,0.07579,0.95467,0.11,0.956,27.88,0.03429,0.72622,42670000,92664000,2.17164,2400,2685387008,2485721088,38610.0,-0.07865,0.02026,-0.07865,0.02026,-0.07865,0.02026,-0.07865,0.97135,0.02026,1.15131,4.44,4.44,606421866.66667,135017933.33333,4.42825,19.88911,12.15868,0.98789,0.97111,0.9795,0.9897,USD,1.0,0,0,0,0,-0.20953,19.75,35.33,24.05941,15.87981,41.16456,-21.08689,1.04365,1.29217,2.03194,2.04824,0.1695,0.11402,0.67167,0.53139,3.56648,2.04307,2.05009,0.15176,0.61153,2.81477,2.43243,None
CACC,Credit Acceptance Corporation,Financial Services,United States,87549.20331,1015593333.33333,507373333.33333,357580000.0,190840000.0,349106666.66667,686586666.66667,1015593333.33333,507373333.33333,357580000.0,190840000.0,349106666.66667,686586666.66667,9.435,9.435,9.92878,11.6796,10.36649,5.04821,20.73297,35.77732,0.53399,1.23897,2.5,1.3268,2.5,1.19844,0.73603,34.02,40.019,385.26,0.10388,2.85042,16818900,706899968,42.0301,2033,12490100736,6682821632,347712.72405,-0.09146,-0.04551,-0.09146,-0.04551,-0.09146,-0.04551,-0.09146,0.95854,-0.04551,1.00449,0.5,0.5,873640000.0,282586666.66667,14.29662,44.19919,29.2479,2.20929,2.26734,2.23832,1.4961,USD,1.0,0,0,0,0,-0.21318,266.74,539,366.58368,5.09469,44.43278,-28.52319,0.87064,0.87164,1.45289,1.44151,6.96779,8.62071,0.29517,0.24758,36.29709,36.81047,1.4572,7.80425,0.28137,36.56378,19.01049,None
IPGP,IPG Photonics Corporation,Technology,United States,95640.86069,1279516866.66667,210212000.0,336299533.33333,56787066.66667,133499533.33333,807908200.0,1279516866.66667,210212000.0,336299533.33333,56787066.66667,133499533.33333,807908200.0,7.481,7.481,58.8598,31.82192,52.10033,8.63616,17.36678,25.385,0.14748,0.40197,2.5,1.0483,6.25,0.74495,0.64521,6.57,3.552,200.98,0.01767,4.2474,53578600,191296000,3.57038,6060,9702992896,11201678336,31566.9967,0.871,-0.03829,-0.13346,-0.03829,-0.13346,-0.03829,0.61988,4.14942,-0.03829,1.01171,0.92,0.92,317917400.0,83640866.66667,30.52048,116.0078,73.26414,0.14031,0.13057,0.13544,0.36802,USD,1.0,0,0,0,0,0.20326,149.51,262.55,218.64545,-8.0795,34.42579,-23.45077,0.91065,0.91165,8.19327,8.66262,0.49888,0.65001,0.73622,0.86679,9.54192,10.14937,8.43794,0.58444,0.81151,9.85564,9.14679,None
CACI,"CACI International, Inc.",Technology,United States,127018.7068,5266402466.66667,293351266.66667,1513652066.66667,111312200.0,202331733.33333,3390027266.66667,5266402466.66667,293351266.66667,1513652066.66667,111312200.0,202331733.33333,3390027266.66667,1.38,1.38,15.86881,15.1692,15.69391,1.02109,5.2313,12.013,0.06931,0.31316,5.625,0.32123,4.375,0.29293,0.92959,17.08,16.327,256.86,0.06356,2.42197,23550700,414196992,17.58746,23000,8246647296,6101750784,18008.56487,0.494,-0.66933,0.07871,0.05666,0.07871,0.05666,0.39018,3.00089,0.05666,1.33331,1.01,1.01,486333200.0,152137333.33333,16.95678,54.20528,35.58103,1.08346,1.23002,1.15674,1.07552,USD,1.0,0,0,0,0,229.18483,190.16,265.93,245.91705,4.44985,35.07573,-3.41067,1.76059,29.78182,1.92776,1.82642,0.0141,0.02895,0.34141,0.37197,1.49234,1.34671,1.88709,0.03153,0.36669,1.42952,1.65831,None
CHKP,Check Point Software Technologi,Technology,Israel,138164.714,2012406666.66667,834740000.0,522640000.0,209613333.33333,522176666.66667,1267523333.33333,2012406666.66667,834740000.0,522640000.0,209613333.33333,522176666.66667,1267523333.33333,6.72,6.72,19.75794,16.64216,18.979,7.78215,6.32633,14.928,0.40786,6.42021,15.46875,0.99681,2.5,4.02176,0.75441,7.21,6.073,117.81,0.05155,4.84338,135291008,850800000,6.28867,5198,14017840128,16233568256,163678.33782,0.024,0.01793,0.00952,0.01793,0.00952,0.01793,0.02038,1.1519,0.01793,1.13964,3.47,3.47,1140133333.33333,330106666.66667,12.29491,42.46458,27.37975,0.63638,0.68034,0.65836,0.81139,USD,1.0,0,0,0,0,0.05555,103.43,139.26,120.27595,-2.05025,13.90312,-15.40284,0.80268,0.80368,2.58589,2.47108,0.0003,8e-05,0.17295,0.15106,1.53561,1.49402,2.53848,0.01019,0.172,1.52481,2.03165,None
DISCK,"Discovery, Inc. - Series C",Communication Services,United States,175993.52802,10528200000.0,1258600000.0,2769533333.33333,205000000.0,731800000.0,6648866666.66667,10528200000.0,1258600000.0,2769533333.33333,205000000.0,731800000.0,6648866666.66667,3.184,3.184,26.45479,9.14861,22.12824,1.44039,22.12824,9.035,0.09109,0.11467,1.0,0.18628,2.5,0.16222,0.92806,3.23,1.117,29.63,0.0377,1.79091,330145984,878000000,2.65943,9800,34323122176,15527402496,89591.83673,-0.629,0.02556,0.15339,0.02556,0.15339,0.02556,-0.4334,0.6166,0.02556,1.1778,0.71,0.71,2819266666.66667,471666666.66667,12.17449,72.76987,42.47218,2.29697,2.01786,2.15742,1.46881,USD,1.0,0,0,0,0,0.26516,17.21,66.7,35.04802,-15.45884,72.16734,-55.57721,0.50192,0.50292,1.53361,1.58272,0.60235,0.86602,0.23521,0.35599,1.98743,1.91303,1.56817,0.74418,0.3056,1.96023,1.7642,None
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,United States,179289.28375,9717254800.0,653110000.0,2607920266.66667,216621133.33333,434865566.66667,6162587533.33333,9717254800.0,653110000.0,2607920266.66667,216621133.33333,434865566.66667,6162587533.33333,1.592,1.592,4.03665,13.77633,6.47157,1.41311,6.47157,10.257,0.0646,0.16756,2.5,0.20357,2.5,0.18343,0.78361,14.62,49.89534,201.93,0.24709,1.65321,69708000,641888000,9.20824,42000,15821794304,14039888896,15283.04762,1.143,-0.00882,-0.13317,-0.00882,-0.13317,-0.00882,0.82396,5.16979,-0.00882,1.04118,3.79,3.79,1559335933.33333,364915933.33333,10.1465,43.35737,26.75193,0.68308,0.68211,0.68259,0.82619,USD,1.0,0,0,0,0,0.74544,67.79,231.8,172.68625,16.93461,197.87579,-12.88611,1.63575,19.15613,2.46913,2.46723,0.70786,0.64063,0.52977,0.54504,1.92816,2.04706,2.47818,0.68424,0.5474,1.99761,2.2379,None
