Symbol,Name,Sector,sss_value,close,appearance_counter
HOLX,Hologic  Inc.,Healthcare,6365.31864,60.98,8.208
KMPR,Kemper Corporation,Financial Services,2352.47582,72.99,8.2023
CAT,Caterpillar  Inc.,Industrials,200046504.33043,243.84,8.1951
SWKS,Skyworks Solutions  Inc.,Technology,62051.354,167.23,8.1849
LOW,Lowe's Companies  Inc.,Consumer Cyclical,235649054.05426,190.3,7.8958
BLL,Ball Corporation,Consumer Cyclical,762402.44779,83.37,7.8404
LHX,L3Harris Technologies  Inc.,Industrials,5426117.22689,219.94,7.7419
JEF,Jefferies Financial Group Inc.,Financial Services,83115981362.77641,31.9,7.7203
PFG,Principal Financial Group Inc,Financial Services,824737.44994,65.72,7.6875
BPOP,Popular  Inc.,Financial Services,265388.11581,81.81,7.6782
VIRT,Virtu Financial  Inc.,Financial Services,986798.34851,31.7,7.662
TXN,Texas Instruments Incorporated,Technology,104581928.24129,186.0,7.6444
PINC,Premier  Inc.,Healthcare,167158.34571,33.54,7.6394
CRUS,Cirrus Logic  Inc.,Technology,5759.97038,76.68,7.6198
MKL,Markel Corporation,Financial Services,69889.88794,1226.48,7.5566
EWBC,East West Bancorp  Inc.,Financial Services,1868575.60975,74.48,7.5454
NLSN,Nielsen N.V.,Industrials,10351742.23908,27.21,7.5232
DKS,Dick's Sporting Goods Inc,Consumer Cyclical,100232.69822,95.77,7.4008
JAZZ,Jazz Pharmaceuticals plc,Healthcare,676370.01394,173.45,7.3835
PG,Procter & Gamble Company (The),Consumer Defensive,35850008.02047,135.85,7.3183
CMCSA,Comcast Corporation,Communication Services,7186601.46847,56.39,7.2914
AEP,American Electric Power Company,Utilities,18625240.52497,85.96,7.2434
CACI,CACI International  Inc.,Technology,127018.7068,256.86,7.239
EHC,Encompass Health Corporation,Healthcare,2884163.36224,82.77,7.1866
BWXT,BWX Technologies  Inc.,Industrials,26146851.37625,63.62,7.1705
ALSN,Allison Transmission Holdings  ,Consumer Cyclical,1351037.94103,42.19,7.1124
MSFT,Microsoft Corporation,Technology,113469188.11479,245.71,7.0459
DLTR,Dollar Tree  Inc.,Consumer Defensive,60738.6761,100.56,7.0231
RHI,Robert Half International Inc.,Industrials,16458197.59482,90.07,7.0053
KKR,KKR & Co. Inc.,Financial Services,63493167427218.53,55.59,6.9695
APH,Amphenol Corporation,Technology,91809699.45823,68.04,6.9531
ADBE,Adobe Inc.,Technology,272068491.85529,493.14,6.8952
COO,The Cooper Companies  Inc.,Healthcare,124040.37182,384.09,6.8716
BAX,Baxter International Inc.,Healthcare,4630514.81092,81.69,6.8653
AGR,Avangrid  Inc.,Utilities,6621004.2773,53.32,6.792
BIO,Bio-Rad Laboratories  Inc.,Healthcare,22003.81033,581.59,6.7117
ROST,Ross Stores  Inc.,Consumer Cyclical,26456346.78985,119.48,6.676
DE,Deere & Company,Industrials,15923347.09127,358.91,6.6358
DHR,Danaher Corporation,Healthcare,3348131.7244,241.01,6.5776
AMGN,Amgen Inc.,Healthcare,16386447.7875,235.74,6.5407
SAIC,SCIENCE APPLICATIONS INTERNATIO,Technology,401360.66471,91.81,6.5183
ED,Consolidated Edison  Inc.,Utilities,21191145.45935,77.26,6.4685
VICI,VICI Properties Inc.,Real Estate,517099.17373,31.74,6.4653
PNC,PNC Financial Services Group  I,Financial Services,2942131981.59179,195.88,6.4095
WEC,WEC Energy Group  Inc.,Utilities,7726412.35167,93.83,6.3671
IVZ,Invesco Ltd,Financial Services,110481.74064,29.33,6.3254
ZBRA,Zebra Technologies Corporation,Technology,108785174.94281,506.04,6.2433
JNJ,Johnson & Johnson,Healthcare,118088235.56864,166.04,6.2406
OKE,ONEOK  Inc.,Energy,107146590.11866,53.72,6.2044
OZK,Bank OZK,Financial Services,82424.0482,42.95,6.1632
THO,Thor Industries  Inc.,Consumer Cyclical,7199.68502,117.42,6.1608
TROW,T. Rowe Price Group  Inc.,Financial Services,358360.75215,191.51,6.0938
MCY,Mercury General Corporation,Financial Services,11365.49437,62.15,6.0877
CRI,Carter's  Inc.,Consumer Cyclical,823056.47149,103.15,6.0838
ITW,Illinois Tool Works Inc.,Industrials,528895938.6495,234.42,6.0743
MDLZ,Mondelez International  Inc.,Consumer Defensive,155752616.7344,63.74,6.0719
IP,International Paper Company,Consumer Cyclical,9152213.41171,64.19,6.0049
DFS,Discover Financial Services,Financial Services,114199691.82807,122.58,5.9605
F,Ford Motor Company,Consumer Cyclical,34345021.04688,15.99,5.9267
ASML,ASML Holding N.V. - New York Re,Technology,668192173.34605,665.89,5.8998
NAVI,Navient Corporation,Financial Services,459050185.8689,18.52,5.8932
ACGL,Arch Capital Group Ltd.,Financial Services,10397.91342,39.48,5.8316
FISV,Fiserv  Inc.,Technology,6032451.64497,113.06,5.6558
MTG,MGIC Investment Corporation,Financial Services,373428.95546,14.65,5.5247
SNPS,Synopsys  Inc.,Technology,6194329.4884,250.59,5.5188
NSC,Norfolk Southern Corporation,Industrials,30762520.84852,279.57,5.3233
INTU,Intuit Inc.,Technology,406933025.13872,450.56,5.2846
GLW,Corning Incorporated,Technology,13837881.46399,43.18,5.2725
WLTW,Willis Towers Watson Public Lim,Financial Services,21387143.96075,258.74,5.2294
CHE,Chemed Corp,Healthcare,3764198.22663,500.76,5.206
FDX,FedEx Corporation,Industrials,1507969.51528,306.31,5.188
BR,Broadridge Financial Solutions ,Technology,500900706.33644,158.6,5.1854
GD,General Dynamics Corporation,None,16262612568.71104,190.81,5.1773
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,59739961.3608,36.92,5.0978
ADSK,Autodesk  Inc.,Technology,2972930744.86418,274.47,5.0655
RE,Everest Re Group  Ltd.,Financial Services,237.43135,257.0,5.0464
UHAL,Amerco,Industrials,2143026.81252,569.4,5.0238
ADS,Alliance Data Systems Corporati,Financial Services,1101640.21381,122.82,5.0154
MTB,M&T Bank Corporation,Financial Services,12550073.58543,163.01,4.9766
BG,Bunge Limited Bunge Limited,Consumer Defensive,120666308311.66931,88.94,4.9185
ASB,Associated Banc-Corp,Financial Services,5512136.5203,23.13,4.8916
CINF,Cincinnati Financial Corporatio,Financial Services,3740246.10584,123.36,4.8129
PB,Prosperity Bancshares  Inc.,Financial Services,4767712.94936,77.2,4.7385
HBAN,Huntington Bancshares Incorpora,Financial Services,118161744.85268,15.82,4.6991
FB,Facebook  Inc.,Communication Services,5969425.58029,326.04,4.6966
CL,Colgate-Palmolive Company,Consumer Defensive,56991340962.66516,83.95,4.6691
HII,Huntington Ingalls Industries  ,Industrials,70246298.21632,220.61,4.5183
CLX,Clorox Company (The),Consumer Defensive,11349172.99196,178.72,4.5095
KNX,Knight-Swift Transportation Hol,Industrials,24105.57177,47.52,4.5086
PEP,Pepsico  Inc.,Consumer Defensive,1419724363.19291,147.67,4.4989
AMG,Affiliated Managers Group  Inc.,Financial Services,15176.13768,165.57,4.4979
CRM,Salesforce.com Inc,Technology,6461078.2507,230.84,4.4929
YUMC,Yum China Holdings  Inc.,Consumer Cyclical,7385596.71074,67.79,4.4868
IDA,IDACORP  Inc.,Utilities,6626315.19847,98.44,4.4799
LOPE,Grand Canyon Education  Inc.,Consumer Defensive,3578.03798,88.62,4.4781
DOV,Dover Corporation,Industrials,133268555.78954,152.04,4.4776
FBHS,Fortune Brands Home & Security ,Consumer Cyclical,10191988.47875,101.85,4.4306
WDC,Western Digital Corporation,Technology,1273089.37172,76.78,4.3748
HUN,Huntsman Corporation,Basic Materials,2095264.84791,28.16,4.3674
MLM,Martin Marietta Materials  Inc.,Basic Materials,15491576.63405,359.56,4.3672
MDT,Medtronic plc.,Healthcare,13539474.10466,123.07,4.3482
MPW,Medical Properties Trust  Inc.,Real Estate,6128650.17491,21.23,4.3477
NLY,Annaly Capital Management Inc,Real Estate,10413566451.59887,9.42,4.3017
JPM,JP Morgan Chase & Co.,Financial Services,3249802447075.82,166.17,4.2798
USM,United States Cellular Corporat,Communication Services,133220.84949,38.65,4.2702
AEE,Ameren Corporation,Utilities,54076832.72197,85.56,4.2497
POST,Post Holdings  Inc.,Consumer Defensive,23310136.04426,116.28,4.1645
FAST,Fastenal Company,Industrials,176190260.01481,52.6,4.1619
LNT,Alliant Energy Corporation,Utilities,418814341.1127,58.13,4.1569
HRL,Hormel Foods Corporation,Consumer Defensive,15682377.81547,49.64,4.1493
ABBV,AbbVie Inc.,Healthcare,278059987.59745,112.21,4.1432
WMT,Walmart Inc.,Consumer Defensive,9748414.18328,141.6,4.1246
BC,Brunswick Corporation,Consumer Cyclical,208675.60834,97.14,4.1172
BOKF,BOK Financial Corporation,Financial Services,12114565352.75205,91.38,4.1157
ORLY,O'Reilly Automotive  Inc.,Consumer Cyclical,3459842236206.1387,528.3,4.0935
CNXC,Concentrix Corporation,Technology,131818120.46719,147.85,4.0302
PPG,PPG Industries  Inc.,Basic Materials,378295684.24413,180.99,4.0076
FAF,First American Corporation (New,Financial Services,508624.52029,64.07,4.0031
CHD,Church & Dwight Company  Inc.,Consumer Defensive,32617153.79252,86.21,4.0011
MO,Altria Group  Inc.,Consumer Defensive,1991406841.09984,49.78,3.9798
PNFP,Pinnacle Financial Partners  In,Financial Services,984685.70087,90.94,3.9586
CNA,CNA Financial Corporation,Financial Services,7082573.8674,47.77,3.924
SO,Southern Company (The),Utilities,83973917.15977,64.46,3.9068
TTWO,Take-Two Interactive Software  ,Communication Services,1293840.87724,177.73,3.8882
USB,U.S. Bancorp,Financial Services,460210447.33033,60.64,3.8881
KMB,Kimberly-Clark Corporation,Consumer Defensive,20381465483.67205,129.6,3.8848
APD,Air Products and Chemicals  Inc,Basic Materials,126420360.0755,304.11,3.8797
LECO,Lincoln Electric Holdings  Inc.,Industrials,29648898.19919,129.92,3.8669
NVDA,NVIDIA Corporation,Technology,615035117.80345,678.79,3.8158
BERY,Berry Global Group  Inc.,Consumer Cyclical,692943.95894,68.4,3.7977
FFIV,F5 Networks  Inc.,Technology,13983401.16475,184.06,3.7906
LBTYK,Liberty Global plc,Communication Services,241664.63555,26.62,3.7886
WBA,Walgreens Boots Alliance  Inc.,Healthcare,25339044.89355,54.77,3.7564
MNST,Monster Beverage Corporation,Consumer Defensive,49360846.9785,95.05,3.6864
TRMB,Trimble Inc.,Technology,88545800.02969,77.85,3.6803
UGI,UGI Corporation,Utilities,1453941.43061,46.69,3.6648
MDU,MDU Resources Group  Inc.,Basic Materials,1023132.17282,33.97,3.6632
DPZ,Domino's Pizza Inc,Consumer Cyclical,77671848826.18079,425.12,3.6422
RBC,Regal Beloit Corporation,Industrials,1485491.16263,140.43,3.6218
LBTYA,Liberty Global plc,Communication Services,587115.84231,26.68,3.6119
ATVI,Activision Blizzard  Inc,Communication Services,25858951.64328,94.98,3.5902
IPGP,IPG Photonics Corporation,Technology,95640.86069,200.98,3.5854
MXIM,Maxim Integrated Products  Inc.,Technology,171705816.90638,100.19,3.5762
ARW,Arrow Electronics  Inc.,Technology,9549.54981,120.66,3.5761
GL,Globe Life Inc.,Financial Services,8968163.38613,106.32,3.5052
TPX,Tempur Sealy International  Inc,Consumer Cyclical,15944207.18867,37.93,3.5022
PAG,Penske Automotive Group  Inc.,Consumer Cyclical,67278.41729,83.07,3.4374
COG,Cabot Oil & Gas Corporation,Energy,4556.69331,16.8,3.4224
SNX,Synnex Corporation,Technology,69246.48144,126.81,3.4157
EMR,Emerson Electric Company,Industrials,440625871.79649,97.5,3.3952
FL,Foot Locker  Inc.,Consumer Cyclical,75511.74141,62.37,3.3864
EIX,Edison International,Utilities,8419540.81937,56.23,3.3706
TDY,Teledyne Technologies Incorpora,Technology,31667078.80341,421.36,3.343
FE,FirstEnergy Corp.,Utilities,111836332.92752,38.47,3.3379
HIG,Hartford Financial Services Gro,Financial Services,2433346.40388,65.62,3.3278
CDNS,Cadence Design Systems  Inc.,Technology,88153504.96883,123.94,3.2971
EAF,GrafTech International Ltd.,Industrials,22851922426.85352,12.99,3.2874
ACI,Albertsons Companies  Inc.,Consumer Defensive,197649490.52174,20.05,3.2807
STZ,Constellation Brands  Inc.,Consumer Defensive,266515702.3048,238.65,3.2669
HLF,Herbalife Nutrition Ltd.,Consumer Defensive,10578469124.11139,54.29,3.254
HAE,Haemonetics Corporation,Healthcare,585778.02646,55.25,3.2434
ROK,Rockwell Automation  Inc.,Industrials,941299721.27589,274.44,3.241
AN,AutoNation  Inc.,Consumer Cyclical,138111.28675,100.98,3.2293
EMN,Eastman Chemical Company,Basic Materials,112632346.24316,128.98,3.1871
WAL,Western Alliance Bancorporation,Financial Services,11940983.956,101.78,3.1716
WHR,Whirlpool Corporation,Consumer Cyclical,171244.67361,233.96,3.1324
WMB,Williams Companies  Inc. (The),Energy,738622048.43915,27.62,3.1251
SLGN,Silgan Holdings Inc.,Consumer Cyclical,4826091.76164,42.14,3.1215
IT,Gartner  Inc.,Technology,1213598569.84864,233.04,3.1166
EXPD,Expeditors International of Was,Industrials,6139001.80729,124.01,3.095
QRTEA,Liberty Interactive Corporation,Consumer Cyclical,194617.63716,13.53,3.0869
THG,Hanover Insurance Group Inc,Financial Services,6699667.69821,139.14,3.0863
OMC,Omnicom Group Inc.,Communication Services,33399692.70226,82.13,3.0667
SNV,Synovus Financial Corp.,Financial Services,19833646.44399,48.92,3.0418
DISCK,Discovery  Inc. - Series C,Communication Services,175993.52802,29.63,3.0361
ANET,Arista Networks  Inc.,Technology,116836003.46559,343.87,2.9896
FCNCA,First Citizens BancShares  Inc.,Financial Services,16661547.58836,867.71,2.9799
ST,Sensata Technologies Holding pl,Technology,766252.81069,59.69,2.948
GILD,Gilead Sciences  Inc.,Healthcare,12251788.57897,66.48,2.9397
PM,Philip Morris International Inc,Consumer Defensive,114103818424.57903,97.37,2.9189
PNW,Pinnacle West Capital Corporati,Utilities,14992391.74798,86.97,2.9038
OC,Owens Corning Inc,Industrials,10276658.86718,104.83,2.8889
AL,Air Lease Corporation,Industrials,14247001.12775,46.71,2.8633
WTM,White Mountains Insurance Group,Financial Services,83579945627.9235,1151.6,2.8461
MKC,McCormick & Company  Incorporat,Consumer Defensive,40686813.72744,89.67,2.8336
HSIC,Henry Schein  Inc.,Healthcare,1731611.63553,77.96,2.8237
URI,United Rentals  Inc.,Industrials,93858154.23323,336.12,2.8174
LIN,Linde plc,Basic Materials,80707862.49652,298.32,2.8145
HE,Hawaiian Electric Industries  I,Utilities,15938733.6096,43.3,2.81
SNDR,Schneider National  Inc.,Industrials,4335.0349,24.03,2.7997
XRX,Xerox Holdings Corporation,Technology,689761.68485,23.99,2.7877
CLGX,CoreLogic  Inc.,Technology,10679702.3076,79.53,2.7703
AGNC,AGNC Investment Corp.,Real Estate,601821774068.208,18.6,2.7624
ETN,Eaton Corporation  PLC,Industrials,281740413.15711,146.42,2.7552
JKHY,Jack Henry & Associates  Inc.,Technology,8089990.55539,155.8,2.7541
CERN,Cerner Corporation,Healthcare,37711899.95139,80.26,2.7476
RGA,Reinsurance Group of America  I,Financial Services,2109570.32882,127.72,2.7444
SFM,Sprouts Farmers Market  Inc.,Consumer Defensive,739033.53777,27.56,2.7334
EVRG,Evergy  Inc.,Utilities,8843932.72807,62.51,2.7187
DOW,Dow Inc.,Basic Materials,477725551.38966,70.61,2.7163
PRI,Primerica  Inc.,Financial Services,6932329.35473,163.08,2.7146
GNRC,Generac Holdlings Inc.,Industrials,68731440.44343,316.4,2.6871
CARR,Carrier Global Corporation,Industrials,4545938212.38361,45.73,2.6787
FNB,F.N.B. Corporation,Financial Services,10033669.69083,13.41,2.6583
WBS,Webster Financial Corporation,Financial Services,4204876.61998,56.94,2.6563
XLNX,Xilinx  Inc.,Technology,51065390.68035,125.83,2.6282
HSY,The Hershey Company,Consumer Defensive,677568579.74791,174.54,2.6074
DLB,Dolby Laboratories,Technology,10603389.04544,95.41,2.602
AMZN,Amazon.com  Inc.,Consumer Cyclical,33362360.32233,3187.01,2.602
AVT,Avnet  Inc.,Technology,1304103.02086,43.7,2.5995
WFC,Wells Fargo & Company,Financial Services,106974843590.0646,46.46,2.5966
WAB,Westinghouse Air Brake Technolo,Industrials,18057196.2808,82.67,2.5818
AFG,American Financial Group  Inc.,Financial Services,2512124.0094,138.1,2.5591
NTRS,Northern Trust Corporation,Financial Services,500725671.867,120.82,2.5376
MS,Morgan Stanley,Financial Services,71564510677756.81,93.35,2.537
JBL,Jabil Inc.,Technology,1673410.69342,56.64,2.5252
PKG,Packaging Corporation of Americ,Consumer Cyclical,5880575.89858,146.08,2.523
LLY,Eli Lilly and Company,Healthcare,8496630942.15709,202.7,2.4993
CHTR,Charter Communications  Inc.,Communication Services,34066234.44302,675.64,2.4738
SEIC,SEI Investments Company,Financial Services,1989719.85342,63.91,2.468
MHK,Mohawk Industries  Inc.,Consumer Cyclical,179289.28375,201.93,2.4456
