Symbol,Name
CRWD,CrowdStrike Holdings_
CRWS,Crown Crafts_ Inc. - 
CRXT,Clarus Therapeutics H
CSBR,Champions Oncology_ I
CSCW,Color Star Technology
CSGP,CoStar Group_ Inc. - 
CSIQ,Canadian Solar Inc. -
CSSE,Chicken Soup for the 
CSSEN,Chicken Soup for the 
CSTL,Castle Biosciences_ I
CSWC,Capital Southwest Cor
CTDD,Qwest Corporation 6.7
CTEK,CynergisTek_ Inc. Com
CTIB,Yunhong CTI Ltd. - Co
CTK,CooTek (Cayman) Inc. 
CTLT,Catalent_ Inc. Common
CTRM,Castor Maritime Inc. 
CTRN,Citi Trends_ Inc. - C
CTV,Innovid Corp. Common 
CTXR,Citius Pharmaceutical
CUBB,Customers Bancorp_ In
CUE,Cue Biopharma_ Inc. -
CUEN,Cuentas_ Inc. - Commo
CULP,Culp_ Inc. Common Sto
CURI,CuriosityStream Inc. 
CURO,CURO Group Holdings C
CUTR,Cutera_ Inc. - Common
CVAC,CureVac N.V. - Ordina
CVM,Cel-Sci Corporation C
CVNA,Carvana Co. Class A C
CVT,Cvent Holding Corp. -
CVU,CPI Aerostructures_ I
CWBR,CohBar_ Inc. - Common
CWCO,Consolidated Water Co
CXDO,Crexendo_ Inc. - Comm
CXE,MFS High Income Munic
CXH,MFS Investment Grade 
CYBN,Cybin Inc. Common Sha
CYCC,Cyclacel Pharmaceutic
CYCN,Cyclerion Therapeutic
CYRN,CYREN Ltd. - Ordinary
CYRX,CryoPort_ Inc. - Comm
CYT,Cyteir Therapeutics_ 
CZOO,Cazoo Group Ltd Class
CZR,Caesars Entertainment
DADA,Dada Nexus Limited - 
DASH,DoorDash_ Inc. Class 
DAWN,Day One Biopharmaceut
DBGI,Digital Brands Group_
DBL,DoubleLine Opportunis
DBTX,Decibel Therapeutics_
DBVT,DBV Technologies S.A.
DBX,Dropbox_ Inc. - Class
DCBO,Docebo Inc. - Common 
DCF,BNY Mellon Alcentra G
DCFC,Tritium DCFC Limited 
DCGO,DocGo Inc. - Common S
DCI,Donaldson Company_ In
DCOMP,Dime Community Bancsh
DCT,Duck Creek Technologi
DCTH,Delcath Systems_ Inc.
DDD,3D Systems Corporatio
DECK,Deckers Outdoor Corpo
DFFN,Diffusion Pharmaceuti
DFP,Flaherty & Crumrine D
DGHI,Digihost Technology I
DGLY,Digital Ally_ Inc. - 
DHF,BNY Mellon High Yield
DHHCU,DiamondHead Holdings 
DHT,DHT Holdings_ Inc.
DHY,Credit Suisse High Yi
DIBS,1stdibs.com_ Inc. - C
DIN,Dine Brands Global_ I
DISCB,Discovery_ Inc. - Ser
DKNG,DraftKings Inc. - Cla
DLNG,Dynagas LNG Partners 
DLO,DLocal Limited - Clas
DLPN,Dolphin Entertainment
DLX,Deluxe Corporation Co
DLY,DoubleLine Yield Oppo
DM,Desktop Metal_ Inc. C
DMAC,DiaMedica Therapeutic
DMB,BNY Mellon Municipal 
DMF,BNY Mellon Municipal 
DMO,Western Asset Mortgag
DMTK,DermTech_ Inc. - Comm
DNLI,Denali Therapeutics I
DNMR,Danimer Scientific_ I
DOCU,DocuSign_ Inc. - Comm
DOMA,Doma Holdings_ Inc. C
DOMO,Domo_ Inc. - Class B 
DOOR,Masonite Internationa
DOYU,DouYu International H
DPRO,Draganfly Inc. - Comm
DRIO,DarioHealth Corp. - C
DRRX,DURECT Corporation - 
DS,Drive Shack Inc. Pfd 
DSEY,Diversey Holdings_ Lt
DSL,DoubleLine Income Sol
DSM,BNY Mellon Strategic 
DSP,Viant Technology Inc.
DSS,DSS_ Inc. Common Stoc
DSX,Diana Shipping Inc. P
DT,Dynatrace_ Inc. Commo
DTEA,DAVIDsTEA Inc. - Comm
DTF,DTF Tax-Free Income 2
DTIL,Precision BioSciences
DTSS,Datasea Inc. - Common
DTST,Data Storage Corporat
DUKB,Duke Energy Corporati
DUO,Fangdd Network Group 
DUOT,Duos Technologies Gro
DV,DoubleVerify Holdings
DX,Dynex Capital_ Inc. 6
DXF,Dunxin Financial Hold
DYN,Dyne Therapeutics_ In
DYNT,Dynatronics Corporati
EARN,Ellington Residential
EAST,Eastside Distilling_ 
EAT,Brinker International
EB,Eventbrite_ Inc. Clas
EBAY,eBay Inc. - Common St
EBET,Esports Technologies_
EBF,Ennis_ Inc. Common St
EBON,Ebang International H
ECF,Ellsworth Growth and 
ECOL,US Ecology_ Inc. - Co
ECOM,ChannelAdvisor Corpor
EDD,Morgan Stanley Emergi
EDF,Stone Harbor Emerging
EDIT,Editas Medicine_ Inc.
EDN,Empresa Distribuidora
EDRY,EuroDry Ltd. - Common
EDSA,Edesa Biotech_ Inc. -
EDU,New Oriental Educatio
EDUC,Educational Developme
EEA,The European Equity F
EEIQ,Elite Education Group
EEX,Emerald Holding_ Inc.
EFTR,eFFECTOR Therapeutics
EGF,Blackrock Enhanced Go
EGHT,8x8 Inc Common Stock
EGLX,Enthusiast Gaming Hol
EHI,Western Asset Global 
EHTH,eHealth_ Inc. - Commo
EIGR,Eiger BioPharmaceutic
EIM,Eaton Vance Municipal
EJH,E-Home Household Serv
EKSO,Ekso Bionics Holdings
ELA,Envela Corporation Co
ELAN,Elanco Animal Health 
ELAT,Elanco Animal Health 
ELDN,Eledon Pharmaceutical
ELMS,Electric Last Mile So
ELOX,Eloxx Pharmaceuticals
ELTK,Eltek Ltd. - Ordinary
ELY,Callaway Golf Company
ELYS,Elys Game Technology_
EMAN,eMagin Corporation Co
EMD,Western Asset Emergin
EMF,Templeton Emerging Ma
EMKR,EMCORE Corporation - 
EMX,EMX Royalty Corporati
ENG,ENGlobal Corporation 
ENJY,Enjoy Technology_ Inc
ENLV,Enlivex Therapeutics 
ENSV,Enservco Corporation 
ENTX,Entera Bio Ltd. - Ord
ENVB,Enveric Biosciences_ 
ENX,Eaton Vance New York 
EOLS,Evolus_ Inc. - Common
EOS,Eaton Vance Enhance E
EOSE,Eos Energy Enterprise
EOT,Eaton Vance Municipal
EPAC,Enerpac Tool Group Co
EPHYU,Epiphany Technology A
EPIX,ESSA Pharma Inc. - Co
EPR,EPR Properties 5.750%
EPRT,Essential Properties 
EPZM,Epizyme_ Inc. - Commo
EQIX,Equinix_ Inc. - Commo
EQOS,EQONEX LIMITED - Ordi
EQRX,EQRx_ Inc.  - Common 
ERC,Allspring Multi-Secto
ERO,Ero Copper Corp. Comm
ERYP,Erytech Pharma S.A. -
ESCA,Escalade_ Incorporate
ESGRO,Enstar Group Limited 
ESPR,Esperion Therapeutics
ESTA,Establishment Labs Ho
ESTC,Elastic N.V. Ordinary
ETJ,Eaton Vance Risk-Mana
ETNB,89bio_ Inc. - Common 
ETON,Eton Pharmaceuticals_
ETTX,Entasis Therapeutics 
ETV,Eaton Vance Corporati
ETWO,E2open Parent Holding
ETX,Eaton Vance Municipal
EVAX,Evaxion Biotech A_S -
EVBG,Everbridge_ Inc. - Co
EVGN,Evogene Ltd. - Ordina
EVK,Ever-Glory Internatio
EVLO,Evelo Biosciences_ In
EVLV,Evolv Technologies Ho
EVM,Eaton Vance Californi
EVN,Eaton Vance Municipal
EVO,Evotec SE - American 
EVOK,Evoke Pharma_ Inc. - 
EVOL,Evolving Systems_ Inc
EVR,Evercore Inc. Class A
EVRI,Everi Holdings Inc. C
EVTL,Vertical Aerospace Lt
EVV,Eaton Vance Limited D
EXK,Endeavour Silver Corp
EXN,Excellon Resources In
EXPI,eXp World Holdings_ I
EYE,National Vision Holdi
EYEN,Eyenovia_ Inc. - Comm
EYES,Second Sight Medical 
EZGO,EZGO Technologies Ltd
FAM,First Trust_Aberdeen 
FAMI,Farmmi_ INC. - Ordina
FANH,Fanhua Inc. - America
FARO,FARO Technologies_ In
FATBP,FAT Brands Inc. - 8.2
FATE,Fate Therapeutics_ In
FAX,Aberdeen Asia-Pacific
FB,Meta Platforms_ Inc. 
FBIO,Fortress Biotech_ Inc
FBRX,Forte Biosciences_ In
FCEL,FuelCell Energy_ Inc.
FCO,Aberdeen Global Incom
FDMT,4D Molecular Therapeu
FEMY,Femasys Inc. - Common
FENG,Phoenix New Media Lim
FEO,First Trust_Aberdeen 
FFC,Flaherty & Crumrine P
FFHL,Fuwei Films (Holdings
FFIE,Faraday Future Intell
FGF,FG Financial Group_ I
FGFPP,FG Financial Group_ I
FIGS,FIGS_ Inc. Class A Co
FINS,Angel Oak Financial S
FINV,FinVolution Group Ame
FITBO,Fifth Third Bancorp -
FITBP,Fifth Third Bancorp -
FIVE,Five Below_ Inc. - Co
FIVN,Five9_ Inc. - Common 
FIXX,Homology Medicines_ I
FLACU,Frazier Lifesciences 
FLC,Flaherty & Crumrine T
FLDM,Fluidigm Corporation 
FLGC,Flora Growth Corp. - 
FLNT,Fluent_ Inc. - Common
FLUX,Flux Power Holdings_ 
